t,phi,alpha,theta,phi_dot,alpha_dot,theta_dot,tau,x_roll
0.8870,0.013361,0.002434,0.026934,-0.1003,-0.0588,-0.1464,-0.01,0.000007
0.8880,0.013260,0.002376,0.026786,-0.1006,-0.0586,-0.1473,-0.01,0.000007
0.8890,0.013160,0.002317,0.026638,-0.1008,-0.0583,-0.1482,-0.01,0.000007
0.8900,0.013059,0.002259,0.026489,-0.1010,-0.0580,-0.1491,-0.01,0.000007
0.8910,0.012957,0.002202,0.026339,-0.1012,-0.0577,-0.1500,-0.01,0.000007
0.8920,0.012856,0.002144,0.026188,-0.1014,-0.0574,-0.1509,-0.01,0.000007
0.8930,0.012754,0.002087,0.026037,-0.1016,-0.0571,-0.1517,-0.01,0.000007
0.8940,0.012652,0.002030,0.025884,-0.1018,-0.0568,-0.1526,-0.01,0.000007
0.8950,0.012550,0.001974,0.025730,-0.1020,-0.0565,-0.1535,-0.01,0.000007
0.8960,0.012448,0.001918,0.025576,-0.1022,-0.0563,-0.1544,-0.01,0.000007
0.8970,0.012346,0.001862,0.025421,-0.1024,-0.0560,-0.1553,-0.01,0.000007
0.8980,0.012243,0.001806,0.025265,-0.1026,-0.0557,-0.1561,-0.01,0.000007
0.8990,0.012140,0.001751,0.025108,-0.1028,-0.0554,-0.1570,-0.01,0.000007
0.9000,0.012037,0.001695,0.024950,-0.1030,-0.0551,-0.1578,-0.01,0.000007
0.9010,0.011934,0.001641,0.024791,-0.1032,-0.0548,-0.1587,-0.01,0.000007
0.9020,0.011831,0.001586,0.024632,-0.1034,-0.0545,-0.1596,-0.01,0.000007
0.9030,0.011727,0.001532,0.024471,-0.1036,-0.0543,-0.1604,-0.01,0.000007
0.9040,0.011623,0.001478,0.024310,-0.1038,-0.0540,-0.1613,-0.01,0.000007
0.9050,0.011519,0.001424,0.024148,-0.1040,-0.0537,-0.1621,-0.01,0.000007
0.9060,0.011415,0.001371,0.023985,-0.1042,-0.0534,-0.1629,-0.01,0.000007
0.9070,0.011311,0.001318,0.023821,-0.1044,-0.0531,-0.1638,-0.01,0.000007
0.9080,0.011206,0.001265,0.023656,-0.1045,-0.0528,-0.1646,-0.01,0.000007
0.9090,0.011101,0.001212,0.023491,-0.1047,-0.0525,-0.1655,-0.01,0.000007
0.9100,0.010996,0.001160,0.023325,-0.1049,-0.0522,-0.1663,-0.01,0.000007
0.9110,0.010891,0.001108,0.023158,-0.1051,-0.0520,-0.1671,-0.01,0.000007
0.9120,0.010786,0.001056,0.022990,-0.1053,-0.0517,-0.1679,-0.01,0.000007
0.9130,0.010681,0.001005,0.022821,-0.1054,-0.0514,-0.1687,-0.01,0.000007
0.9140,0.010575,0.000954,0.022651,-0.1056,-0.0511,-0.1695,-0.01,0.000007
0.9150,0.010469,0.000903,0.022481,-0.1058,-0.0508,-0.1704,-0.01,0.000007
0.9160,0.010363,0.000853,0.022310,-0.1059,-0.0505,-0.1712,-0.01,0.000007
0.9170,0.010257,0.000802,0.022138,-0.1061,-0.0502,-0.1720,-0.01,0.000007
0.9180,0.010151,0.000752,0.021965,-0.1063,-0.0500,-0.1728,-0.01,0.000007
0.9190,0.010045,0.000703,0.021792,-0.1064,-0.0497,-0.1735,-0.01,0.000007
0.9200,0.009938,0.000653,0.021617,-0.1066,-0.0494,-0.1743,-0.01,0.000007
0.9210,0.009831,0.000604,0.021442,-0.1068,-0.0491,-0.1751,-0.01,0.000007
0.9220,0.009724,0.000555,0.021266,-0.1069,-0.0488,-0.1759,-0.01,0.000007
0.9230,0.009617,0.000507,0.021090,-0.1071,-0.0485,-0.1767,-0.01,0.000007
0.9240,0.009510,0.000459,0.020912,-0.1072,-0.0483,-0.1774,-0.01,0.000007
0.9250,0.009403,0.000411,0.020734,-0.1074,-0.0480,-0.1782,-0.01,0.000007
0.9260,0.009295,0.000363,0.020555,-0.1075,-0.0477,-0.1790,-0.01,0.000007
0.9270,0.009187,0.000316,0.020375,-0.1077,-0.0474,-0.1797,-0.01,0.000007
0.9280,0.009080,0.000269,0.020195,-0.1078,-0.0471,-0.1805,-0.01,0.000007
0.9290,0.008972,0.000222,0.020013,-0.1080,-0.0468,-0.1812,-0.01,0.000007
0.9300,0.008864,0.000175,0.019831,-0.1081,-0.0466,-0.1820,-0.01,0.000007
0.9310,0.008755,0.000129,0.019649,-0.1082,-0.0463,-0.1827,-0.01,0.000007
0.9320,0.008647,0.000083,0.019465,-0.1084,-0.0460,-0.1835,-0.01,0.000007
0.9330,0.008538,0.000037,0.019281,-0.1085,-0.0457,-0.1842,-0.01,0.000007
0.9340,0.008430,-0.000008,0.019096,-0.1087,-0.0454,-0.1849,-0.01,0.000007
0.9350,0.008321,-0.000053,0.018910,-0.1088,-0.0451,-0.1857,-0.01,0.000007
0.9360,0.008212,-0.000098,0.018724,-0.1089,-0.0449,-0.1864,-0.01,0.000007
0.9370,0.008103,-0.000143,0.018537,-0.1090,-0.0446,-0.1871,-0.01,0.000007
0.9380,0.007994,-0.000187,0.018349,-0.1092,-0.0443,-0.1878,-0.01,0.000007
0.9390,0.007885,-0.000231,0.018161,-0.1093,-0.0440,-0.1885,-0.01,0.000007
0.9400,0.007775,-0.000275,0.017971,-0.1094,-0.0437,-0.1892,-0.01,0.000007
0.9410,0.007666,-0.000318,0.017781,-0.1095,-0.0435,-0.1899,-0.01,0.000007
0.9420,0.007556,-0.000362,0.017591,-0.1097,-0.0432,-0.1906,-0.01,0.000007
0.9430,0.007446,-0.000404,0.017399,-0.1098,-0.0429,-0.1913,-0.01,0.000007
0.9440,0.007336,-0.000447,0.017207,-0.1099,-0.0426,-0.1920,-0.01,0.000007
0.9450,0.007226,-0.000489,0.017015,-0.1100,-0.0424,-0.1927,-0.01,0.000007
0.9460,0.007116,-0.000532,0.016821,-0.1101,-0.0421,-0.1934,-0.01,0.000007
0.9470,0.007006,-0.000573,0.016627,-0.1102,-0.0418,-0.1940,-0.01,0.000007
0.9480,0.006896,-0.000615,0.016433,-0.1103,-0.0415,-0.1947,-0.01,0.000007
0.9490,0.006785,-0.000656,0.016237,-0.1104,-0.0413,-0.1954,-0.01,0.000007
0.9500,0.006675,-0.000697,0.016041,-0.1105,-0.0410,-0.1960,-0.01,0.000007
0.9510,0.006564,-0.000738,0.015845,-0.1106,-0.0407,-0.1967,-0.01,0.000007
0.9520,0.006453,-0.000778,0.015647,-0.1107,-0.0404,-0.1973,-0.01,0.000007
0.9530,0.006342,-0.000818,0.015449,-0.1108,-0.0402,-0.1980,-0.01,0.000007
0.9540,0.006231,-0.000858,0.015251,-0.1109,-0.0399,-0.1986,-0.01,0.000007
0.9550,0.006120,-0.000898,0.015051,-0.1110,-0.0396,-0.1992,-0.01,0.000007
0.9560,0.006009,-0.000937,0.014852,-0.1111,-0.0393,-0.1999,-0.01,0.000007
0.9570,0.005898,-0.000976,0.014651,-0.1112,-0.0391,-0.2005,-0.01,0.000007
0.9580,0.005787,-0.001015,0.014450,-0.1113,-0.0388,-0.2011,-0.01,0.000007
0.9590,0.005675,-0.001054,0.014248,-0.1114,-0.0385,-0.2017,-0.01,0.000007
0.9600,0.005564,-0.001092,0.014046,-0.1115,-0.0383,-0.2023,-0.01,0.000007
0.9610,0.005452,-0.001130,0.013843,-0.1116,-0.0380,-0.2029,-0.01,0.000007
0.9620,0.005341,-0.001168,0.013639,-0.1116,-0.0377,-0.2035,-0.01,0.000007
0.9630,0.005229,-0.001205,0.013435,-0.1117,-0.0374,-0.2041,-0.01,0.000007
0.9640,0.005117,-0.001242,0.013231,-0.1118,-0.0372,-0.2047,-0.01,0.000007
0.9650,0.005005,-0.001279,0.013025,-0.1119,-0.0369,-0.2053,-0.01,0.000007
0.9660,0.004893,-0.001316,0.012819,-0.1119,-0.0366,-0.2059,-0.01,0.000007
0.9670,0.004781,-0.001352,0.012613,-0.1120,-0.0364,-0.2065,-0.01,0.000007
0.9680,0.004669,-0.001388,0.012406,-0.1121,-0.0361,-0.2071,-0.01,0.000007
0.9690,0.004557,-0.001424,0.012198,-0.1122,-0.0358,-0.2076,-0.01,0.000007
0.9700,0.004445,-0.001460,0.011990,-0.1122,-0.0356,-0.2082,-0.01,0.000007
0.9710,0.004333,-0.001495,0.011781,-0.1123,-0.0353,-0.2087,-0.01,0.000007
0.9720,0.004220,-0.001530,0.011572,-0.1123,-0.0350,-0.2093,-0.01,0.000007
0.9730,0.004108,-0.001565,0.011362,-0.1124,-0.0348,-0.2098,-0.01,0.000007
0.9740,0.003995,-0.001599,0.011152,-0.1125,-0.0345,-0.2104,-0.01,0.000007
0.9750,0.003883,-0.001633,0.010941,-0.1125,-0.0343,-0.2109,-0.01,0.000007
0.9760,0.003770,-0.001667,0.010729,-0.1126,-0.0340,-0.2114,-0.01,0.000007
0.9770,0.003658,-0.001701,0.010517,-0.1126,-0.0337,-0.2120,-0.01,0.000007
0.9780,0.003545,-0.001735,0.010305,-0.1127,-0.0335,-0.2125,-0.01,0.000007
0.9790,0.003432,-0.001768,0.010092,-0.1127,-0.0332,-0.2130,-0.01,0.000007
0.9800,0.003320,-0.001801,0.009878,-0.1128,-0.0330,-0.2135,-0.01,0.000007
0.9810,0.003207,-0.001834,0.009664,-0.1128,-0.0327,-0.2140,-0.01,0.000007
0.9820,0.003094,-0.001866,0.009450,-0.1128,-0.0324,-0.2145,-0.01,0.000007
0.9830,0.002981,-0.001898,0.009235,-0.1129,-0.0322,-0.2150,-0.01,0.000007
0.9840,0.002868,-0.001930,0.009019,-0.1129,-0.0319,-0.2155,-0.01,0.000007
0.9850,0.002755,-0.001962,0.008803,-0.1130,-0.0317,-0.2160,-0.01,0.000007
0.9860,0.002642,-0.001993,0.008587,-0.1130,-0.0314,-0.2165,-0.01,0.000007
0.9870,0.002529,-0.002024,0.008370,-0.1130,-0.0312,-0.2169,-0.01,0.000007
0.9880,0.002416,-0.002055,0.008153,-0.1131,-0.0309,-0.2174,-0.01,0.000007
0.9890,0.002303,-0.002086,0.007935,-0.1131,-0.0306,-0.2179,-0.01,0.000007
0.9900,0.002190,-0.002116,0.007717,-0.1131,-0.0304,-0.2183,-0.01,0.000007
0.9910,0.002077,-0.002146,0.007498,-0.1131,-0.0301,-0.2188,-0.01,0.000007
0.9920,0.001964,-0.002176,0.007279,-0.1131,-0.0299,-0.2192,-0.01,0.000007
0.9930,0.001850,-0.002206,0.007059,-0.1132,-0.0296,-0.2197,-0.01,0.000007
0.9940,0.001737,-0.002235,0.006839,-0.1132,-0.0294,-0.2201,-0.01,0.000007
0.9950,0.001624,-0.002264,0.006618,-0.1132,-0.0291,-0.2205,-0.01,0.000007
0.9960,0.001511,-0.002293,0.006397,-0.1132,-0.0289,-0.2209,-0.01,0.000007
0.9970,0.001398,-0.002322,0.006176,-0.1132,-0.0286,-0.2214,-0.01,0.000007
0.9980,0.001284,-0.002350,0.005954,-0.1132,-0.0284,-0.2218,-0.01,0.000007
0.9990,0.001171,-0.002379,0.005732,-0.1132,-0.0281,-0.2222,-0.01,0.000007
1.0000,0.001058,-0.002406,0.005509,-0.1132,-0.0279,-0.2226,-0.01,0.000007
1.0100,-0.000074,-0.002672,0.003263,-0.1132,-0.0255,-0.2263,-0.00,0.000007
1.0200,-0.001205,-0.002914,0.000981,-0.1129,-0.0231,-0.2295,-0.00,0.000007
1.0300,-0.002332,-0.003132,-0.001329,-0.1125,-0.0208,-0.2321,-0.00,0.000007
1.0400,-0.003454,-0.003328,-0.003662,-0.1118,-0.0186,-0.2342,-0.00,0.000007
1.0500,-0.004567,-0.003502,-0.006012,-0.1110,-0.0165,-0.2357,-0.00,0.000007
1.0600,-0.005671,-0.003655,-0.008374,-0.1099,-0.0144,-0.2366,-0.00,0.000007
1.0700,-0.006764,-0.003788,-0.010742,-0.1087,-0.0124,-0.2369,-0.00,0.000007
1.0800,-0.007843,-0.003902,-0.013110,-0.1072,-0.0105,-0.2367,0.00,0.000007
1.0900,-0.008906,-0.003997,-0.015473,-0.1056,-0.0087,-0.2359,0.00,0.000007
1.1000,-0.009952,-0.004073,-0.017825,-0.1038,-0.0069,-0.2345,0.00,0.000007
1.1100,-0.010978,-0.004133,-0.020160,-0.1017,-0.0052,-0.2326,0.00,0.000007
1.1200,-0.011984,-0.004176,-0.022473,-0.0995,-0.0036,-0.2301,0.00,0.000007
1.1300,-0.012966,-0.004204,-0.024758,-0.0972,-0.0021,-0.2271,0.00,0.000007
1.1400,-0.013924,-0.004217,-0.027010,-0.0946,-0.0006,-0.2235,0.00,0.000007
1.1500,-0.014855,-0.004215,-0.029224,-0.0919,0.0008,-0.2195,0.01,0.000007
1.1600,-0.015758,-0.004200,-0.031393,-0.0890,0.0021,-0.2149,0.01,0.000007
1.1700,-0.016631,-0.004173,-0.033515,-0.0859,0.0033,-0.2098,0.01,0.000007
1.1800,-0.017473,-0.004133,-0.035582,-0.0827,0.0045,-0.2042,0.01,0.000007
1.1900,-0.018282,-0.004082,-0.037591,-0.0794,0.0056,-0.1981,0.01,0.000007
1.2000,-0.019056,-0.004020,-0.039537,-0.0758,0.0066,-0.1916,0.01,0.000007
1.2100,-0.019795,-0.003949,-0.041416,-0.0722,0.0076,-0.1847,0.01,0.000007
1.2200,-0.020496,-0.003868,-0.043222,-0.0684,0.0085,-0.1773,0.01,0.000007
1.2300,-0.021159,-0.003778,-0.044953,-0.0645,0.0094,-0.1695,0.01,0.000007
1.2400,-0.021782,-0.003680,-0.046603,-0.0605,0.0102,-0.1614,0.01,0.000007
1.2500,-0.022365,-0.003574,-0.048170,-0.0564,0.0109,-0.1528,0.01,0.000007
1.2600,-0.022905,-0.003461,-0.049650,-0.0521,0.0116,-0.1439,0.01,0.000007
1.2700,-0.023403,-0.003342,-0.051039,-0.0478,0.0122,-0.1347,0.01,0.000007
1.2800,-0.023857,-0.003217,-0.052334,-0.0434,0.0128,-0.1252,0.01,0.000007
1.2900,-0.024267,-0.003087,-0.053533,-0.0389,0.0133,-0.1154,0.01,0.000007
1.3000,-0.024631,-0.002951,-0.054632,-0.0343,0.0137,-0.1054,0.01,0.000007
1.3100,-0.024949,-0.002811,-0.055630,-0.0297,0.0142,-0.0951,0.01,0.000007
1.3200,-0.025220,-0.002668,-0.056523,-0.0250,0.0145,-0.0846,0.02,0.000007
1.3300,-0.025445,-0.002520,-0.057310,-0.0203,0.0149,-0.0739,0.02,0.000007
1.3400,-0.025621,-0.002370,-0.057989,-0.0155,0.0152,-0.0630,0.02,0.000007
1.3500,-0.025751,-0.002217,-0.058559,-0.0107,0.0154,-0.0520,0.02,0.000007
1.3600,-0.025832,-0.002061,-0.059018,-0.0059,0.0156,-0.0409,0.02,0.000007
1.3700,-0.025864,-0.001904,-0.059365,-0.0011,0.0158,-0.0296,0.02,0.000007
1.3800,-0.025849,-0.001745,-0.059599,0.0037,0.0160,-0.0183,0.02,0.000007
1.3900,-0.025785,-0.001584,-0.059720,0.0085,0.0161,-0.0070,0.02,0.000007
1.4000,-0.025674,-0.001423,-0.059727,0.0133,0.0162,0.0044,0.02,0.000007
1.4100,-0.025514,-0.001261,-0.059621,0.0181,0.0162,0.0158,0.02,0.000007
1.4200,-0.025307,-0.001099,-0.059401,0.0229,0.0162,0.0271,0.02,0.000007
1.4300,-0.025053,-0.000937,-0.059067,0.0276,0.0162,0.0384,0.02,0.000007
1.4400,-0.024751,-0.000775,-0.058621,0.0322,0.0162,0.0497,0.02,0.000007
1.4500,-0.024404,-0.000614,-0.058063,0.0368,0.0161,0.0608,0.02,0.000007
1.4600,-0.024011,-0.000454,-0.057394,0.0413,0.0160,0.0719,0.02,0.000007
1.4700,-0.023574,-0.000294,-0.056615,0.0458,0.0159,0.0828,0.02,0.000007
1.4800,-0.023092,-0.000136,-0.055728,0.0501,0.0157,0.0935,0.02,0.000007
1.4900,-0.022568,0.000021,-0.054735,0.0544,0.0156,0.1041,0.02,0.000007
1.5000,-0.022001,0.000175,-0.053638,0.0585,0.0154,0.1144,0.02,0.000007
1.5100,-0.021393,0.000328,-0.052437,0.0626,0.0152,0.1246,0.02,0.000007
1.5200,-0.020746,0.000479,-0.051137,0.0665,0.0150,0.1345,0.02,0.000007
1.5300,-0.020059,0.000627,-0.049739,0.0703,0.0147,0.1441,0.02,0.000007
1.5400,-0.019336,0.000773,-0.048247,0.0740,0.0144,0.1535,0.02,0.000007
1.5500,-0.018576,0.000916,-0.046662,0.0776,0.0142,0.1625,0.02,0.000007
1.5600,-0.017782,0.001056,-0.044988,0.0809,0.0138,0.1713,0.02,0.000007
1.5700,-0.016954,0.001192,-0.043228,0.0842,0.0135,0.1797,0.01,0.000007
1.5800,-0.016095,0.001325,-0.041386,0.0873,0.0132,0.1878,0.01,0.000007
1.5900,-0.015206,0.001455,-0.039465,0.0902,0.0128,0.1955,0.01,0.000007
1.6000,-0.014289,0.001581,-0.037469,0.0930,0.0124,0.2029,0.01,0.000007
1.6100,-0.013345,0.001703,-0.035401,0.0955,0.0120,0.2099,0.01,0.000007
1.6200,-0.012376,0.001821,-0.033266,0.0979,0.0116,0.2164,0.01,0.000007
1.6300,-0.011384,0.001935,-0.031068,0.1002,0.0112,0.2226,0.01,0.000007
1.6400,-0.010372,0.002044,-0.028811,0.1022,0.0107,0.2283,0.01,0.000007
1.6500,-0.009340,0.002148,-0.026498,0.1040,0.0102,0.2336,0.01,0.000007
1.6600,-0.008290,0.002248,-0.024135,0.1057,0.0098,0.2384,0.01,0.000007
1.6700,-0.007225,0.002343,-0.021727,0.1071,0.0093,0.2428,0.01,0.000007
1.6800,-0.006147,0.002433,-0.019276,0.1083,0.0088,0.2468,0.01,0.000007
1.6900,-0.005058,0.002517,-0.016789,0.1094,0.0082,0.2502,0.01,0.000007
1.7000,-0.003959,0.002597,-0.014270,0.1102,0.0077,0.2532,0.01,0.000007
1.7100,-0.002854,0.002671,-0.011724,0.1108,0.0071,0.2557,0.01,0.000007
1.7200,-0.001743,0.002739,-0.009155,0.1113,0.0066,0.2577,0.01,0.000007
1.7300,-0.000629,0.002802,-0.006569,0.1115,0.0060,0.2593,0.01,0.000007
1.7400,0.000486,0.002859,-0.003970,0.1115,0.0054,0.2603,0.00,0.000007
1.7500,0.001600,0.002910,-0.001363,0.1113,0.0048,0.2609,0.00,0.000007
1.7600,0.002711,0.002955,0.001247,0.1109,0.0042,0.2609,0.00,0.000007
1.7700,0.003816,0.002994,0.003854,0.1102,0.0037,0.2605,0.00,0.000007
1.7800,0.004914,0.003027,0.006455,0.1094,0.0030,0.2596,0.00,0.000007
1.7900,0.006002,0.003054,0.009043,0.1084,0.0024,0.2582,0.00,0.000007
1.8000,0.007079,0.003075,0.011615,0.1071,0.0018,0.2563,-0.00,0.000007
1.8100,0.008143,0.003090,0.014165,0.1057,0.0012,0.2539,-0.00,0.000007
1.8200,0.009190,0.003099,0.016688,0.1040,0.0006,0.2510,-0.00,0.000007
1.8300,0.010221,0.003102,0.019181,0.1022,0.0000,0.2477,-0.00,0.000007
1.8400,0.011232,0.003099,0.021637,0.1002,-0.0006,0.2439,-0.00,0.000007
1.8500,0.012222,0.003089,0.024053,0.0980,-0.0012,0.2396,-0.00,0.000007
1.8600,0.013189,0.003074,0.026423,0.0956,-0.0018,0.2349,-0.00,0.000007
1.8700,0.014130,0.003053,0.028744,0.0930,-0.0024,0.2297,-0.01,0.000007
1.8800,0.015045,0.003026,0.031010,0.0903,-0.0030,0.2241,-0.01,0.000007
1.8900,0.015932,0.002993,0.033219,0.0873,-0.0035,0.2181,-0.01,0.000007
1.9000,0.016789,0.002954,0.035364,0.0843,-0.0041,0.2116,-0.01,0.000007
1.9100,0.017613,0.002910,0.037443,0.0810,-0.0047,0.2048,-0.01,0.000007
1.9200,0.018405,0.002861,0.039452,0.0776,-0.0052,0.1976,-0.01,0.000007
1.9300,0.019162,0.002806,0.041386,0.0741,-0.0057,0.1900,-0.01,0.000007
1.9400,0.019883,0.002746,0.043243,0.0704,-0.0062,0.1820,-0.01,0.000007
1.9500,0.020567,0.002681,0.045018,0.0666,-0.0067,0.1737,-0.01,0.000007
1.9600,0.021212,0.002611,0.046708,0.0627,-0.0072,0.1651,-0.01,0.000007
1.9700,0.021817,0.002536,0.048309,0.0587,-0.0077,0.1561,-0.01,0.000007
1.9800,0.022381,0.002457,0.049820,0.0545,-0.0081,0.1469,-0.01,0.000007
1.9900,0.022902,0.002373,0.051237,0.0503,-0.0086,0.1374,-0.01,0.000007
2.0000,0.023381,0.002285,0.052558,0.0459,-0.0090,0.1276,-0.01,0.000007
2.0100,0.023816,0.002194,0.053779,0.0415,-0.0094,0.1176,-0.01,0.000007
2.0200,0.024206,0.002098,0.054899,0.0370,-0.0097,0.1074,-0.01,0.000007
2.0300,0.024551,0.001998,0.055916,0.0324,-0.0101,0.0969,-0.02,0.000007
2.0400,0.024850,0.001896,0.056827,0.0278,-0.0104,0.0863,-0.02,0.000007
2.0500,0.025102,0.001790,0.057631,0.0231,-0.0108,0.0755,-0.02,0.000007
2.0600,0.025307,0.001680,0.058326,0.0184,-0.0110,0.0646,-0.02,0.000007
2.0700,0.025464,0.001568,0.058912,0.0136,-0.0113,0.0536,-0.02,0.000007
2.0800,0.025574,0.001454,0.059387,0.0088,-0.0116,0.0425,-0.02,0.000007
2.0900,0.025635,0.001337,0.059750,0.0040,-0.0118,0.0313,-0.02,0.000007
2.1000,0.025649,0.001217,0.060001,-0.0008,-0.0120,0.0200,-0.02,0.000007
2.1100,0.025615,0.001096,0.060138,-0.0056,-0.0122,0.0087,-0.02,0.000007
2.1200,0.025532,0.000973,0.060163,-0.0104,-0.0124,-0.0026,-0.02,0.000007
2.1300,0.025402,0.000848,0.060074,-0.0152,-0.0125,-0.0139,-0.02,0.000007
2.1400,0.025224,0.000722,0.059873,-0.0199,-0.0127,-0.0252,-0.02,0.000007
2.1500,0.024999,0.000594,0.059559,-0.0246,-0.0128,-0.0364,-0.02,0.000007
2.1600,0.024727,0.000466,0.059133,-0.0293,-0.0129,-0.0476,-0.02,0.000007
2.1700,0.024408,0.000337,0.058596,-0.0339,-0.0129,-0.0586,-0.02,0.000007
2.1800,0.024044,0.000207,0.057950,-0.0384,-0.0130,-0.0696,-0.02,0.000007
2.1900,0.023635,0.000077,0.057194,-0.0429,-0.0130,-0.0804,-0.02,0.000007
2.2000,0.023182,-0.000053,0.056332,-0.0473,-0.0130,-0.0910,-0.02,0.000007
2.2100,0.022685,-0.000183,0.055364,-0.0516,-0.0130,-0.1015,-0.02,0.000007
2.2200,0.022146,-0.000312,0.054292,-0.0558,-0.0129,-0.1118,-0.02,0.000007
2.2300,0.021565,-0.000441,0.053118,-0.0599,-0.0129,-0.1219,-0.02,0.000007
2.2400,0.020944,-0.000569,0.051845,-0.0639,-0.0128,-0.1317,-0.02,0.000007
2.2500,0.020284,-0.000697,0.050475,-0.0678,-0.0127,-0.1413,-0.02,0.000007
2.2600,0.019585,-0.000823,0.049011,-0.0715,-0.0125,-0.1506,-0.02,0.000007
2.2700,0.018850,-0.000947,0.047455,-0.0751,-0.0124,-0.1596,-0.02,0.000007
2.2800,0.018080,-0.001070,0.045811,-0.0786,-0.0122,-0.1684,-0.02,0.000007
2.2900,0.017276,-0.001191,0.044081,-0.0819,-0.0120,-0.1768,-0.01,0.000007
2.3000,0.016440,-0.001310,0.042268,-0.0850,-0.0118,-0.1848,-0.01,0.000007
2.3100,0.015573,-0.001427,0.040377,-0.0880,-0.0115,-0.1926,-0.01,0.000007
2.3200,0.014677,-0.001541,0.038411,-0.0909,-0.0113,-0.1999,-0.01,0.000007
2.3300,0.013754,-0.001652,0.036373,-0.0935,-0.0110,-0.2069,-0.01,0.000007
2.3400,0.012805,-0.001760,0.034267,-0.0960,-0.0107,-0.2135,-0.01,0.000007
2.3500,0.011832,-0.001865,0.032098,-0.0983,-0.0104,-0.2197,-0.01,0.000007
2.3600,0.010837,-0.001967,0.029868,-0.1004,-0.0100,-0.2255,-0.01,0.000007
2.3700,0.009822,-0.002065,0.027584,-0.1024,-0.0096,-0.2309,-0.01,0.000007
2.3800,0.008788,-0.002159,0.025248,-0.1041,-0.0092,-0.2358,-0.01,0.000007
2.3900,0.007739,-0.002249,0.022865,-0.1057,-0.0088,-0.2403,-0.01,0.000007
2.4000,0.006674,-0.002335,0.020439,-0.1070,-0.0084,-0.2443,-0.01,0.000007
2.4100,0.005598,-0.002417,0.017976,-0.1081,-0.0080,-0.2479,-0.01,0.000007
2.4200,0.004511,-0.002494,0.015480,-0.1091,-0.0075,-0.2510,-0.01,0.000007
2.4300,0.003416,-0.002566,0.012955,-0.1098,-0.0070,-0.2537,-0.01,0.000007
2.4400,0.002315,-0.002634,0.010406,-0.1103,-0.0065,-0.2558,-0.01,0.000007
2.4500,0.001210,-0.002696,0.007838,-0.1107,-0.0060,-0.2575,-0.01,0.000007
2.4600,0.000103,-0.002753,0.005255,-0.1108,-0.0055,-0.2587,-0.00,0.000007
2.4700,-0.001005,-0.002805,0.002663,-0.1107,-0.0050,-0.2595,-0.00,0.000007
2.4800,-0.002110,-0.002852,0.000067,-0.1104,-0.0044,-0.2597,-0.00,0.000007
2.4900,-0.003211,-0.002893,-0.002529,-0.1099,-0.0039,-0.2595,-0.00,0.000007
2.5000,-0.004306,-0.002929,-0.005121,-0.1091,-0.0033,-0.2588,-0.00,0.000007
2.5100,-0.005393,-0.002959,-0.007702,-0.1082,-0.0027,-0.2575,-0.00,0.000007
2.5200,-0.006469,-0.002983,-0.010268,-0.1071,-0.0022,-0.2559,-0.00,0.000007
2.5300,-0.007533,-0.003001,-0.012815,-0.1058,-0.0016,-0.2537,0.00,0.000007
2.5400,-0.008582,-0.003014,-0.015338,-0.1042,-0.0010,-0.2510,0.00,0.000007
2.5500,-0.009615,-0.003021,-0.017831,-0.1025,-0.0004,-0.2479,0.00,0.000007
2.5600,-0.010630,-0.003022,-0.020291,-0.1006,0.0002,-0.2443,0.00,0.000007
2.5700,-0.011625,-0.003017,-0.022713,-0.0985,0.0007,-0.2403,0.00,0.000007
2.5800,-0.012597,-0.003006,-0.025091,-0.0962,0.0013,-0.2358,0.00,0.000007
2.5900,-0.013546,-0.002990,-0.027422,-0.0938,0.0019,-0.2309,0.01,0.000007
2.6000,-0.014470,-0.002967,-0.029702,-0.0911,0.0025,-0.2255,0.01,0.000007
2.6100,-0.015365,-0.002940,-0.031925,-0.0883,0.0030,-0.2197,0.01,0.000007
2.6200,-0.016232,-0.002906,-0.034089,-0.0853,0.0036,-0.2135,0.01,0.000007
2.6300,-0.017069,-0.002867,-0.036188,-0.0822,0.0041,-0.2069,0.01,0.000007
2.6400,-0.017873,-0.002823,-0.038218,-0.0789,0.0047,-0.1999,0.01,0.000007
2.6500,-0.018643,-0.002773,-0.040177,-0.0755,0.0052,-0.1925,0.01,0.000007
2.6600,-0.019378,-0.002718,-0.042060,-0.0719,0.0057,-0.1848,0.01,0.000007
2.6700,-0.020077,-0.002658,-0.043864,-0.0682,0.0062,-0.1767,0.01,0.000007
2.6800,-0.020738,-0.002593,-0.045585,-0.0644,0.0067,-0.1683,0.01,0.000007
2.6900,-0.021360,-0.002524,-0.047220,-0.0604,0.0072,-0.1596,0.01,0.000007
2.7000,-0.021942,-0.002449,-0.048766,-0.0563,0.0076,-0.1505,0.01,0.000007
2.7100,-0.022482,-0.002370,-0.050221,-0.0522,0.0081,-0.1412,0.01,0.000007
2.7200,-0.022981,-0.002287,-0.051580,-0.0479,0.0085,-0.1316,0.01,0.000007
2.7300,-0.023436,-0.002200,-0.052843,-0.0435,0.0089,-0.1218,0.01,0.000007
2.7400,-0.023847,-0.002109,-0.054006,-0.0391,0.0093,-0.1118,0.01,0.000007
2.7500,-0.024213,-0.002014,-0.055067,-0.0346,0.0097,-0.1015,0.01,0.000007
