t,phi,alpha,theta,phi_dot,alpha_dot,theta_dot,tau
1.200000000000000372e-02,-1.482283363972614412e-02,-4.036260124437499736e-02,1.944610624954467293e-01,-1.961338623813897009e+00,-5.953905222608406156e+00,6.534677301698461171e+00,5.527154647858480985e-01
1.300000000000000461e-02,-1.682618220923711230e-02,-4.649684510681958288e-02,2.011928895877666268e-01,-2.003348569510967625e+00,-6.134243862443301332e+00,6.731827092319220718e+00,4.144848384837587218e-01
1.400000000000000550e-02,-1.885738925487996653e-02,-5.275891492524456550e-02,2.080648091952713163e-01,-2.031207045642852371e+00,-6.262069818424070178e+00,6.871919607503727434e+00,2.993922673811191260e-01
1.500000000000000638e-02,-2.090471284823061313e-02,-5.910500888216754095e-02,2.150293711461433166e-01,-2.047323593350646842e+00,-6.346093956922739920e+00,6.964561950870612250e+00,2.041970989050732044e-01
1.600000000000000727e-02,-2.295849087948154468e-02,-6.549899068593986740e-02,2.220475585844147171e-01,-2.053778031250931058e+00,-6.393981803772744499e+00,7.018187438270036438e+00,1.258424320803257501e-01
1.700000000000000816e-02,-2.501082859677244280e-02,-7.191131886305719700e-02,2.290875912646203327e-01,-2.052337717290896535e+00,-6.412328177118127748e+00,7.040032680204563853e+00,6.157407233853362527e-02
1.800000000000000905e-02,-2.705531569891463442e-02,-7.831803631323076831e-02,2.361238000187274033e-01,-2.044487102142193091e+00,-6.406717450174118866e+00,7.036208754106503704e+00,8.979825694197529629e-03
1.900000000000000994e-02,-2.908677732811054337e-02,-8.469985879430158571e-02,2.431356144792975738e-01,-2.031461629195908447e+00,-6.381822481070368980e+00,7.011814460570329643e+00,-3.401291300633602077e-02
2.000000000000001082e-02,-3.110105908996759275e-02,-9.104137550442430171e-02,2.501066778772264021e-01,-2.014281761857048103e+00,-6.341516710120361111e+00,6.971063397930134187e+00,-6.916030186324206852e-02
2.100000000000001171e-02,-3.309484407205204315e-02,-9.733036139781615914e-02,2.570240877651588374e-01,-1.993784982084450208e+00,-6.288985893386703552e+00,6.917409887934740098e+00,-9.793438003307741724e-02
2.200000000000001260e-02,-3.506549882234452631e-02,-1.035571940032644078e-01,2.638777539803764394e-01,-1.970654750292486046e+00,-6.226832605439535762e+00,6.853666215220896696e+00,-1.215582635822123336e-01
2.300000000000001349e-02,-3.701094487876525896e-02,-1.097143643627774695e-01,2.706598617717557720e-01,-1.945446056420733871e+00,-6.157170359500005574e+00,6.782107791383577222e+00,-1.410407951075534072e-01
2.400000000000001438e-02,-3.892955242781478281e-02,-1.157960706295981801e-01,2.773644269367062654e-01,-1.918607549049522909e+00,-6.081706266802823890e+00,6.704565164955466727e+00,-1.572088650586991321e-01
2.500000000000001527e-02,-4.082005285332773736e-02,-1.217978829373198429e-01,2.839869300080073433e-01,-1.890500425512952498e+00,-6.001812307698522808e+00,6.622503071306357292e+00,-1.707365547512598170e-01
2.600000000000001615e-02,-4.268146722097405227e-02,-1.277164688465507458e-01,2.905240174017758026e-01,-1.861414367646314627e+00,-5.918585909202367823e+00,6.537087393773806987e+00,-1.821707926120055276e-01
2.700000000000001704e-02,-4.451304807347224168e-02,-1.335493696824918974e-01,2.969732586380439132e-01,-1.831580852498192025e+00,-5.832900835906976944e+00,6.449241236273324240e+00,-1.919535325053747243e-01
2.800000000000001793e-02,-4.631423225043828501e-02,-1.392948192099719984e-01,3.033329500673438983e-01,-1.801184176966045714e+00,-5.745449527440337434e+00,6.359691429304509924e+00,-2.004406462169150416e-01
2.900000000000001882e-02,-4.808460277390041310e-02,-1.449515972392307894e-01,3.096019568565291369e-01,-1.770370523462125867e+00,-5.656778029213478831e+00,6.269006789188981799e+00,-2.079178217241217652e-01
3.000000000000001971e-02,-4.982385814316184214e-02,-1.505189118486945643e-01,3.157795862325726288e-01,-1.739255369261425876e+00,-5.567314609413058335e+00,6.177629376046285259e+00,-2.146138045009244877e-01
3.100000000000002059e-02,-5.153178765429047847e-02,-1.559963049121714240e-01,3.218654861150190283e-01,-1.707929511128635003e+00,-5.477393063420949559e+00,6.085899882447733944e+00,-2.207113295946356857e-01
3.200000000000002148e-02,-5.320825159755122186e-02,-1.613835765088324214e-01,3.278595642684820066e-01,-1.676463943260744438e+00,-5.387271596600040624e+00,5.994078153462981007e+00,-2.263560802784194692e-01
3.300000000000002237e-02,-5.485316539079838211e-02,-1.666807245695726414e-01,3.337619239724981535e-01,-1.644913793247157141e+00,-5.297148060674478742e+00,5.902359704014440211e+00,-2.316639836603222591e-01
3.400000000000002326e-02,-5.646648688016559642e-02,-1.718878967758190046e-01,3.395728129424736563e-01,-1.613321489367213646e+00,-5.207172206175984641e+00,5.810888969972237916e+00,-2.367271210811203730e-01
