t,phi,alpha,theta,phi_dot,alpha_dot,theta_dot,tau
0.4520,-0.164319,-0.667903,0.995171,-0.6928,-2.9020,3.3299,0.00
0.4530,-0.165012,-0.670808,0.998502,-0.6930,-2.9064,3.3318,0.00
0.4540,-0.165705,-0.673717,1.001835,-0.6933,-2.9108,3.3336,0.00
0.4550,-0.166398,-0.676631,1.005170,-0.6935,-2.9152,3.3355,0.00
0.4560,-0.167092,-0.679549,1.008506,-0.6938,-2.9196,3.3373,0.00
0.4570,-0.167786,-0.682471,1.011845,-0.6940,-2.9241,3.3391,0.00
0.4580,-0.168480,-0.685398,1.015185,-0.6943,-2.9286,3.3409,0.00
0.4590,-0.169174,-0.688329,1.018527,-0.6945,-2.9330,3.3426,0.00
0.4600,-0.169869,-0.691265,1.021870,-0.6947,-2.9375,3.3443,0.00
0.4610,-0.170564,-0.694205,1.025216,-0.6949,-2.9420,3.3459,0.00
0.4620,-0.171259,-0.697150,1.028563,-0.6951,-2.9466,3.3476,0.00
0.4630,-0.171954,-0.700100,1.031911,-0.6953,-2.9511,3.3491,0.00
0.4640,-0.172650,-0.703054,1.035261,-0.6955,-2.9557,3.3507,0.00
0.4650,-0.173345,-0.706012,1.038613,-0.6957,-2.9602,3.3522,0.00
0.4660,-0.174041,-0.708975,1.041966,-0.6959,-2.9648,3.3537,0.00
0.4670,-0.174737,-0.711943,1.045321,-0.6960,-2.9694,3.3552,0.00
0.4680,-0.175433,-0.714915,1.048677,-0.6962,-2.9741,3.3566,0.00
0.4690,-0.176129,-0.717892,1.052034,-0.6963,-2.9787,3.3580,0.00
0.4700,-0.176826,-0.720874,1.055393,-0.6965,-2.9834,3.3594,0.00
0.4710,-0.177522,-0.723860,1.058754,-0.6966,-2.9881,3.3607,0.00
0.4720,-0.178219,-0.726851,1.062115,-0.6968,-2.9928,3.3620,0.00
0.4730,-0.178916,-0.729847,1.065478,-0.6969,-2.9975,3.3632,0.00
0.4740,-0.179613,-0.732847,1.068842,-0.6970,-3.0022,3.3644,0.00
0.4750,-0.180310,-0.735853,1.072207,-0.6971,-3.0070,3.3656,0.00
0.4760,-0.181007,-0.738863,1.075573,-0.6972,-3.0118,3.3668,0.00
0.4770,-0.181704,-0.741877,1.078941,-0.6973,-3.0166,3.3679,0.00
0.4780,-0.182402,-0.744897,1.082309,-0.6974,-3.0214,3.3689,0.00
0.4790,-0.183099,-0.747922,1.085679,-0.6974,-3.0262,3.3700,0.00
0.4800,-0.183796,-0.750951,1.089049,-0.6975,-3.0311,3.3710,0.00
0.4810,-0.184494,-0.753985,1.092421,-0.6975,-3.0360,3.3719,0.00
0.4820,-0.185192,-0.757024,1.095793,-0.6976,-3.0409,3.3728,0.00
0.4830,-0.185889,-0.760068,1.099167,-0.6976,-3.0458,3.3737,0.00
0.4840,-0.186587,-0.763117,1.102541,-0.6976,-3.0508,3.3745,0.00
0.4850,-0.187284,-0.766171,1.105916,-0.6977,-3.0557,3.3753,0.00
0.4860,-0.187982,-0.769230,1.109292,-0.6977,-3.0607,3.3761,0.00
0.4870,-0.188680,-0.772293,1.112668,-0.6977,-3.0658,3.3768,0.00
0.4880,-0.189377,-0.775362,1.116046,-0.6977,-3.0708,3.3775,0.00
0.4890,-0.190075,-0.778436,1.119424,-0.6976,-3.0759,3.3781,0.00
0.4900,-0.190773,-0.781515,1.122802,-0.6976,-3.0810,3.3787,0.00
0.4910,-0.191470,-0.784600,1.126181,-0.6976,-3.0861,3.3793,0.00
0.4920,-0.192168,-0.787689,1.129561,-0.6975,-3.0912,3.3798,0.00
0.4930,-0.192865,-0.790783,1.132941,-0.6974,-3.0964,3.3803,0.00
0.4940,-0.193563,-0.793883,1.136322,-0.6974,-3.1016,3.3807,0.00
0.4950,-0.194260,-0.796988,1.139703,-0.6973,-3.1068,3.3811,0.00
0.4960,-0.194957,-0.800098,1.143084,-0.6972,-3.1120,3.3815,0.00
0.4970,-0.195654,-0.803213,1.146466,-0.6971,-3.1173,3.3818,0.00
0.4980,-0.196351,-0.806334,1.149848,-0.6969,-3.1226,3.3820,0.00
0.4990,-0.197048,-0.809460,1.153230,-0.6968,-3.1279,3.3822,0.00
0.5000,-0.197745,-0.812591,1.156612,-0.6967,-3.1332,3.3824,0.00
0.5010,-0.198441,-0.815727,1.159994,-0.6965,-3.1386,3.3825,0.00
0.5020,-0.199138,-0.818869,1.163377,-0.6963,-3.1440,3.3826,0.00
0.5030,-0.199834,-0.822017,1.166760,-0.6962,-3.1494,3.3827,0.00
0.5040,-0.200530,-0.825170,1.170143,-0.6960,-3.1549,3.3826,0.00
0.5050,-0.201226,-0.828328,1.173525,-0.6958,-3.1604,3.3826,0.00
0.5060,-0.201921,-0.831492,1.176908,-0.6955,-3.1659,3.3825,0.00
0.5070,-0.202617,-0.834661,1.180290,-0.6953,-3.1714,3.3823,0.00
0.5080,-0.203312,-0.837836,1.183672,-0.6950,-3.1770,3.3821,0.00
0.5090,-0.204007,-0.841016,1.187054,-0.6948,-3.1825,3.3819,0.00
0.5100,-0.204702,-0.844203,1.190436,-0.6945,-3.1882,3.3816,0.00
0.5110,-0.205396,-0.847394,1.193817,-0.6942,-3.1938,3.3813,0.00
0.5120,-0.206090,-0.850592,1.197198,-0.6939,-3.1995,3.3809,0.00
0.5130,-0.206784,-0.853794,1.200579,-0.6936,-3.2052,3.3804,0.00
0.5140,-0.207477,-0.857003,1.203959,-0.6932,-3.2109,3.3799,0.00
0.5150,-0.208170,-0.860218,1.207338,-0.6929,-3.2167,3.3794,0.00
0.5160,-0.208863,-0.863438,1.210718,-0.6925,-3.2224,3.3788,0.00
0.5170,-0.209555,-0.866664,1.214096,-0.6921,-3.2283,3.3782,0.00
0.5180,-0.210247,-0.869896,1.217474,-0.6917,-3.2341,3.3775,0.00
0.5190,-0.210938,-0.873134,1.220851,-0.6913,-3.2400,3.3768,0.00
0.5200,-0.211629,-0.876377,1.224227,-0.6909,-3.2459,3.3760,0.00
0.5210,-0.212320,-0.879627,1.227603,-0.6904,-3.2518,3.3751,0.00
0.5220,-0.213010,-0.882882,1.230977,-0.6900,-3.2578,3.3743,0.00
0.5230,-0.213700,-0.886144,1.234351,-0.6895,-3.2638,3.3733,0.00
0.5240,-0.214389,-0.889412,1.237723,-0.6890,-3.2698,3.3723,0.00
0.5250,-0.215078,-0.892685,1.241095,-0.6884,-3.2758,3.3713,0.00
0.5260,-0.215766,-0.895965,1.244466,-0.6879,-3.2819,3.3702,0.00
0.5270,-0.216453,-0.899251,1.247835,-0.6873,-3.2880,3.3690,0.00
0.5280,-0.217140,-0.902542,1.251204,-0.6867,-3.2942,3.3678,0.00
0.5290,-0.217826,-0.905840,1.254571,-0.6861,-3.3003,3.3666,0.00
0.5300,-0.218512,-0.909145,1.257936,-0.6855,-3.3065,3.3653,0.00
0.5310,-0.219197,-0.912455,1.261301,-0.6849,-3.3128,3.3639,0.00
0.5320,-0.219882,-0.915772,1.264664,-0.6842,-3.3190,3.3625,0.00
0.5330,-0.220565,-0.919095,1.268026,-0.6835,-3.3253,3.3610,0.00
0.5340,-0.221249,-0.922424,1.271385,-0.6828,-3.3316,3.3595,0.00
0.5350,-0.221931,-0.925759,1.274744,-0.6820,-3.3380,3.3580,0.00
0.5360,-0.222612,-0.929101,1.278101,-0.6813,-3.3443,3.3563,0.00
0.5370,-0.223293,-0.932450,1.281456,-0.6805,-3.3507,3.3547,0.00
0.5380,-0.223973,-0.935804,1.284810,-0.6797,-3.3572,3.3529,0.00
0.5390,-0.224652,-0.939165,1.288162,-0.6789,-3.3636,3.3511,0.00
0.5400,-0.225331,-0.942533,1.291512,-0.6780,-3.3701,3.3493,0.00
0.5410,-0.226008,-0.945907,1.294860,-0.6771,-3.3766,3.3474,0.00
0.5420,-0.226685,-0.949288,1.298206,-0.6762,-3.3832,3.3454,0.00
0.5430,-0.227360,-0.952675,1.301550,-0.6753,-3.3898,3.3434,0.00
0.5440,-0.228035,-0.956069,1.304892,-0.6743,-3.3964,3.3414,0.00
0.5450,-0.228709,-0.959470,1.308232,-0.6734,-3.4030,3.3393,0.00
0.5460,-0.229382,-0.962877,1.311570,-0.6723,-3.4097,3.3371,0.00
0.5470,-0.230053,-0.966291,1.314907,-0.6713,-3.4164,3.3349,0.00
0.5480,-0.230724,-0.969712,1.318240,-0.6702,-3.4231,3.3326,0.00
0.5490,-0.231393,-0.973139,1.321571,-0.6691,-3.4298,3.3303,0.00
0.5500,-0.232062,-0.976573,1.324900,-0.6680,-3.4366,3.3279,0.00
0.5510,-0.232729,-0.980014,1.328226,-0.6669,-3.4434,3.3255,0.00
0.5520,-0.233395,-0.983462,1.331550,-0.6657,-3.4503,3.3230,0.00
0.5530,-0.234060,-0.986916,1.334871,-0.6645,-3.4571,3.3204,0.00
0.5540,-0.234724,-0.990378,1.338190,-0.6632,-3.4640,3.3178,0.00
0.5550,-0.235386,-0.993846,1.341506,-0.6620,-3.4709,3.3152,0.00
0.5560,-0.236048,-0.997321,1.344820,-0.6607,-3.4778,3.3125,0.00
0.5570,-0.236707,-1.000803,1.348131,-0.6593,-3.4848,3.3098,0.00
0.5580,-0.237366,-1.004292,1.351439,-0.6579,-3.4918,3.3069,0.00
0.5590,-0.238023,-1.007789,1.354744,-0.6565,-3.4988,3.3041,0.00
0.5600,-0.238679,-1.011292,1.358046,-0.6551,-3.5058,3.3012,0.00
0.5610,-0.239333,-1.014802,1.361346,-0.6536,-3.5129,3.2982,0.00
0.5620,-0.239985,-1.018319,1.364642,-0.6521,-3.5200,3.2952,0.00
0.5630,-0.240637,-1.021844,1.367935,-0.6506,-3.5271,3.2922,0.00
0.5640,-0.241286,-1.025375,1.371225,-0.6490,-3.5342,3.2891,0.00
0.5650,-0.241934,-1.028914,1.374513,-0.6474,-3.5414,3.2859,0.00
0.5660,-0.242581,-1.032460,1.377796,-0.6457,-3.5486,3.2827,0.00
0.5670,-0.243225,-1.036013,1.381077,-0.6441,-3.5558,3.2794,0.00
0.5680,-0.243868,-1.039573,1.384354,-0.6423,-3.5630,3.2761,0.00
0.5690,-0.244510,-1.043141,1.387628,-0.6406,-3.5703,3.2728,0.00
0.5700,-0.245149,-1.046716,1.390899,-0.6388,-3.5775,3.2694,0.00
0.5710,-0.245787,-1.050298,1.394166,-0.6369,-3.5848,3.2660,0.00
0.5720,-0.246422,-1.053887,1.397430,-0.6351,-3.5921,3.2625,0.00
0.5730,-0.247056,-1.057484,1.400691,-0.6331,-3.5995,3.2589,0.00
0.5740,-0.247688,-1.061088,1.403947,-0.6312,-3.6068,3.2554,0.00
0.5750,-0.248318,-1.064699,1.407201,-0.6292,-3.6142,3.2517,0.00
0.5760,-0.248946,-1.068318,1.410450,-0.6271,-3.6216,3.2481,0.00
0.5770,-0.249572,-1.071944,1.413695,-0.6251,-3.6290,3.2444,0.00
0.5780,-0.250196,-1.075578,1.416937,-0.6229,-3.6364,3.2406,0.00
0.5790,-0.250817,-1.079219,1.420176,-0.6208,-3.6439,3.2368,0.00
0.5800,-0.251437,-1.082868,1.423410,-0.6186,-3.6513,3.2330,0.00
0.5810,-0.252054,-1.086524,1.426641,-0.6163,-3.6588,3.2291,0.00
0.5820,-0.252669,-1.090187,1.429868,-0.6140,-3.6663,3.2252,0.00
0.5830,-0.253281,-1.093858,1.433090,-0.6117,-3.6738,3.2213,0.00
0.5840,-0.253891,-1.097537,1.436309,-0.6093,-3.6813,3.2173,0.00
0.5850,-0.254499,-1.101223,1.439524,-0.6069,-3.6889,3.2133,0.00
0.5860,-0.255104,-1.104916,1.442734,-0.6044,-3.6964,3.2092,0.00
0.5870,-0.255707,-1.108618,1.445942,-0.6019,-3.7040,3.2052,0.00
0.5880,-0.256308,-1.112326,1.449144,-0.5993,-3.7116,3.2010,0.00
0.5890,-0.256905,-1.116043,1.452342,-0.5967,-3.7192,3.1969,0.00
0.5900,-0.257500,-1.119766,1.455537,-0.5940,-3.7268,3.1927,0.00
0.5910,-0.258093,-1.123498,1.458727,-0.5913,-3.7344,3.1885,0.00
0.5920,-0.258682,-1.127237,1.461912,-0.5885,-3.7421,3.1843,0.00
0.5930,-0.259269,-1.130984,1.465094,-0.5857,-3.7497,3.1800,0.00
0.5940,-0.259853,-1.134739,1.468272,-0.5829,-3.7574,3.1757,0.00
0.5950,-0.260434,-1.138501,1.471445,-0.5800,-3.7650,3.1714,0.00
0.5960,-0.261012,-1.142271,1.474614,-0.5770,-3.7727,3.1670,0.00
0.5970,-0.261587,-1.146048,1.477777,-0.5740,-3.7804,3.1627,0.00
0.5980,-0.262159,-1.149833,1.480937,-0.5709,-3.7881,3.1583,0.00
0.5990,-0.262728,-1.153627,1.484094,-0.5678,-3.7958,3.1539,0.00
0.6000,-0.263294,-1.157427,1.487244,-0.5647,-3.8035,3.1494,0.00
0.6010,-0.263857,-1.161235,1.490390,-0.5614,-3.8112,3.1450,0.00
0.6020,-0.264416,-1.165051,1.493532,-0.5582,-3.8189,3.1405,0.00
0.6030,-0.264972,-1.168875,1.496669,-0.5549,-3.8267,3.1360,0.00
0.6040,-0.265525,-1.172706,1.499803,-0.5515,-3.8344,3.1315,0.00
0.6050,-0.266074,-1.176546,1.502933,-0.5481,-3.8421,3.1270,0.00
0.6060,-0.266620,-1.180393,1.506056,-0.5446,-3.8499,3.1225,0.00
0.6070,-0.267162,-1.184247,1.509176,-0.5411,-3.8576,3.1180,0.00
0.6080,-0.267701,-1.188110,1.512292,-0.5375,-3.8654,3.1134,0.00
0.6090,-0.268237,-1.191980,1.515400,-0.5338,-3.8731,3.1089,0.00
0.6100,-0.268768,-1.195858,1.518510,-0.5301,-3.8809,3.1043,0.00
0.6110,-0.269296,-1.199744,1.521609,-0.5264,-3.8887,3.0998,0.00
0.6120,-0.269820,-1.203637,1.524706,-0.5226,-3.8964,3.0952,0.00
0.6130,-0.270340,-1.207539,1.527800,-0.5187,-3.9042,3.0906,0.00
0.6140,-0.270856,-1.211448,1.530887,-0.5148,-3.9119,3.0860,0.00
0.6150,-0.271369,-1.215364,1.533969,-0.5108,-3.9197,3.0815,0.00
0.6160,-0.271877,-1.219289,1.537049,-0.5068,-3.9275,3.0769,0.00
0.6170,-0.272381,-1.223221,1.540122,-0.5027,-3.9353,3.0723,0.00
0.6180,-0.272881,-1.227161,1.543193,-0.4986,-3.9430,3.0678,0.00
0.6190,-0.273377,-1.231109,1.546255,-0.4944,-3.9508,3.0632,0.00
0.6200,-0.273869,-1.235065,1.549317,-0.4902,-3.9586,3.0586,0.00
0.6210,-0.274357,-1.239029,1.552374,-0.4858,-3.9663,3.0541,0.00
0.6220,-0.274840,-1.243000,1.555427,-0.4815,-3.9741,3.0496,0.00
0.6230,-0.275318,-1.246978,1.558472,-0.4771,-3.9819,3.0450,0.00
0.6240,-0.275793,-1.250966,1.561515,-0.4726,-3.9896,3.0405,0.00
0.6250,-0.276262,-1.254960,1.564541,-0.4681,-3.9974,3.0360,0.00
0.6260,-0.276728,-1.258962,1.570796,-0.4635,-4.0051,3.0315,0.00
0.6270,-0.277188,-1.262972,1.570796,-0.4588,-4.0129,3.0271,0.00
0.6280,-0.277644,-1.266990,1.570796,-0.4541,-4.0207,3.0226,0.00
0.6290,-0.278095,-1.271015,1.564942,-0.4493,-4.0284,3.0182,0.00
0.6300,-0.278542,-1.275048,1.561923,-0.4445,-4.0362,3.0138,0.00
0.6310,-0.278983,-1.279089,1.558900,-0.4396,-4.0439,3.0094,0.00
0.6320,-0.279420,-1.283139,1.555905,-0.4347,-4.0516,3.0050,0.00
0.6330,-0.279851,-1.287195,1.552898,-0.4297,-4.0594,3.0007,0.00
0.6340,-0.280278,-1.291259,1.549908,-0.4246,-4.0671,2.9964,0.00
0.6350,-0.280699,-1.295331,1.546908,-0.4195,-4.0749,2.9921,0.00
0.6360,-0.281115,-1.299411,1.543919,-0.4144,-4.0826,2.9878,0.00
0.6370,-0.281527,-1.303498,1.540935,-0.4091,-4.0903,2.9836,0.00
0.6380,-0.281932,-1.307593,1.537952,-0.4038,-4.0980,2.9794,0.00
0.6390,-0.282333,-1.311696,1.534976,-0.3985,-4.1058,2.9753,0.00
0.6400,-0.282728,-1.315807,1.532003,-0.3931,-4.1135,2.9711,0.00
0.6410,-0.283118,-1.319925,1.529035,-0.3876,-4.1212,2.9670,0.00
0.6420,-0.283502,-1.324051,1.526071,-0.3821,-4.1289,2.9630,0.00
0.6430,-0.283880,-1.328185,1.523111,-0.3765,-4.1366,2.9590,0.00
0.6440,-0.284253,-1.332326,1.520154,-0.3709,-4.1443,2.9550,0.00
0.6450,-0.284621,-1.336475,1.517200,-0.3652,-4.1520,2.9511,0.00
0.6460,-0.284982,-1.340632,1.514253,-0.3595,-4.1597,2.9472,0.00
0.6470,-0.285338,-1.344796,1.511307,-0.3537,-4.1674,2.9433,0.00
0.6480,-0.285688,-1.348968,1.508366,-0.3478,-4.1751,2.9395,0.00
0.6490,-0.286032,-1.353148,1.505429,-0.3419,-4.1827,2.9358,0.00
0.6500,-0.286370,-1.357336,1.502494,-0.3359,-4.1904,2.9321,0.00
0.6510,-0.286703,-1.361531,1.499566,-0.3298,-4.1981,2.9284,0.00
0.6520,-0.287029,-1.365734,1.496640,-0.3238,-4.2058,2.9248,0.00
0.6530,-0.287349,-1.369945,1.493716,-0.3176,-4.2135,2.9212,0.00
0.6540,-0.287662,-1.374163,1.490799,-0.3114,-4.2211,2.9177,0.00
0.6550,-0.287970,-1.378389,1.487882,-0.3051,-4.2288,2.9143,0.00
0.6560,-0.288271,-1.382622,1.484970,-0.2988,-4.2365,2.9109,0.00
0.6570,-0.288566,-1.386864,1.482061,-0.2924,-4.2442,2.9075,0.00
0.6580,-0.288854,-1.391113,1.479156,-0.2860,-4.2518,2.9043,0.00
0.6590,-0.289136,-1.395369,1.476254,-0.2795,-4.2595,2.9010,0.00
0.6600,-0.289411,-1.399634,1.473355,-0.2729,-4.2672,2.8979,0.00
0.6610,-0.289680,-1.403906,1.470459,-0.2663,-4.2749,2.8947,0.00
0.6620,-0.289943,-1.408186,1.467565,-0.2597,-4.2825,2.8917,0.00
0.6630,-0.290198,-1.412473,1.464677,-0.2530,-4.2902,2.8887,0.00
0.6640,-0.290447,-1.416768,1.461791,-0.2462,-4.2979,2.8858,0.00
0.6650,-0.290689,-1.421070,1.458907,-0.2394,-4.3056,2.8829,0.00
0.6660,-0.290924,-1.425380,1.456025,-0.2325,-4.3133,2.8801,0.00
0.6670,-0.291152,-1.429698,1.453146,-0.2255,-4.3210,2.8774,0.00
0.6680,-0.291373,-1.434025,1.450271,-0.2186,-4.3287,2.8748,0.00
0.6690,-0.291587,-1.438359,1.447398,-0.2115,-4.3364,2.8722,0.00
0.6700,-0.291794,-1.442699,1.444527,-0.2044,-4.3441,2.8696,0.00
0.6710,-0.291994,-1.447049,1.441659,-0.1973,-4.3518,2.8672,0.00
0.6720,-0.292187,-1.451406,1.438793,-0.1900,-4.3595,2.8648,0.00
0.6730,-0.292372,-1.455769,1.435930,-0.1828,-4.3673,2.8625,0.00
0.6740,-0.292551,-1.460140,1.433068,-0.1755,-4.3750,2.8603,0.00
0.6750,-0.292722,-1.464521,1.430209,-0.1681,-4.3827,2.8581,0.00
0.6760,-0.292885,-1.468909,1.427353,-0.1607,-4.3905,2.8560,0.00
0.6770,-0.293041,-1.473303,1.424499,-0.1532,-4.3983,2.8540,0.00
0.6780,-0.293189,-1.477708,1.421645,-0.1456,-4.4061,2.8521,0.00
0.6790,-0.293330,-1.482119,1.418794,-0.1380,-4.4139,2.8502,0.00
0.6800,-0.293464,-1.486537,1.415945,-0.1304,-4.4217,2.8484,0.00
0.6810,-0.293589,-1.490965,1.413098,-0.1227,-4.4295,2.8467,0.00
0.6820,-0.293707,-1.495398,1.410252,-0.1150,-4.4373,2.8451,0.00
0.6830,-0.293817,-1.499840,1.407408,-0.1072,-4.4452,2.8436,0.00
0.6840,-0.293919,-1.504291,1.404565,-0.0993,-4.4530,2.8421,0.00
0.6850,-0.294014,-1.508748,1.401724,-0.0914,-4.4609,2.8407,0.00
0.6860,-0.294100,-1.513215,1.398885,-0.0835,-4.4688,2.8394,0.00
0.6870,-0.294179,-1.517688,1.396045,-0.0754,-4.4767,2.8382,0.00
0.6880,-0.294249,-1.522170,1.393208,-0.0674,-4.4847,2.8371,0.00
0.6890,-0.294311,-1.526659,1.390371,-0.0593,-4.4927,2.8361,0.00
0.6900,-0.294366,-1.531158,1.387537,-0.0511,-4.5006,2.8351,0.00
0.6910,-0.294412,-1.535664,1.384701,-0.0429,-4.5086,2.8342,0.00
0.6920,-0.294449,-1.540180,1.381867,-0.0346,-4.5167,2.8334,0.00
0.6930,-0.294479,-1.544697,1.379034,-0.0263,-4.5247,2.8327,0.00
0.6940,-0.294500,-1.549229,1.376202,-0.0179,-4.5328,2.8321,0.00
0.6950,-0.294512,-1.553765,1.373371,-0.0095,-4.5409,2.8316,0.00
0.6960,-0.294517,-1.558311,1.370540,-0.0010,-4.5491,2.8312,0.00
0.6970,-0.294512,-1.562867,1.367708,0.0075,-4.5572,2.8309,0.00
0.6980,-0.294499,-1.570796,1.364878,0.0161,-4.5654,2.8306,0.00
0.6990,-0.294478,-1.570796,1.362047,0.0247,-4.5737,2.8305,0.00
0.7000,-0.294448,-1.565011,1.359217,0.0334,-4.5819,2.8304,0.00
0.7010,-0.294409,-1.560440,1.356386,0.0421,-4.5902,2.8304,0.00
0.7020,-0.294361,-1.555842,1.353556,0.0509,-4.5986,2.8306,0.00
0.7030,-0.294305,-1.551225,1.350725,0.0597,-4.6069,2.8308,0.00
0.7040,-0.294240,-1.546619,1.347894,0.0686,-4.6154,2.8311,0.00
0.7050,-0.294166,-1.541998,1.345063,0.0775,-4.6238,2.8315,0.00
0.7060,-0.294082,-1.537367,1.342231,0.0865,-4.6323,2.8320,0.00
0.7070,-0.293990,-1.532730,1.339399,0.0956,-4.6408,2.8326,0.00
0.7080,-0.293889,-1.528084,1.336565,0.1047,-4.6494,2.8333,0.00
0.7090,-0.293779,-1.523430,1.333732,0.1138,-4.6580,2.8341,0.00
0.7100,-0.293659,-1.518765,1.330897,0.1230,-4.6667,2.8350,0.00
0.7110,-0.293530,-1.514091,1.328062,0.1322,-4.6754,2.8360,0.00
0.7120,-0.293392,-1.509412,1.325225,0.1415,-4.6841,2.8371,0.00
0.7130,-0.293245,-1.504723,1.322386,0.1509,-4.6929,2.8383,0.00
0.7140,-0.293088,-1.500024,1.319547,0.1602,-4.7018,2.8397,0.00
0.7150,-0.292922,-1.495318,1.316707,0.1697,-4.7107,2.8411,0.00
0.7160,-0.292746,-1.490602,1.313865,0.1792,-4.7197,2.8426,0.00
0.7170,-0.292561,-1.485875,1.311021,0.1887,-4.7287,2.8442,0.00
0.7180,-0.292367,-1.481140,1.308176,0.1983,-4.7378,2.8459,0.00
0.7190,-0.292162,-1.476397,1.305329,0.2080,-4.7469,2.8477,0.00
0.7200,-0.291948,-1.471644,1.302480,0.2177,-4.7561,2.8497,0.00
0.7210,-0.291724,-1.466883,1.299629,0.2274,-4.7654,2.8517,0.00
0.7220,-0.291491,-1.462111,1.296776,0.2372,-4.7747,2.8539,0.00
0.7230,-0.291247,-1.457331,1.293921,0.2471,-4.7841,2.8561,0.00
0.7240,-0.290994,-1.452541,1.291063,0.2570,-4.7935,2.8585,0.00
0.7250,-0.290731,-1.447741,1.288203,0.2670,-4.8031,2.8609,0.00
0.7260,-0.290458,-1.442933,1.285341,0.2770,-4.8126,2.8635,0.00
0.7270,-0.290174,-1.438113,1.282475,0.2871,-4.8223,2.8662,0.00
0.7280,-0.289881,-1.433285,1.279608,0.2972,-4.8320,2.8690,0.00
0.7290,-0.289577,-1.428447,1.276737,0.3074,-4.8419,2.8720,0.00
0.7300,-0.289264,-1.423599,1.273863,0.3176,-4.8517,2.8750,0.00
0.7310,-0.288940,-1.418741,1.270986,0.3279,-4.8617,2.8781,0.00
0.7320,-0.288605,-1.413873,1.268106,0.3382,-4.8718,2.8814,0.00
0.7330,-0.288260,-1.408996,1.265222,0.3486,-4.8819,2.8848,0.00
0.7340,-0.287905,-1.404107,1.262335,0.3591,-4.8921,2.8883,0.00
0.7350,-0.287540,-1.399208,1.259445,0.3696,-4.9024,2.8919,0.00
0.7360,-0.287163,-1.394299,1.256550,0.3802,-4.9128,2.8956,0.00
0.7370,-0.286777,-1.389380,1.253652,0.3908,-4.9233,2.8995,0.00
0.7380,-0.286379,-1.384450,1.250750,0.4015,-4.9339,2.9035,0.00
0.7390,-0.285971,-1.379510,1.247844,0.4122,-4.9445,2.9076,0.00
0.7400,-0.285552,-1.374558,1.244934,0.4230,-4.9553,2.9118,0.00
0.7410,-0.285122,-1.369596,1.242020,0.4338,-4.9662,2.9162,0.00
0.7420,-0.284682,-1.364623,1.239101,0.4447,-4.9771,2.9206,0.00
0.7430,-0.284230,-1.359639,1.236177,0.4557,-4.9882,2.9252,0.00
0.7440,-0.283768,-1.354645,1.233249,0.4667,-4.9994,2.9300,0.00
0.7450,-0.283294,-1.349637,1.230316,0.4778,-5.0107,2.9348,0.00
0.7460,-0.282809,-1.344620,1.227378,0.4890,-5.0221,2.9398,0.00
0.7470,-0.282313,-1.339590,1.224435,0.5002,-5.0336,2.9449,0.00
0.7480,-0.281806,-1.334550,1.221487,0.5114,-5.0452,2.9502,0.00
0.7490,-0.281287,-1.329497,1.218534,0.5228,-5.0569,2.9556,0.00
0.7500,-0.280758,-1.324432,1.215574,0.5342,-5.0688,2.9611,0.00
0.7510,-0.280216,-1.319356,1.212610,0.5456,-5.0808,2.9667,0.00
0.7520,-0.279663,-1.314268,1.209640,0.5572,-5.0929,2.9725,0.00
0.7530,-0.279099,-1.309167,1.206663,0.5688,-5.1051,2.9785,0.00
0.7540,-0.278523,-1.304055,1.203681,0.5804,-5.1175,2.9845,0.00
0.7550,-0.277935,-1.298929,1.200693,0.5921,-5.1300,2.9908,0.00
0.7560,-0.277336,-1.293791,1.197698,0.6039,-5.1426,2.9971,0.00
0.7570,-0.276724,-1.288641,1.194697,0.6158,-5.1554,3.0036,0.00
0.7580,-0.276101,-1.283477,1.191689,0.6277,-5.1683,3.0103,0.00
0.7590,-0.275466,-1.278301,1.188674,0.6397,-5.1814,3.0171,0.00
0.7600,-0.274819,-1.273111,1.185653,0.6518,-5.1946,3.0241,0.00
0.7610,-0.274159,-1.267908,1.182625,0.6639,-5.2080,3.0312,0.00
0.7620,-0.273488,-1.262692,1.179589,0.6762,-5.2215,3.0384,0.00
0.7630,-0.272804,-1.257462,1.176546,0.6884,-5.2352,3.0459,0.00
0.7640,-0.272108,-1.252218,1.173496,0.7008,-5.2490,3.0534,0.00
0.7650,-0.271399,-1.246960,1.170437,0.7133,-5.2630,3.0612,0.00
0.7660,-0.270678,-1.241688,1.167371,0.7258,-5.2772,3.0691,0.00
0.7670,-0.269944,-1.236402,1.164297,0.7384,-5.2915,3.0771,0.00
0.7680,-0.269198,-1.231102,1.161215,0.7510,-5.3060,3.0854,0.00
0.7690,-0.268439,-1.225787,1.158124,0.7638,-5.3207,3.0938,0.00
0.7700,-0.267667,-1.220456,1.155025,0.7766,-5.3356,3.1024,0.00
0.7710,-0.266883,-1.215112,1.151917,0.7896,-5.3507,3.1111,0.00
0.7720,-0.266085,-1.209751,1.148800,0.8026,-5.3659,3.1200,0.00
0.7730,-0.265274,-1.204375,1.145674,0.8157,-5.3814,3.1291,0.00
0.7740,-0.264450,-1.198984,1.142540,0.8288,-5.3970,3.1384,0.00
0.7750,-0.263613,-1.193578,1.139395,0.8421,-5.4129,3.1479,0.00
0.7760,-0.262763,-1.188154,1.136241,0.8555,-5.4289,3.1576,0.00
0.7770,-0.261899,-1.182715,1.133077,0.8689,-5.4452,3.1674,0.00
