t,phi,alpha,theta,phi_dot,alpha_dot,theta_dot,beta,delta_cmd,delta_actual,phase
4.5300,298.626960,0.121187,0.134269,60.1087,61.6214,64.1520,0.124755,0.000000,75.413376,4
4.5400,299.241237,0.732700,0.747582,62.2860,60.8154,58.7933,0.736759,0.000000,75.410451,4
4.5500,299.861665,1.346428,1.326307,61.7581,61.2007,59.1254,1.340940,0.000000,75.376898,4
4.5600,300.468775,1.956837,1.951645,59.8257,61.5885,64.4650,1.955421,0.000000,75.395972,4
4.5700,301.074201,2.569009,2.590562,61.4143,60.7987,62.0646,2.574887,0.000000,75.420240,4
4.5800,301.693629,-3.100470,-3.104878,62.3386,61.2968,57.4521,-3.101672,0.000000,75.390341,4
4.5900,302.309409,-2.490472,-2.508611,60.4360,61.4231,61.9662,-2.495419,0.000000,75.381085,4
4.6000,302.910738,-1.879082,-1.867184,60.3410,60.6967,64.5605,-1.875837,0.000000,75.413537,4
4.6100,303.520814,-1.267415,-1.253837,61.8776,61.1397,58.6121,-1.263712,0.000000,75.409059,4
4.6200,304.140640,-0.659459,-0.675264,61.2889,61.1597,58.4956,-0.663770,0.000000,75.380127,4
4.6300,304.745389,-0.050104,-0.057240,59.9971,60.4884,64.3128,-0.052050,0.000000,75.395078,4
4.6400,305.345510,0.560032,0.578523,60.7448,61.0712,61.7269,0.565075,0.000000,75.416997,4
4.6500,305.962617,1.166830,1.167742,61.8032,61.0477,57.1551,1.167078,0.000000,75.395040,4
4.6600,306.575952,1.776169,1.756433,60.7709,60.4403,61.5884,1.770787,0.000000,75.380244,4
4.6700,307.174495,2.385970,2.392810,59.8138,61.2087,64.1050,2.387835,0.000000,75.407931,4
4.6800,307.783448,2.993008,3.010953,61.4735,60.9413,59.0256,2.997902,0.000000,75.413487,4
4.6900,308.401203,-2.680386,-2.695379,61.7227,60.4509,58.4258,-2.684475,0.000000,75.381736,4
4.7000,309.005481,-2.072040,-2.082965,59.6325,61.1244,63.4567,-2.075020,0.000000,75.390118,4
4.7100,309.605244,-1.466229,-1.445637,60.3518,60.6804,62.1839,-1.460613,0.000000,75.419490,4
4.7200,310.217730,-0.858382,-0.855866,61.9198,60.3176,57.3495,-0.857696,0.000000,75.397785,4
4.7300,310.829105,-0.252443,-0.272870,60.2708,60.9150,60.2339,-0.258014,0.000000,75.377856,4
4.7400,311.426955,0.351723,0.358029,59.4752,60.4575,64.0330,0.353443,0.000000,75.407711,4
4.7500,312.029262,0.958717,0.975662,61.2894,60.2781,59.4853,0.963338,0.000000,75.413976,4
4.7600,312.643961,1.563735,1.551584,61.1644,60.9452,57.3382,1.560421,0.000000,75.382902,4
4.7700,313.249300,2.167905,2.156057,59.7329,60.3402,63.0165,2.164674,0.000000,75.389218,4
4.7800,313.844925,2.775463,2.790791,60.2292,60.4194,62.7195,2.779644,0.000000,75.415556,4
4.7900,314.455031,-2.903158,-2.895998,61.3314,60.9203,57.2116,-2.901205,0.000000,75.401443,4
4.8000,315.067798,-2.298852,-2.316621,60.6540,60.1489,59.8028,-2.303698,0.000000,75.380513,4
4.8100,315.663836,-1.692854,-1.693434,59.4192,60.4048,63.8242,-1.693013,0.000000,75.401280,4
4.8200,316.263445,-1.090452,-1.070657,60.4515,60.6398,59.7293,-1.085053,0.000000,75.416438,4
4.8300,316.875693,-0.487702,-0.494274,61.3416,59.9208,57.2016,-0.489495,0.000000,75.389040,4
4.8400,317.478396,0.116056,0.098696,59.6095,60.3065,61.7837,0.111322,0.000000,75.383061,4
4.8500,318.071919,0.716937,0.731081,59.3458,60.4711,62.6965,0.720794,0.000000,75.414045,4
4.8600,318.676692,1.319381,1.330904,61.3149,59.8431,57.8703,1.322524,0.000000,75.407363,4
4.8700,319.286471,1.922752,1.903927,60.5615,60.4303,58.4514,1.917618,0.000000,75.378185,4
4.8800,319.884356,2.523385,2.519974,59.0499,60.3908,63.3311,2.522455,0.000000,75.397685,4
4.8900,320.480134,3.126839,-3.137446,60.4645,59.8536,60.9657,1.418397,0.000000,75.417680,4
4.9000,321.089061,-2.553662,-2.556755,61.0700,60.5042,56.6838,-2.554505,0.000000,75.391557,4
4.9100,321.694941,-1.953899,-1.970141,59.6496,60.0878,60.8455,-1.958329,0.000000,75.383052,4
4.9200,322.286272,-1.351702,-1.343357,59.3614,59.7803,63.2445,-1.349426,0.000000,75.409878,4
4.9300,322.885705,-0.751731,-0.737094,60.5192,60.3236,57.9949,-0.747739,0.000000,75.410168,4
4.9400,323.494920,-0.153472,-0.165959,60.5516,59.7710,57.5832,-0.156877,0.000000,75.383761,4
4.9500,324.090675,0.447107,0.436163,59.1480,59.7366,62.5897,0.444122,0.000000,75.390598,4
4.9600,324.681769,1.045658,1.062745,59.4259,60.2600,61.2001,1.050318,0.000000,75.415744,4
4.9700,325.287122,1.643887,1.648933,60.9944,59.6621,56.9466,1.645264,0.000000,75.400245,4
4.9800,325.891463,2.244645,2.224710,59.9810,59.8709,59.5661,2.239208,0.000000,75.378768,4
4.9900,326.483484,2.842804,2.845905,58.7239,60.2616,62.9862,2.843650,0.000000,75.403890,4
5.0000,327.079677,-2.841298,-2.822796,60.4396,59.5410,59.3882,-2.836252,0.000000,75.415917,4
5.0100,327.685928,-2.241158,-2.251053,60.6584,59.9903,56.7924,-2.243856,-0.003491,75.385574,1
5.0200,328.284149,-1.642383,-1.661314,58.8742,60.3549,60.7218,-1.647546,-0.031416,75.379831,1
5.0300,328.873373,-1.039766,-1.048780,59.3772,59.9660,60.4949,-1.042224,-0.087266,75.389159,1
5.0400,329.472970,-0.434543,-0.477434,60.5483,60.7270,54.7122,-0.446240,-0.171042,75.349167,1
5.0500,330.077997,0.170606,0.069047,59.8291,60.8657,55.5653,0.142908,-0.282743,75.291607,1
5.0600,330.669723,0.780905,0.648128,59.0041,60.7542,59.4440,0.744693,-0.422370,75.264178,1
5.0700,331.261898,1.393492,1.228069,59.7873,61.7082,55.7825,1.348376,-0.589921,75.226363,1
5.0800,331.869267,2.008432,1.762577,60.9486,61.6969,52.3079,1.941381,-0.785398,75.142801,1
5.0900,332.474145,2.630059,2.300471,60.2904,61.8536,56.1709,2.540171,-0.980875,75.063767,1
5.1000,333.072736,-3.037535,2.886912,59.4877,61.8832,59.4970,-1.421777,-1.148427,75.036916,1
5.1100,333.674692,-2.419591,-2.813340,61.0374,61.3843,56.8259,-2.526977,-1.288053,74.999591,1
5.1200,334.287461,-1.803019,-2.257685,61.1965,62.0185,55.5427,-1.927019,-1.399754,74.937395,1
5.1300,334.898782,-1.189869,-1.675151,61.0802,60.1762,61.2688,-1.322219,-1.483530,74.914963,1
5.1400,335.498021,-0.587563,-1.038273,59.0278,61.0742,64.2499,-0.710484,-1.539380,74.950375,1
5.1500,336.098559,0.019059,-0.417093,61.2100,59.9355,59.5814,-0.099891,-1.567306,74.961075,1
5.1600,336.712076,0.625581,0.153155,61.1988,61.3298,56.4177,0.496737,-1.570796,74.921259,2
5.1700,337.322100,1.230935,0.748304,60.4698,59.9001,62.5163,1.099308,-1.570796,74.918736,2
5.1800,337.916815,1.835468,1.389703,59.2929,60.7879,64.1144,1.713896,-1.570796,74.955519,2
5.1900,338.521170,2.438909,2.001612,61.2289,60.3170,58.2431,2.319646,-1.570796,74.958130,2
5.2000,339.135151,3.047563,2.568750,61.3745,60.8984,57.2394,2.916978,-1.570796,74.916385,2
5.2100,339.741928,-2.631513,-3.107807,59.8229,60.2918,63.4078,-2.761411,-1.570796,74.925421,2
5.2200,340.335757,-2.027059,-2.466355,59.6138,60.3906,63.2172,-2.146867,-1.570796,74.961233,2
5.2300,340.941339,-1.423161,-1.870233,61.2257,60.5556,56.7767,-1.545090,-1.570796,74.946939,2
5.2400,341.554436,-0.817184,-1.305182,60.9973,60.5002,57.9276,-0.950274,-1.570796,74.908316,2
5.2500,342.155165,-0.214539,-0.690433,59.3756,60.0689,63.9827,-0.344328,-1.570796,74.926567,2
5.2600,342.747849,0.386359,-0.052846,59.5959,60.2441,61.9845,0.266576,-1.570796,74.960039,2
5.2700,343.354266,0.989477,0.531447,61.3793,60.2486,56.1882,0.864560,-1.570796,74.935957,2
5.2800,343.965496,1.593264,1.100995,60.5267,60.5127,59.0287,1.459009,-1.570796,74.905198,2
5.2900,344.563352,2.194367,1.726813,59.3039,59.7712,64.6686,2.066852,-1.570796,74.935653,2
5.3000,345.156415,2.795923,2.359729,59.8074,60.5154,60.7933,2.676961,-1.570796,74.961594,2
5.3100,345.766275,-2.884598,2.935088,61.5248,60.1231,55.8674,-1.297411,-1.570796,74.930386,2
5.3200,346.374568,-2.279399,-2.773398,60.1494,60.5568,60.0684,-2.414126,-1.570796,74.904605,2
5.3300,346.970045,-1.680813,-2.140972,59.0484,59.6595,64.5127,-1.806311,-1.570796,74.942647,2
5.3400,347.562505,-1.078395,-1.519845,60.0635,60.3491,59.2562,-1.198791,-1.570796,74.955120,2
5.3500,348.173078,-0.478990,-0.954357,61.1655,60.0599,55.5517,-0.608636,-1.570796,74.918369,2
5.3600,348.776670,0.124991,-0.374035,59.8321,60.0505,61.0967,-0.011107,-1.567306,74.901177,3
5.3700,349.368929,0.719803,0.262931,58.6893,59.7037,64.1709,0.595202,-1.539380,74.945304,3
5.3800,349.962102,1.321480,0.875519,60.4501,59.9324,58.3587,1.199854,-1.483530,74.950216,3
5.3900,350.573164,1.919453,1.437705,60.9796,60.1935,55.9507,1.788067,-1.399754,74.912760,3
5.4000,351.178442,2.509350,2.044121,59.7288,57.7708,65.3587,2.382469,-1.288053,74.941588,3
5.4100,351.758632,3.091821,2.726966,57.3910,58.7760,68.5429,2.992316,-1.148427,75.042755,3
5.4200,352.349144,-2.612300,-2.911390,60.4123,57.3333,60.2317,-2.693870,-0.980875,75.101074,3
5.4300,352.955209,-2.035513,-2.333782,60.3412,57.5229,58.4938,-2.116859,-0.785398,75.101984,3
5.4400,353.543318,-1.468480,-1.693459,57.0536,56.8151,68.3016,-1.529838,-0.589921,75.185077,3
5.4500,354.108874,-0.894661,-1.005705,57.4761,57.0993,66.7705,-0.924946,-0.422370,75.295996,3
5.4600,354.701592,-0.324061,-0.402490,60.2767,57.5342,55.2977,-0.345451,-0.282743,75.316861,3
5.4700,355.302701,0.249552,0.151288,59.1366,57.1217,58.2134,0.222753,-0.171042,75.302030,3
5.4800,355.873869,0.826157,0.787067,56.1348,57.8835,66.8969,0.815496,-0.087266,75.368428,3
5.4900,356.444709,1.404151,1.436073,58.3810,58.0480,60.6828,1.412857,-0.031416,75.431401,3
5.5000,357.044844,1.985832,1.984068,60.6992,58.1143,51.8888,1.985351,-0.003491,75.390195,3
5.5100,357.638392,2.570380,2.530469,57.8925,58.6128,58.9181,2.559495,0.000000,75.359855,4
5.5200,358.206038,-3.129123,-3.116570,56.4004,58.4902,65.0641,-3.125699,0.000000,75.416860,4
5.5300,358.785360,-2.543659,-2.507873,59.6144,58.1774,56.3182,-2.533899,0.000000,75.431201,4
5.5400,359.387197,-1.960014,-1.980997,59.8397,58.6891,52.1643,-1.965736,0.000000,75.371374,4
5.5500,359.971110,-1.378122,-1.406999,56.9207,58.0026,62.2112,-1.385998,0.000000,75.374245,4
5.5600,360.534107,-0.793636,-0.766619,56.9625,58.3085,63.1697,-0.786268,0.000000,75.429520,4
5.5700,361.121622,-0.213452,-0.188560,59.7869,58.3466,53.0923,-0.206663,0.000000,75.417012,4
5.5800,361.720079,0.369092,0.334746,59.2211,57.8105,54.5662,0.359725,0.000000,75.361650,4
5.5900,362.292606,0.950679,0.935007,56.0597,58.4598,63.8345,0.946405,0.000000,75.388446,4
5.6000,362.860040,1.531570,1.569754,57.8163,58.0720,60.5721,1.541984,0.000000,75.437692,4
5.6100,363.453805,2.114412,2.119548,60.3171,58.1030,51.8370,2.115813,0.000000,75.397031,4
5.6200,364.047508,2.695887,2.657197,57.9793,58.3801,57.3940,2.685335,0.000000,75.359665,4
5.6300,364.614606,-3.005801,-3.001098,56.1860,58.0644,64.8078,-3.004518,0.000000,75.409438,4
5.6400,365.187697,-2.422840,-2.386040,58.8492,58.1014,57.3006,-2.412803,0.000000,75.433304,4
5.6500,365.785984,-1.842756,-1.854929,59.7375,58.3201,51.6504,-1.846076,0.000000,75.379673,4
5.6600,366.370458,-1.262455,-1.295918,57.1349,57.6586,60.6060,-1.271582,0.000000,75.368629,4
5.6700,366.931509,-0.681546,-0.661596,56.2688,58.2528,63.4473,-0.676105,0.000000,75.422942,4
5.6800,367.512343,-0.103918,-0.072944,59.3045,57.8243,54.2676,-0.095470,0.000000,75.424591,4
5.6900,368.108141,0.476771,0.448013,59.2885,57.7301,53.1642,0.468928,0.000000,75.365855,4
5.7000,368.683098,1.054586,1.032089,56.0425,58.1886,62.4888,1.048451,0.000000,75.380621,4
5.7100,369.245942,1.633855,1.666616,57.1867,57.6771,61.7617,1.642790,0.000000,75.434076,4
5.7200,369.832951,2.213960,2.228368,59.7991,58.0475,52.2980,2.217890,0.000000,75.406579,4
5.7300,370.427257,2.792388,2.757098,58.2841,58.0057,55.5517,2.782763,0.000000,75.361406,4
5.7400,370.995025,-2.911083,-2.917572,56.0369,57.7454,64.1417,-2.912853,0.000000,75.398312,4
5.7500,371.561690,-2.331315,-2.294554,57.8799,58.0466,58.7524,-2.321290,0.000000,75.434751,4
5.7600,372.154870,-1.754102,-1.754548,59.6803,57.8144,51.5155,-1.754224,0.000000,75.391372,4
5.7700,372.740677,-1.175381,-1.212489,57.4324,57.5247,58.3511,-1.185501,0.000000,75.363086,4
5.7800,373.301718,-0.598637,-0.588565,55.6661,58.0429,63.6109,-0.595890,0.000000,75.413582,4
5.7900,373.874134,-0.022403,0.013038,58.6681,57.3331,56.0349,-0.012737,0.000000,75.431277,4
5.8000,374.466551,0.555434,0.536841,59.2463,57.7911,51.8103,0.550363,0.000000,75.374336,4
5.8100,375.045337,1.130005,1.100631,56.3634,57.6915,60.6191,1.121994,0.000000,75.372453,4
5.8200,375.604305,1.707970,1.730697,56.4467,57.4822,62.8289,1.714168,0.000000,75.425724,4
5.8300,376.183447,2.284470,2.309685,59.0636,57.9301,53.4960,2.291347,0.000000,75.418316,4
5.8400,376.777195,2.860825,2.832490,58.7535,57.5315,53.6506,2.853098,0.000000,75.366723,4
5.8500,377.347593,-2.844778,-2.864031,55.9928,57.6395,62.6520,-2.850029,0.000000,75.384616,4
5.8600,377.908801,-2.268636,-2.235336,56.8563,57.8162,60.5632,-2.259554,0.000000,75.433319,4
5.8700,378.494172,-1.693108,-1.680435,59.4713,57.3437,52.0904,-1.689652,0.000000,75.405231,4
5.8800,379.081705,-1.117016,-1.153091,57.7590,57.5660,55.6023,-1.126854,0.000000,75.361330,4
5.8900,379.645130,-0.543901,-0.546981,55.4288,57.5366,63.2687,-0.544741,0.000000,75.400834,4
5.9000,380.208300,0.031494,0.066971,57.7087,57.1404,58.1840,0.041170,0.000000,75.433832,4
5.9100,380.795919,0.605148,0.602191,59.0603,57.7160,51.1700,0.604342,0.000000,75.388830,4
5.9200,381.378456,1.178172,1.143765,57.0355,57.1143,58.1049,1.168788,0.000000,75.365651,4
5.9300,381.936343,1.753700,1.762038,55.6672,57.5465,63.2209,1.755974,0.000000,75.412139,4
5.9400,382.506634,2.326729,2.360741,58.1872,57.5222,55.6934,2.336005,0.000000,75.429348,4
5.9500,383.096939,2.901930,2.885226,59.1116,57.2331,52.0637,2.897374,0.000000,75.376854,4
5.9600,383.672371,-2.807040,-2.836712,56.1857,57.5915,60.1730,-2.815132,0.000000,75.372015,4
5.9700,384.230080,-2.233640,-2.210381,56.0137,57.3371,62.2761,-2.227297,0.000000,75.425688,4
5.9800,384.805024,-1.659533,-1.634643,58.7997,57.1823,53.5799,-1.652745,0.000000,75.418896,4
5.9900,385.393446,-1.087262,-1.114247,58.1529,57.4463,52.9986,-1.094621,0.000000,75.367554,4
6.0000,385.961107,-0.515911,-0.534569,55.6709,56.9605,61.8376,-0.520999,0.000000,75.384875,4
6.0100,386.516946,0.057198,0.086664,56.4208,57.2666,60.3075,0.065234,0.000000,75.430060,4
6.0200,387.096942,0.627078,0.642297,58.7596,57.2117,51.9639,0.631229,0.000000,75.407637,4
6.0300,387.681444,1.199611,1.165719,57.7505,56.8942,55.0159,1.190368,0.000000,75.363463,4
6.0400,388.242905,1.770784,1.762804,55.2114,57.4933,62.5110,1.768608,0.000000,75.395489,4
6.0500,388.803759,2.342288,2.377228,57.2124,56.9571,58.5839,2.351817,0.000000,75.433736,4
6.0600,389.387222,2.915317,2.915687,58.9715,57.2815,51.4200,2.915418,0.000000,75.392842,4
6.0700,389.968559,-2.797220,-2.830697,56.8341,57.2266,57.0132,-2.806350,0.000000,75.365379,4
6.0800,390.525833,-2.225183,-2.219775,55.4556,56.9700,62.9256,-2.223708,0.000000,75.409455,4
6.0900,391.089910,-1.654005,-1.620831,57.5863,57.2050,56.0693,-1.644958,0.000000,75.429419,4
6.1000,391.675503,-1.084707,-1.094914,58.5734,56.9531,51.4732,-1.087491,0.000000,75.382733,4
6.1100,392.248527,-0.514397,-0.545926,56.1924,56.7933,58.8880,-0.522996,0.000000,75.369734,4
6.1200,392.802062,0.054456,0.071116,55.2884,57.1726,61.8901,0.059000,0.000000,75.419131,4
6.1300,393.370546,0.623154,0.652016,58.1321,56.6184,54.2989,0.631025,0.000000,75.423910,4
6.1400,393.954414,1.193218,1.170660,58.1352,57.0747,52.1374,1.187066,0.000000,75.371477,4
6.1500,394.522953,1.760699,1.737454,55.5650,56.9148,60.4699,1.754360,0.000000,75.379025,4
6.1600,395.076361,2.331646,2.355934,56.0318,56.8171,61.0666,2.338270,0.000000,75.426192,4
6.1700,395.650291,2.900455,2.920695,58.2891,57.1878,52.6149,2.905975,0.000000,75.413311,4
6.1800,396.234290,-2.813441,-2.841640,57.7884,56.6887,53.8016,-2.821132,0.000000,75.367868,4
6.1900,396.795989,-2.243791,-2.258902,55.2271,56.9923,61.5874,-2.247912,0.000000,75.388217,4
6.2000,397.351472,-1.676037,-1.644016,56.2691,56.8743,59.2261,-1.667304,0.000000,75.431656,4
6.2100,397.928144,-1.107841,-1.098105,58.5223,56.5875,51.6823,-1.105185,0.000000,75.402816,4
6.2200,398.506694,-0.540566,-0.573396,56.8452,56.8497,55.0167,-0.549520,0.000000,75.364511,4
6.2300,399.063266,0.025297,0.021988,54.9475,56.5834,62.0423,0.024395,0.000000,75.400359,4
6.2400,399.619327,0.593212,0.625258,56.8054,56.5999,57.4188,0.601952,0.000000,75.430332,4
6.2500,400.198571,1.158741,1.158399,58.2096,56.8636,51.0884,1.158648,0.000000,75.392045,4
6.2600,400.773451,1.725703,1.692883,56.5350,56.3884,56.9806,1.716752,0.000000,75.366881,4
6.2700,401.326410,2.293181,2.298442,54.9442,56.9901,61.9587,2.294616,0.000000,75.408384,4
6.2800,401.888460,2.859319,2.892002,57.3251,56.5629,55.8329,2.868233,0.000000,75.429170,4
6.2900,402.468975,-2.855530,-2.867518,58.2569,56.6724,51.4833,-2.858799,0.000000,75.381496,4
6.3000,403.039415,-2.290010,-2.318748,55.7131,56.7744,58.4043,-2.297848,0.000000,75.371838,4
6.3100,403.590556,-1.723455,-1.707374,55.2698,56.4172,61.5713,-1.719069,0.000000,75.419023,4
6.3200,404.154592,-1.157659,-1.130635,57.5107,56.6402,53.8879,-1.150289,0.000000,75.421838,4
6.3300,404.734665,-0.593628,-0.612557,57.6556,56.4409,51.9609,-0.598790,0.000000,75.375253,4
6.3400,405.297840,-0.028682,-0.053108,55.3209,56.2925,59.6750,-0.035343,0.000000,75.377891,4
6.3500,405.847210,0.535457,0.558336,55.2481,56.6438,60.2809,0.541697,0.000000,75.424130,4
6.3600,406.415139,1.099137,1.120564,57.8622,56.2080,52.7956,1.104981,0.000000,75.415584,4
6.3700,406.992886,1.664534,1.637346,57.2938,56.5497,52.9364,1.657119,0.000000,75.368277,4
6.3800,407.553093,2.227595,2.211766,54.9243,56.5047,60.6814,2.223278,0.000000,75.386870,4
6.3900,408.103920,2.793710,2.821159,55.9650,56.3159,59.3973,2.801196,0.000000,75.428097,4
6.4000,408.675705,-2.925365,-2.912355,57.8519,56.7001,51.7071,-2.921817,0.000000,75.405878,4
6.4100,409.252434,-2.361236,-2.390571,56.9170,56.1706,54.4424,-2.369236,0.000000,75.367907,4
6.4200,409.806820,-1.796744,-1.805348,54.7042,56.4908,61.1790,-1.799091,0.000000,75.394635,4
6.4300,410.359514,-1.234377,-1.202341,56.0744,56.3047,57.7022,-1.225640,0.000000,75.430726,4
6.4400,410.932134,-0.671232,-0.667260,57.9212,56.1041,51.2115,-0.670149,0.000000,75.397242,4
6.4500,411.503556,-0.109335,-0.140887,56.0936,56.3337,55.3560,-0.117940,0.000000,75.366562,4
6.4600,412.054385,0.451957,0.452649,54.5973,56.0794,61.3453,0.452146,0.000000,75.404084,4
6.4700,412.607795,1.014855,1.045184,56.4859,56.1866,56.2733,1.023126,0.000000,75.427927,4
6.4800,413.182596,1.575797,1.572238,57.6562,56.3399,51.0034,1.574827,0.000000,75.389344,4
6.4900,413.751064,2.138396,2.107569,55.9343,55.9830,56.9688,2.129988,0.000000,75.369227,4
6.5000,414.299821,2.700991,2.708685,54.6010,56.5180,61.1141,2.703090,0.000000,75.410350,4
6.5100,414.858280,-3.020525,-2.990184,56.9347,56.0328,55.1031,-3.012250,0.000000,75.426730,4
6.5200,415.433215,-2.457218,-2.470061,57.5877,56.2500,51.3336,-2.460721,0.000000,75.380934,4
6.5300,415.997975,-1.896984,-1.923377,55.2296,56.1918,57.9900,-1.904182,0.000000,75.374247,4
6.5400,416.544560,-1.335174,-1.319751,54.8670,55.9253,60.6915,-1.330967,0.000000,75.418048,4
6.5500,417.103938,-0.774985,-0.749167,56.9051,56.1720,53.4778,-0.767944,0.000000,75.420690,4
6.5600,417.678081,-0.215634,-0.233513,57.1618,55.8456,51.7670,-0.220510,0.000000,75.376683,4
6.5700,418.236582,0.344494,0.320567,54.8848,55.9345,58.8451,0.337969,0.000000,75.377912,4
6.5800,418.782374,0.903488,0.924745,54.8285,56.0907,59.7490,0.909285,0.000000,75.422528,4
6.5900,419.344545,1.463252,1.484122,57.3015,55.7711,52.7417,1.468944,0.000000,75.415500,4
6.6000,419.917423,2.023484,1.999301,56.8050,56.1756,52.4238,2.016889,0.000000,75.370999,4
6.6100,420.474214,2.582396,2.565479,54.6946,55.9008,59.8222,2.577782,0.000000,75.385567,4
6.6200,421.020474,-3.139236,-3.114797,55.3287,55.9998,59.0267,-3.132571,0.000000,75.425156,4
6.6300,421.586237,-2.580490,-2.564682,57.2442,56.1062,51.8177,-2.576179,0.000000,75.409246,4
6.6400,422.157640,-2.020502,-2.047567,56.5938,55.6841,53.5479,-2.027884,0.000000,75.369774,4
6.6500,422.709299,-1.461810,-1.473268,54.2780,56.0741,60.0696,-1.464935,0.000000,75.391103,4
6.6600,423.256406,-0.904094,-0.874960,55.4513,55.6531,57.8687,-0.896148,0.000000,75.428743,4
6.6700,423.821668,-0.345683,-0.337562,57.2453,55.7672,51.1687,-0.343468,0.000000,75.401616,4
6.6800,424.389792,0.210796,0.182207,55.9008,55.7798,54.1381,0.202999,0.000000,75.368692,4
6.6900,424.937920,0.768229,0.762556,54.2894,55.5850,60.4447,0.766682,0.000000,75.397558,4
6.7000,425.485360,1.325901,1.354731,55.6123,55.8823,56.7114,1.333764,0.000000,75.427173,4
6.7100,426.053427,1.882553,1.885731,57.2602,55.6896,51.0390,1.883420,0.000000,75.396578,4
6.7200,426.619084,2.441173,2.410754,55.7694,55.7193,55.2865,2.432877,0.000000,75.368263,4
6.7300,427.166204,2.998158,2.999445,54.1509,55.9540,60.4845,2.998509,0.000000,75.403946,4
6.7400,427.716555,-2.726813,-2.697353,56.1220,55.5242,55.9248,-2.718779,0.000000,75.427324,4
6.7500,428.284971,-2.169329,-2.173264,57.0374,55.9303,50.8068,-2.170402,0.000000,75.389326,4
6.7600,428.848190,-1.613567,-1.641249,55.3070,55.4670,56.2103,-1.621116,0.000000,75.371929,4
6.7700,429.391388,-1.056423,-1.050378,54.1672,55.6448,60.2212,-1.054775,0.000000,75.408790,4
6.7800,429.942570,-0.501883,-0.472823,55.9892,55.5813,54.5846,-0.493957,0.000000,75.425461,4
6.7900,430.509982,0.053799,0.044432,56.9357,55.3552,50.9594,0.051244,0.000000,75.384740,4
6.8000,431.068544,0.608499,0.581114,54.7993,55.6237,56.7088,0.601030,0.000000,75.372654,4
6.8100,431.611034,1.163109,1.174898,54.2284,55.4277,59.9888,1.166324,0.000000,75.414203,4
6.8200,432.163385,1.719019,1.744334,56.3190,55.5210,53.8443,1.725923,0.000000,75.421271,4
6.8300,432.731952,2.273699,2.260203,56.6764,55.6558,51.2159,2.270019,0.000000,75.380589,4
6.8400,433.288802,2.829467,2.804899,54.8021,55.3621,57.7739,2.822766,0.000000,75.376718,4
6.8500,433.830765,-2.897845,-2.882072,54.2939,55.7619,59.4842,-2.893543,0.000000,75.417352,4
6.8600,434.386422,-2.343398,-2.319297,56.5016,55.3351,53.1388,-2.336825,0.000000,75.419420,4
6.8700,434.953221,-1.787669,-1.806465,56.4779,55.4880,51.5991,-1.792795,0.000000,75.376145,4
6.8800,435.506712,-1.234988,-1.255053,54.2582,55.4211,58.1184,-1.240460,0.000000,75.381289,4
6.8900,436.046910,-0.680582,-0.661108,54.4666,55.1904,58.9297,-0.675271,0.000000,75.420994,4
6.9000,436.602068,-0.128026,-0.108033,56.2985,55.4481,52.1300,-0.122573,0.000000,75.414378,4
6.9100,437.167572,0.424501,0.403534,56.1971,55.1004,52.0278,0.418783,0.000000,75.374690,4
6.9200,437.716962,0.977614,0.958973,54.0919,55.3519,58.4944,0.972530,0.000000,75.383266,4
6.9300,438.257838,1.529910,1.552663,54.4927,55.3329,58.3271,1.536115,0.000000,75.423318,4
6.9400,438.814830,2.083480,2.099347,56.6227,55.2049,51.8933,2.087807,0.000000,75.410396,4
6.9500,439.379826,2.636669,2.612796,55.9113,55.4843,52.5108,2.630158,0.000000,75.372013,4
6.9600,439.928569,-3.093705,-3.107128,54.0920,55.1811,59.1284,-3.097366,0.000000,75.389037,4
6.9700,440.469482,-2.539533,-2.515480,54.7234,55.3849,57.6915,-2.532973,0.000000,75.424058,4
6.9800,441.028469,-1.988014,-1.974629,56.4876,55.2540,51.3511,-1.984364,0.000000,75.407273,4
6.9900,441.590936,-1.435083,-1.460985,55.7249,55.0415,53.1220,-1.442147,0.000000,75.371150,4
7.0000,442.135893,-0.884399,-0.894046,53.6547,55.3058,59.0013,-0.887030,0.000000,75.392495,4
7.0100,442.676451,-0.333278,-0.306891,54.8161,54.8758,57.0122,-0.326082,0.000000,75.426061,4
7.0200,443.233938,0.217638,0.225857,56.3365,55.1992,50.8352,0.219880,0.000000,75.401922,4
7.0300,443.794820,0.767324,0.741282,55.3497,54.9568,53.5030,0.760222,0.000000,75.371324,4
7.0400,444.337271,1.318586,1.311000,53.7358,55.0573,59.2512,1.316517,0.000000,75.395084,4
7.0500,444.878842,1.868973,1.895905,54.8428,55.1975,56.3562,1.876318,0.000000,75.425590,4
7.0600,445.438376,2.420075,2.425228,56.5415,54.9754,50.9342,2.421480,0.000000,75.399189,4
7.0700,445.997893,2.971565,2.944048,55.1652,55.2152,54.0654,2.964060,0.000000,75.370322,4
7.0800,446.540309,-2.761347,-2.763571,53.6889,55.0561,59.4263,-2.761953,0.000000,75.400350,4
7.0900,447.082288,-2.209634,-2.182901,55.1042,54.9982,55.7952,-2.202343,0.000000,75.425155,4
7.1000,447.642057,-1.660364,-1.658121,56.2318,55.1178,50.5728,-1.659752,0.000000,75.395819,4
7.1100,448.198966,-1.110620,-1.137593,54.9562,54.7102,54.5860,-1.117976,0.000000,75.371836,4
