t,phi,alpha,theta,phi_dot,alpha_dot,theta_dot,beta,delta_cmd,delta_actual,phase
1.5450,96.042865,-1.449051,-1.428702,79.3146,75.3064,58.1078,-1.443501,0.000000,75.394942,4
1.5460,96.119981,-1.369467,-1.372749,77.1152,79.6017,55.9771,-1.370362,0.000000,75.367261,4
1.5470,96.195652,-1.286540,-1.317503,75.6713,82.9417,55.2673,-1.294985,0.000000,75.339253,4
1.5480,96.270890,-1.202118,-1.261089,75.2383,84.4351,56.4337,-1.218201,0.000000,75.315167,4
1.5490,96.346637,-1.118451,-1.201508,75.7473,83.6777,59.5976,-1.141103,0.000000,75.298744,4
1.5500,96.423480,-1.037575,-1.137054,76.8427,80.8851,64.4671,-1.064705,0.000000,75.292358,4
1.5510,96.501491,-0.960777,-1.066643,78.0107,76.8051,70.4201,-0.989650,0.000000,75.296575,4
1.5520,96.580209,-0.888311,-0.989960,78.7185,72.4715,76.6873,-0.916034,0.000000,75.310133,4
1.5530,96.658744,-0.819362,-0.907453,78.5348,68.9526,82.5076,-0.843387,0.000000,75.330230,4
1.5540,96.735991,-0.752225,-0.820219,77.2466,67.1385,87.2306,-0.770769,0.000000,75.353124,4
1.5550,96.810938,-0.684695,-0.729795,74.9469,67.5276,90.4167,-0.696995,0.000000,75.375017,4
1.5560,96.882967,-0.614638,-0.637845,72.0293,70.0514,91.9391,-0.620967,0.000000,75.392963,4
1.5570,96.952049,-0.540562,-0.545822,69.0823,74.0680,92.0095,-0.541996,0.000000,75.405498,4
1.5580,97.018798,-0.461996,-0.454721,66.7488,78.5538,91.0860,-0.460012,0.000000,75.412849,4
1.5590,97.084386,-0.379608,-0.364983,65.5880,82.3730,89.7224,-0.375619,0.000000,75.416735,4
1.5600,97.150313,-0.295054,-0.276543,65.9266,84.5380,88.4229,-0.290005,0.000000,75.419783,4
1.5610,97.218051,-0.210573,-0.189013,67.7385,84.4639,87.5118,-0.204693,0.000000,75.424652,4
1.5620,97.288694,-0.128388,-0.101960,70.6427,82.1670,87.0343,-0.121181,0.000000,75.433132,4
1.5630,97.362730,-0.050101,-0.015193,74.0362,78.2696,86.7475,-0.040581,0.000000,75.445567,4
1.5640,97.439993,0.023700,0.071044,77.2629,73.7846,86.2175,0.036612,0.000000,75.460704,4
1.5650,97.519738,0.093546,0.156026,79.7453,69.8291,84.9627,0.110586,0.000000,75.475920,4
1.5660,97.600834,0.160941,0.238638,81.0955,67.3805,82.5928,0.182131,0.000000,75.487801,4
1.5670,97.682044,0.228014,0.317592,81.2103,67.0586,78.9371,0.252444,0.000000,75.492993,4
1.5680,97.762345,0.296974,0.391743,80.3013,68.9462,74.1369,0.322820,0.000000,75.489086,4
1.5690,97.841165,0.369536,0.460398,78.8194,72.5491,68.6423,0.394316,0.000000,75.475248,4
1.5700,97.918488,0.446496,0.523520,77.3231,76.9479,63.1136,0.467502,0.000000,75.452493,4
1.5710,97.994832,0.527551,0.581820,76.3442,81.0442,58.2942,0.542352,0.000000,75.423581,4
1.5720,98.071088,0.611361,0.636719,76.2564,83.8002,54.8953,0.618277,0.000000,75.392549,4
1.5730,98.148240,0.695848,0.690173,77.1513,84.4789,53.4537,0.694300,0.000000,75.363828,4
1.5740,98.227031,0.778731,0.744335,78.7915,82.8779,54.1638,0.769350,0.000000,75.341185,4
1.5750,98.307722,0.858159,0.801120,80.6906,79.4278,56.7902,0.842603,0.000000,75.326888,4
1.5760,98.389987,0.933204,0.861869,82.2654,75.0494,60.7561,0.913749,0.000000,75.321358,4
1.5770,98.472968,1.004062,0.927196,82.9812,70.8673,65.3380,0.983099,0.000000,75.323265,4
1.5780,98.555446,1.071982,0.997023,82.4779,67.9333,69.8403,1.051539,0.000000,75.329995,4
1.5790,98.636125,1.138956,1.070728,80.6783,66.9905,73.7188,1.120348,0.000000,75.338407,4
1.5800,98.713953,1.207209,1.147392,77.8282,68.2701,76.6805,1.190895,0.000000,75.345737,4
1.5810,98.788378,1.278602,1.226115,74.4252,71.4105,78.7379,1.264287,0.000000,75.350328,4
1.5820,98.859462,1.354164,1.306269,71.0843,75.5788,80.1694,1.341102,0.000000,75.352004,4
1.5830,98.927873,1.433871,1.387652,68.4104,79.7214,81.3971,1.421266,0.000000,75.352034,4
1.5840,98.994756,1.516672,1.470482,66.8832,82.8130,82.8429,1.504075,0.000000,75.352756,4
1.5850,99.061493,1.600733,1.555265,66.7371,84.0732,84.7944,1.588333,0.000000,75.356879,4
1.5860,99.129372,1.683894,1.642548,67.8790,83.1716,87.2935,1.672618,0.000000,75.366619,4
1.5870,99.199288,1.764233,1.732628,69.9156,80.3515,90.0895,1.755613,0.000000,75.382949,4
1.5880,99.271571,1.840589,1.825314,72.2839,76.3693,92.6960,1.836423,0.000000,75.405207,4
1.5890,99.345975,1.912843,1.919826,74.4035,72.2678,94.5208,1.914747,0.000000,75.431114,4
1.5900,99.421788,1.981934,2.014824,75.8134,69.1056,95.0063,1.990904,0.000000,75.457183,4
1.5910,99.498076,2.049623,2.108582,76.2873,67.7025,93.7655,2.065703,0.000000,75.479482,4
1.5920,99.573972,2.118025,2.199283,75.8964,68.4129,90.7070,2.140186,0.000000,75.494567,4
1.5930,99.648946,2.189026,2.285369,74.9740,71.0100,86.0911,2.215302,0.000000,75.500260,4
1.5940,99.722943,2.263794,2.365830,73.9974,74.7717,80.4641,2.291622,0.000000,75.496059,4
1.5950,99.796399,2.342510,2.440345,73.4552,78.7167,74.5163,2.369192,0.000000,75.483154,4
1.5960,99.870126,2.424368,2.509298,73.7271,81.8555,68.9535,2.447530,0.000000,75.464146,4
1.5970,99.945104,2.507772,2.573694,74.9783,83.3991,64.3953,2.525751,0.000000,75.442464,4
1.5980,100.022195,2.590724,2.634964,77.0912,82.9451,61.2679,2.602789,0.000000,75.421555,4
1.5990,100.101882,2.671338,2.694669,79.6867,80.6053,59.7013,2.677701,0.000000,75.404068,4
1.6000,100.184108,2.748337,2.754181,82.2262,76.9890,59.5061,2.749930,0.000000,75.391295,4
1.6010,100.268251,2.821379,2.814450,84.1430,73.0312,60.2617,2.819489,0.000000,75.383004,4
1.6020,100.353220,2.891144,2.875924,84.9689,69.7530,61.4635,2.886993,0.000000,75.377650,4
1.6030,100.437679,2.959176,2.938602,84.4586,68.0183,62.6655,2.953565,0.000000,75.372951,4
1.6040,100.520356,3.027490,3.002217,82.6771,68.2986,63.6009,3.020598,0.000000,75.366696,4
1.6050,100.600343,3.098017,3.066489,79.9870,70.5100,64.2570,3.089419,0.000000,75.357532,4
1.6060,100.677276,-3.111118,3.131375,76.9336,74.0322,64.8697,-1.408620,0.000000,75.345444,4
1.6070,100.751377,-3.033184,-3.085964,74.1007,77.9165,65.8314,-3.047578,0.000000,75.331842,4
1.6080,100.823363,-2.952010,-3.018391,71.9856,81.1552,67.5573,-2.970114,0.000000,75.319266,4
1.6090,100.894255,-2.869072,-2.948030,70.8923,82.9208,70.3476,-2.890606,0.000000,75.310771,4
1.6100,100.965111,-2.786295,-2.873748,70.8560,82.7616,74.2681,-2.810146,0.000000,75.309133,4
1.6110,101.036752,-2.705556,-2.794647,71.6410,80.7252,79.0876,-2.729854,0.000000,75.316103,4
1.6120,101.109574,-2.628200,-2.710321,72.8218,77.3456,84.3138,-2.650597,0.000000,75.331920,4
1.6130,101.183478,-2.554703,-2.621006,73.9040,73.4903,89.3041,-2.572785,0.000000,75.355168,4
1.6140,101.257926,-2.484552,-2.527607,74.4478,70.1470,93.3899,-2.496294,0.000000,75.382962,4
1.6150,101.332114,-2.416349,-2.431610,74.1885,68.2013,95.9888,-2.420511,0.000000,75.411493,4
1.6160,101.405245,-2.348146,-2.334877,73.1306,68.2042,96.7281,-2.344527,0.000000,75.436877,4
1.6170,101.476804,-2.277968,-2.239315,71.5594,70.1798,95.5579,-2.267427,0.000000,75.456062,4
1.6180,101.546756,-2.204377,-2.146539,69.9516,73.5945,92.7752,-2.188603,0.000000,75.467458,4
1.6190,101.615594,-2.126851,-2.057616,68.8379,77.5310,88.9245,-2.107969,0.000000,75.471146,4
1.6200,101.684260,-2.045897,-1.972975,68.6665,80.9585,84.6455,-2.026010,0.000000,75.468695,4
1.6210,101.753940,-1.962916,-1.892444,69.6799,82.9879,80.5380,-1.943696,0.000000,75.462654,4
1.6220,101.825771,-1.879836,-1.815405,71.8314,83.0885,77.0490,-1.862264,0.000000,75.455798,4
1.6230,101.900561,-1.798612,-1.741038,74.7897,81.2347,74.3801,-1.782910,0.000000,75.450341,4
1.6240,101.978597,-1.720715,-1.668598,78.0354,77.9115,72.4557,-1.706502,0.000000,75.447362,4
1.6250,102.059584,-1.646772,-1.597633,80.9871,73.9615,70.9830,-1.633370,0.000000,75.446567,4
1.6260,102.142697,-1.576426,-1.528083,83.1138,70.3661,69.5715,-1.563242,0.000000,75.446399,4
1.6270,102.226740,-1.508415,-1.460240,84.0425,68.0331,67.8648,-1.495277,0.000000,75.444474,4
1.6280,102.310402,-1.440851,-1.394601,83.6616,67.5873,65.6625,-1.428237,0.000000,75.438307,4
1.6290,102.392568,-1.371695,-1.331612,82.1666,69.1771,63.0116,-1.360764,0.000000,75.426133,4
1.6300,102.472569,-1.299317,-1.271407,80.0009,72.3982,60.2271,-1.291705,0.000000,75.407543,4
1.6310,102.550295,-1.222925,-1.213606,77.7255,76.4071,57.8217,-1.220384,0.000000,75.383758,4
1.6320,102.626174,-1.142775,-1.157241,75.8791,80.1631,56.3832,-1.146720,0.000000,75.357497,4
1.6330,102.701022,-1.060094,-1.100821,74.8484,82.6894,56.4355,-1.071202,0.000000,75.332461,4
1.6340,102.775783,-0.976782,-1.042545,74.7613,83.3184,58.2880,-0.994717,0.000000,75.312481,4
1.6350,102.851236,-0.894901,-0.980643,75.4530,81.8852,61.9099,-0.918285,0.000000,75.300612,4
1.6360,102.927771,-0.816124,-0.913736,76.5341,78.7779,66.9115,-0.842746,0.000000,75.298472,4
1.6370,103.005285,-0.741326,-0.841078,77.5145,74.7981,72.6586,-0.768531,0.000000,75.305978,4
1.6380,103.083210,-0.670395,-0.762640,77.9248,70.9292,78.4335,-0.695552,0.000000,75.321420,4
1.6390,103.160635,-0.602270,-0.679074,77.4255,68.1197,83.5586,-0.623217,0.000000,75.341827,4
1.6400,103.236545,-0.535177,-0.591574,75.9096,67.0873,87.4891,-0.550558,0.000000,75.363615,4
1.6410,103.310102,-0.467041,-0.501649,73.5573,68.1269,89.9102,-0.476479,0.000000,75.383437,4
1.6420,103.380901,-0.396034,-0.410821,70.7986,70.9951,90.8123,-0.400067,0.000000,75.398949,4
1.6430,103.449103,-0.321052,-0.320327,68.2021,74.9678,90.4766,-0.320854,0.000000,75.409272,4
1.6440,103.515449,-0.241989,-0.230940,66.3465,79.0472,89.3681,-0.238976,0.000000,75.415062,4
1.6450,103.581140,-0.159763,-0.142924,65.6907,82.2088,87.9973,-0.155170,0.000000,75.418218,4
1.6460,103.647583,-0.076107,-0.056113,66.4429,83.6370,86.7919,-0.070654,0.000000,75.421253,4
1.6470,103.716062,0.006860,0.029890,68.4790,82.9487,85.9836,0.013141,0.000000,75.426467,4
1.6480,103.787442,0.087205,0.115448,71.3799,80.3267,85.5387,0.094907,0.000000,75.435186,4
1.6490,103.862008,0.163683,0.200646,74.5663,76.4616,85.1791,0.173764,0.000000,75.447344,4
1.6500,103.939451,0.236029,0.285150,77.4432,72.3302,84.4858,0.249426,0.000000,75.461432,4
1.6510,104.018966,0.304987,0.368196,79.5145,68.9449,83.0299,0.322226,0.000000,75.474795,4
1.6520,104.099449,0.372136,0.448708,80.4834,67.1374,80.4970,0.393020,0.000000,75.484233,4
1.6530,104.179777,0.439510,0.525519,80.3280,67.3638,76.7992,0.462967,0.000000,75.486807,4
1.6540,104.259082,0.509085,0.597668,79.3046,69.5659,72.1398,0.533244,0.000000,75.480615,4
1.6550,104.336945,0.582271,0.664662,77.8631,73.1789,66.9885,0.604741,0.000000,75.465295,4
1.6560,104.413468,0.659574,0.726646,76.5232,77.2976,61.9813,0.677866,0.000000,75.442193,4
1.6570,104.489221,0.740481,0.784451,75.7526,80.9032,57.8060,0.752473,0.000000,75.414193,4
1.6580,104.565066,0.823568,0.839537,75.8452,83.0839,55.0898,0.827923,0.000000,75.385188,4
1.6590,104.641887,0.906826,0.893791,76.8211,83.2584,54.2605,0.903271,0.000000,75.359220,4
1.6600,104.720296,0.988191,0.949187,78.4089,81.3672,55.4055,0.977553,0.000000,75.339532,4
1.6610,104.800432,1.066096,1.007405,80.1357,77.9127,58.2294,1.050089,0.000000,75.327895,4
1.6620,104.881898,1.139880,1.069551,81.4661,73.7954,62.1606,1.120699,0.000000,75.324369,4
1.6630,104.963828,1.209916,1.136061,81.9302,70.0520,66.5267,1.189774,0.000000,75.327460,4
1.6640,105.045066,1.277510,1.206746,81.2378,67.6128,70.7032,1.258211,0.000000,75.334595,4
1.6650,105.124434,1.344578,1.280950,79.3685,67.0883,74.2222,1.327225,0.000000,75.342857,4
1.6660,105.201026,1.413158,1.357791,76.5914,68.5999,76.8592,1.398057,0.000000,75.349791,4
1.6670,105.274415,1.484875,1.436443,73.3892,71.7361,78.6692,1.471666,0.000000,75.354043,4
1.6680,105.344751,1.560544,1.516363,70.3358,75.6853,79.9358,1.548494,0.000000,75.355633,4
1.6690,105.412731,1.639996,1.597405,67.9807,79.4660,81.0557,1.628380,0.000000,75.355890,4
1.6700,105.479472,1.722135,1.679802,66.7406,82.1508,82.4080,1.710590,0.000000,75.357057,4
1.6710,105.546264,1.805192,1.764026,66.7916,83.0669,84.2334,1.793965,0.000000,75.361619,4
1.6720,105.614271,1.887161,1.850556,68.0073,81.9777,86.5393,1.877178,0.000000,75.371517,4
1.6730,105.684270,1.966325,1.939618,69.9993,79.1734,89.0683,1.959041,0.000000,75.387488,4
1.6740,105.756509,2.041708,2.030972,72.2392,75.3927,91.3603,2.038780,0.000000,75.408755,4
1.6750,105.830706,2.113307,2.123839,74.1967,71.6089,92.8713,2.116180,0.000000,75.433078,4
1.6760,105.906169,2.182083,2.216937,75.4628,68.7845,93.1019,2.191589,0.000000,75.457165,4
1.6770,105.982020,2.249716,2.308657,75.8511,67.6401,91.7218,2.265791,0.000000,75.477390,4
1.6780,106.057467,2.318168,2.397335,75.4472,68.4567,88.6773,2.339759,0.000000,75.490639,4
1.6790,106.132037,2.389154,2.481569,74.5700,70.9873,84.2328,2.414358,0.000000,75.494999,4
1.6800,106.205701,2.463702,2.560477,73.6640,74.5454,78.9050,2.490095,0.000000,75.490117,4
1.6810,106.278880,2.541927,2.633819,73.1785,78.2190,73.3376,2.566988,0.000000,75.477201,4
1.6820,106.352337,2.623032,2.702009,73.4575,81.0972,68.1842,2.644572,0.000000,75.458746,4
1.6830,106.426980,2.705506,2.766029,74.6431,82.4631,64.0125,2.722012,0.000000,75.437979,4
1.6840,106.503598,2.787483,2.827239,76.6181,81.9644,61.2026,2.798326,0.000000,75.418109,4
1.6850,106.582625,2.867221,2.887106,79.0270,79.7239,59.8581,2.872644,0.000000,75.401578,4
1.6860,106.663996,2.943553,2.946907,81.3710,76.3175,59.7905,2.944468,0.000000,75.389565,4
1.6870,106.747124,3.016182,3.007523,83.1280,72.6142,60.6033,3.013820,0.000000,75.381832,4
1.6880,106.830994,3.085754,3.069362,83.8695,69.5569,61.8257,3.081283,0.000000,75.376936,4
1.6890,106.914367,-3.129478,3.132420,83.3729,67.9379,63.0431,-1.421688,0.000000,75.372753,4
1.6900,106.996065,-3.061275,-3.086745,81.6981,68.1875,64.0061,-3.068221,0.000000,75.367220,4
1.6910,107.075240,-2.991029,-3.022032,79.1753,70.2302,64.6979,-2.999484,0.000000,75.359044,4
1.6920,107.151545,-2.917510,-2.956690,76.3048,73.5032,65.3289,-2.928195,0.000000,75.348158,4
1.6930,107.225171,-2.840356,-2.890422,73.6266,77.1385,66.2556,-2.854011,0.000000,75.335809,4
1.6940,107.296777,-2.760137,-2.822552,71.6053,80.2054,67.8594,-2.777159,0.000000,75.324298,4
1.6950,107.367308,-2.678194,-2.752120,70.5314,81.9306,70.4221,-2.698356,0.000000,75.316434,4
1.6960,107.437759,-2.596305,-2.678095,70.4509,81.8784,74.0160,-2.618612,0.000000,75.314810,4
1.6970,107.508919,-2.516230,-2.599643,71.1595,80.0676,78.4445,-2.538979,0.000000,75.321114,4
1.6980,107.581190,-2.439259,-2.516369,72.2716,76.9668,83.2686,-2.460289,0.000000,75.335656,4
1.6990,107.654521,-2.365894,-2.428462,73.3307,73.3634,87.9027,-2.382958,0.000000,75.357220,4
1.7000,107.728443,-2.295727,-2.336730,73.9225,70.1691,91.7286,-2.306910,0.000000,75.383215,4
1.7010,107.802229,-2.227518,-2.242527,73.7858,68.2138,94.2024,-2.231611,0.000000,75.410153,4
1.7020,107.875128,-2.159490,-2.147561,72.8992,68.0346,94.9666,-2.156237,0.000000,75.434411,4
1.7030,107.946628,-2.089799,-2.053612,71.4991,69.6996,93.9522,-2.079930,0.000000,75.453056,4
1.7040,108.016635,-2.017042,-1.962210,70.0076,72.7662,91.4068,-2.002088,0.000000,75.464452,4
1.7050,108.085546,-1.940630,-1.874401,68.9110,76.4215,87.8157,-1.922567,0.000000,75.468500,4
1.7060,108.154181,-1.860919,-1.790643,68.6349,79.7200,83.7666,-1.841753,0.000000,75.466506,4
1.7070,108.223612,-1.779111,-1.710829,69.4313,81.8186,79.8248,-1.760489,0.000000,75.460754,4
1.7080,108.294909,-1.696945,-1.634415,71.2967,82.1775,76.4272,-1.679891,0.000000,75.453844,4
1.7090,108.368872,-1.616254,-1.560634,73.9633,80.7041,73.7951,-1.601085,0.000000,75.447961,4
1.7100,108.445846,-1.538492,-1.488755,76.9740,77.7778,71.8964,-1.524927,0.000000,75.444314,4
1.7110,108.525641,-1.464376,-1.418286,79.7951,74.1335,70.4873,-1.451806,0.000000,75.442861,4
1.7120,108.607564,-1.393727,-1.349090,81.9228,70.6680,69.2157,-1.381553,0.000000,75.442360,4
1.7130,108.690547,-1.325506,-1.281370,82.9833,68.2417,67.7403,-1.313468,0.000000,75.440718,4
1.7140,108.773376,-1.258039,-1.215545,82.8283,67.4856,65.8442,-1.246450,0.000000,75.435619,4
1.7150,108.854963,-1.189436,-1.152041,81.5877,68.6209,63.5236,-1.179237,0.000000,75.425269,4
1.7160,108.934596,-1.118083,-1.091038,79.6328,71.3678,61.0197,-1.110707,0.000000,75.409019,4
1.7170,109.012064,-1.043078,-1.032283,77.4678,75.0168,58.7702,-1.040134,0.000000,75.387687,4
1.7180,109.087665,-0.964453,-0.974990,75.6015,78.6318,57.3050,-0.967327,0.000000,75.363514,4
1.7190,109.162093,-0.883168,-0.917878,74.4278,81.2880,57.1206,-0.892635,0.000000,75.339758,4
1.7200,109.236216,-0.800871,-0.859337,74.1229,82.2975,58.5467,-0.816816,0.000000,75.319981,4
1.7210,109.310814,-0.719471,-0.797713,74.5979,81.3976,61.6259,-0.740810,0.000000,75.307222,4
1.7220,109.386352,-0.640638,-0.731639,75.5379,78.8290,66.0724,-0.665456,0.000000,75.303318,4
1.7230,109.462858,-0.565381,-0.660287,76.5058,75.2502,71.3471,-0.591264,0.000000,75.308574,4
1.7240,109.539914,-0.493831,-0.583480,77.0558,71.5420,76.7970,-0.518281,0.000000,75.321753,4
1.7250,109.616750,-0.425218,-0.501689,76.8361,68.6030,81.7785,-0.446074,0.000000,75.340341,4
1.7260,109.692435,-0.358042,-0.415924,75.6854,67.1650,85.7496,-0.373828,0.000000,75.361090,4
1.7270,109.766133,-0.290415,-0.327549,73.6976,67.6145,88.3581,-0.300543,0.000000,75.380751,4
1.7280,109.837344,-0.220539,-0.238011,71.2115,69.8623,89.5196,-0.225304,0.000000,75.396832,4
1.7290,109.906069,-0.147172,-0.148564,68.7245,73.3512,89.4280,-0.147552,0.000000,75.408099,4
1.7300,109.972845,-0.069942,-0.060067,66.7763,77.2132,88.4778,-0.067249,0.000000,75.414751,4
1.7310,110.038676,0.010567,0.027094,65.8307,80.4914,87.1419,0.015075,0.000000,75.418242,4
1.7320,110.104831,0.092945,0.112964,66.1550,82.3602,85.8506,0.098405,0.000000,75.420793,4
1.7330,110.172560,0.175296,0.197865,67.7295,82.3331,84.8836,0.181451,0.000000,75.424671,4
1.7340,110.242806,0.255728,0.282175,70.2458,80.4147,84.2917,0.262940,0.000000,75.431455,4
1.7350,110.316011,0.332848,0.366079,73.2053,77.1051,83.8882,0.341911,0.000000,75.441540,4
1.7360,110.392064,0.406099,0.449416,76.0523,73.2389,83.3219,0.417913,0.000000,75.453976,4
1.7370,110.470352,0.475868,0.531621,78.2881,69.7589,82.1918,0.491074,0.000000,75.466635,4
1.7380,110.549918,0.543383,0.611794,79.5665,67.5072,80.1633,0.562041,0.000000,75.476673,4
1.7390,110.629693,0.610428,0.688878,79.7749,67.0402,77.0762,0.631823,0.000000,75.481219,4
1.7400,110.708756,0.678908,0.761903,79.0631,68.4772,73.0220,0.701543,0.000000,75.478116,4
1.7410,110.786550,0.750364,0.830256,77.7933,71.4544,68.3524,0.772152,0.000000,75.466494,4
1.7420,110.862985,0.825592,0.893863,76.4351,75.2292,63.6093,0.844212,0.000000,75.447035,4
1.7430,110.938436,0.904466,0.953278,75.4510,78.8758,59.4213,0.917779,0.000000,75.421934,4
1.7440,111.013621,0.985956,1.009667,75.1850,81.4932,56.3982,0.992423,0.000000,75.394531,4
1.7450,111.089380,1.068361,1.064668,75.7598,82.4097,55.0127,1.067354,0.000000,75.368619,4
1.7460,111.166409,1.149727,1.120123,77.0281,81.3744,55.4683,1.141653,0.000000,75.347581,4
1.7470,111.245026,1.228371,1.177728,78.6177,78.6550,57.6212,1.214559,0.000000,75.333648,4
1.7480,111.325072,1.303313,1.238737,80.0460,74.9566,61.0270,1.285701,0.000000,75.327522,4
1.7490,111.405915,1.374504,1.303802,80.8430,71.2088,65.0842,1.355221,0.000000,75.328373,4
1.7500,111.486576,1.442816,1.372965,80.6607,68.3328,69.1830,1.423766,0.000000,75.334155,4
1.7510,111.565943,1.509831,1.445763,79.3671,67.0366,72.8178,1.492358,0.000000,75.342194,4
1.7520,111.643040,1.577450,1.521420,77.0970,67.6389,75.6764,1.562169,0.000000,75.349922,4
1.7530,111.717260,1.647402,1.599100,74.2196,69.9711,77.6968,1.634229,0.000000,75.355551,4
1.7540,111.788501,1.720814,1.678142,71.2410,73.4284,79.0563,1.709176,0.000000,75.358490,4
1.7550,111.857194,1.797951,1.758217,68.6927,77.1497,80.0879,1.787115,0.000000,75.359423,4
1.7560,111.924223,1.878172,1.839372,67.0292,80.2305,81.1640,1.867590,0.000000,75.360087,4
1.7570,111.990749,1.960082,1.921945,66.5263,81.9173,82.5805,1.949681,0.000000,75.362757,4
1.7580,112.057948,2.041863,2.006396,67.1992,81.7861,84.4562,2.032190,0.000000,75.369559,4
1.7590,112.126743,2.121731,2.093066,68.7943,79.8733,86.6731,2.113913,0.000000,75.381774,4
1.7600,112.197613,2.198405,2.181955,70.8700,76.6787,88.8913,2.193919,0.000000,75.399394,4
1.7610,112.270534,2.271422,2.272592,72.9214,73.0212,90.6370,2.271741,0.000000,75.420996,4
1.7620,112.345034,2.341240,2.364013,74.4999,69.8210,91.4190,2.347451,0.000000,75.443966,4
1.7630,112.420352,2.409118,2.454860,75.3177,67.8799,90.8442,2.421593,0.000000,75.465013,4
1.7640,112.495673,2.476802,2.543592,75.3208,67.6829,88.7262,2.495017,0.000000,75.480918,4
1.7650,112.570370,2.546063,2.628757,74.6972,69.2580,85.1587,2.568616,0.000000,75.489257,4
1.7660,112.644178,2.618240,2.709273,73.8079,72.1704,80.5077,2.643067,0.000000,75.488912,4
1.7670,112.717257,2.693915,2.784603,73.0796,75.6650,75.3202,2.718648,0.000000,75.480246,4
1.7680,112.790154,2.772801,2.854823,72.8971,78.8743,70.2102,2.795171,0.000000,75.464989,4
1.7690,112.863661,2.853828,2.920594,73.5068,81.0131,65.7600,2.872037,0.000000,75.445866,4
1.7700,112.938601,2.935392,2.983035,74.9395,81.5485,62.4295,2.948385,0.000000,75.425985,4
1.7710,113.015587,3.015748,3.043509,76.9866,80.3395,60.4623,3.023319,0.000000,75.408119,4
1.7720,113.094839,3.093455,3.103351,79.2518,77.6906,59.8294,3.096154,0.000000,75.394102,4
1.7730,113.176091,-3.115442,-3.119564,81.2522,74.2719,60.2570,-3.116567,0.000000,75.384488,4
1.7740,113.258620,-3.044485,-3.058221,82.5287,70.9414,61.3299,-3.048231,0.000000,75.378563,4
1.7750,113.341372,-2.975932,-2.995592,82.7520,68.5385,62.6154,-2.981294,0.000000,75.374658,4
1.7760,113.423188,-2.908237,-2.931802,81.8163,67.6809,63.7766,-2.914664,0.000000,75.370726,4
1.7770,113.503068,-2.839634,-2.867132,79.8795,68.5899,64.6586,-2.847134,0.000000,75.365039,4
1.7780,113.580386,-2.768609,-2.801794,77.3182,71.0131,65.3269,-2.777660,0.000000,75.356767,4
1.7790,113.655008,-2.694295,-2.735752,74.6216,74.3033,66.0337,-2.705602,0.000000,75.346278,4
1.7800,113.727283,-2.616672,-2.668619,72.2759,77.6140,67.1269,-2.630840,0.000000,75.335095,4
1.7810,113.797947,-2.536549,-2.599677,70.6639,80.1165,68.9367,-2.553765,0.000000,75.325569,4
1.7820,113.867929,-2.455355,-2.528009,69.9819,81.1885,71.6644,-2.475169,0.000000,75.320300,4
1.7830,113.938121,-2.374788,-2.452712,70.1915,80.5637,75.2954,-2.396040,0.000000,75.321464,4
1.7840,114.009160,-2.296382,-2.373141,71.0388,78.4052,79.5695,-2.317316,0.000000,75.330234,4
1.7850,114.081294,-2.221124,-2.289114,72.1341,75.2602,84.0281,-2.239667,0.000000,75.346434,4
1.7860,114.154349,-2.149216,-2.201005,73.0553,71.9144,88.1112,-2.163340,0.000000,75.368492,4
1.7870,114.227802,-2.080017,-2.109748,73.4525,69.2075,91.2608,-2.088126,0.000000,75.393679,4
1.7880,114.300946,-2.012187,-2.016732,73.1449,67.8406,93.0212,-2.013427,0.000000,75.418637,4
1.7890,114.373130,-1.944011,-1.923598,72.1832,68.1880,93.1415,-1.938444,0.000000,75.440124,4
1.7900,114.443971,-1.873855,-1.831954,70.8409,70.1693,91.6516,-1.862427,0.000000,75.455722,4
1.7910,114.513502,-1.800605,-1.743107,69.5318,73.2630,88.8567,-1.784923,0.000000,75.464302,4
1.7920,114.582200,-1.723950,-1.657872,68.6974,76.6669,85.2451,-1.705929,0.000000,75.466150,4
1.7930,114.650895,-1.644444,-1.576518,68.6951,79.5183,81.3663,-1.625919,0.000000,75.462772,4
1.7940,114.720596,-1.563357,-1.498809,69.7015,81.0991,77.7216,-1.545753,0.000000,75.456434,4
1.7950,114.792248,-1.482362,-1.424151,71.6519,81.0081,74.6715,-1.466486,0.000000,75.449528,4
1.7960,114.866501,-1.403107,-1.351802,74.2522,79.2684,72.3643,-1.389115,0.000000,75.443928,4
1.7970,114.943557,-1.326804,-1.281099,77.0568,76.3179,70.7190,-1.314339,0.000000,75.440525,4
1.7980,115.023129,-1.253936,-1.211635,79.5717,72.8830,69.4799,-1.242400,0.000000,75.439041,4
1.7990,115.104480,-1.184154,-1.143336,81.3510,69.7984,68.3154,-1.173022,0.000000,75.438142,4
1.8000,115.186569,-1.116343,-1.076425,82.0893,67.8258,66.9272,-1.105456,0.000000,75.435815,4
1.8010,115.268273,-1.048880,-1.011289,81.7032,67.4768,65.1496,-1.038628,0.000000,75.429975,4
1.8020,115.348635,-0.980031,-0.948280,80.3626,68.8609,63.0220,-0.971371,0.000000,75.419141,4
1.8030,115.427076,-0.908405,-0.887488,78.4412,71.6332,60.8022,-0.902700,0.000000,75.402961,4
1.8040,115.503489,-0.833321,-0.828584,76.4122,75.0877,58.9109,-0.832029,0.000000,75.382436,4
