t,phi,alpha,theta,phi_dot,alpha_dot,theta_dot,beta,delta_cmd,delta_actual,phase
0.0010,0.000000,0.087266,0.087266,0.0000,0.0000,0.0000,0.087266,0.000000,0.000000,0
0.0020,0.000010,0.087266,0.087266,0.0102,0.0000,0.0000,0.087266,0.000000,-0.000009,0
0.0030,0.000031,0.087282,0.087274,0.0211,0.0160,0.0075,0.087280,0.000000,-0.000026,0
0.0040,0.000063,0.087315,0.087289,0.0320,0.0330,0.0155,0.087308,0.000000,-0.000053,0
0.0050,0.000106,0.087365,0.087313,0.0428,0.0500,0.0235,0.087350,0.000000,-0.000088,0
0.0060,0.000160,0.087432,0.087344,0.0537,0.0669,0.0315,0.087406,0.000000,-0.000132,0
0.0070,0.000224,0.087516,0.087384,0.0645,0.0838,0.0396,0.087477,0.000000,-0.000185,0
0.0080,0.000300,0.087617,0.087432,0.0752,0.1006,0.0477,0.087562,0.000000,-0.000247,0
0.0090,0.000385,0.087734,0.087487,0.0860,0.1174,0.0558,0.087662,0.000000,-0.000317,0
0.0100,0.000482,0.087868,0.087551,0.0967,0.1341,0.0639,0.087775,0.000000,-0.000396,0
0.0110,0.000590,0.088019,0.087623,0.1075,0.1509,0.0720,0.087903,0.000000,-0.000483,0
0.0120,0.000708,0.088187,0.087703,0.1182,0.1676,0.0802,0.088045,0.000000,-0.000579,0
0.0130,0.000837,0.088371,0.087792,0.1289,0.1842,0.0883,0.088201,0.000000,-0.000684,0
0.0140,0.000976,0.088572,0.087888,0.1396,0.2009,0.0966,0.088371,0.000000,-0.000796,0
0.0150,0.001127,0.088789,0.087993,0.1503,0.2175,0.1048,0.088555,0.000000,-0.000917,0
0.0160,0.001288,0.089024,0.088106,0.1610,0.2342,0.1131,0.088754,0.000000,-0.001047,0
0.0170,0.001459,0.089274,0.088228,0.1717,0.2508,0.1213,0.088966,0.000000,-0.001185,0
0.0180,0.001642,0.089542,0.088357,0.1824,0.2674,0.1297,0.089193,0.000000,-0.001330,0
0.0190,0.001835,0.089826,0.088495,0.1931,0.2840,0.1380,0.089434,0.000000,-0.001485,0
0.0200,0.002039,0.090126,0.088642,0.2037,0.3006,0.1464,0.089690,0.000000,-0.001647,0
0.0210,0.002253,0.090443,0.088796,0.2144,0.3171,0.1548,0.089959,0.000000,-0.001818,0
0.0220,0.002478,0.090777,0.088960,0.2251,0.3337,0.1632,0.090243,0.000000,-0.001996,0
0.0230,0.002714,0.091127,0.089131,0.2357,0.3503,0.1716,0.090540,0.000000,-0.002183,0
0.0240,0.002960,0.091494,0.089311,0.2464,0.3669,0.1801,0.090852,0.000000,-0.002378,0
0.0250,0.003217,0.091878,0.089500,0.2571,0.3834,0.1886,0.091178,0.000000,-0.002581,0
0.0260,0.003485,0.092278,0.089697,0.2677,0.4000,0.1971,0.091519,0.000000,-0.002792,0
0.0270,0.003763,0.092694,0.089903,0.2784,0.4166,0.2056,0.091873,0.000000,-0.003011,0
0.0280,0.004052,0.093127,0.090117,0.2890,0.4331,0.2142,0.092242,0.000000,-0.003238,0
0.0290,0.004352,0.093577,0.090339,0.2996,0.4497,0.2228,0.092625,0.000000,-0.003472,0
0.0300,0.004662,0.094043,0.090571,0.3103,0.4663,0.2314,0.093022,0.000000,-0.003715,0
0.0310,0.004983,0.094526,0.090811,0.3209,0.4829,0.2400,0.093433,0.000000,-0.003966,0
0.0320,0.005315,0.095026,0.091060,0.3316,0.4994,0.2487,0.093859,0.000000,-0.004225,0
0.0330,0.005657,0.095542,0.091317,0.3422,0.5160,0.2574,0.094299,0.000000,-0.004491,0
0.0340,0.006010,0.096074,0.091583,0.3528,0.5326,0.2661,0.094753,0.000000,-0.004766,0
0.0350,0.006373,0.096624,0.091858,0.3635,0.5493,0.2748,0.095222,0.000000,-0.005048,0
0.0360,0.006747,0.097189,0.092141,0.3741,0.5659,0.2835,0.095705,0.000000,-0.005338,0
0.0370,0.007132,0.097772,0.092434,0.3847,0.5825,0.2923,0.096202,0.000000,-0.005636,0
0.0380,0.007528,0.098371,0.092735,0.3954,0.5992,0.3011,0.096713,0.000000,-0.005942,0
0.0390,0.007934,0.098987,0.093045,0.4060,0.6158,0.3099,0.097239,0.000000,-0.006256,0
0.0400,0.008350,0.099619,0.093363,0.4166,0.6325,0.3188,0.097779,0.000000,-0.006578,0
0.0410,0.008777,0.100269,0.093691,0.4273,0.6492,0.3276,0.098334,0.000000,-0.006907,0
0.0420,0.009215,0.100935,0.094028,0.4379,0.6659,0.3365,0.098903,0.000000,-0.007244,0
0.0430,0.009664,0.101617,0.094373,0.4485,0.6826,0.3454,0.099487,0.000000,-0.007589,0
0.0440,0.010123,0.102317,0.094727,0.4592,0.6994,0.3543,0.100084,0.000000,-0.007942,0
0.0450,0.010593,0.103033,0.095091,0.4698,0.7162,0.3633,0.100697,0.000000,-0.008303,0
0.0460,0.011073,0.103766,0.095463,0.4804,0.7330,0.3723,0.101324,0.000000,-0.008671,0
0.0470,0.011564,0.104515,0.095844,0.4911,0.7498,0.3813,0.101965,0.000000,-0.009048,0
0.0480,0.012066,0.105282,0.096234,0.5017,0.7666,0.3903,0.102621,0.000000,-0.009432,0
0.0490,0.012578,0.106066,0.096634,0.5123,0.7835,0.3993,0.103292,0.000000,-0.009824,0
0.0500,0.013101,0.106866,0.097042,0.5230,0.8004,0.4084,0.103977,0.000000,-0.010224,0
0.0510,0.013635,0.107683,0.097460,0.5336,0.8173,0.4175,0.104676,0.000000,-0.010631,0
0.0520,0.014179,0.108517,0.097886,0.5443,0.8342,0.4266,0.105391,0.000000,-0.011047,0
0.0530,0.014734,0.109369,0.098322,0.5549,0.8512,0.4357,0.106120,0.000000,-0.011470,0
0.0540,0.015300,0.110237,0.098767,0.5656,0.8682,0.4448,0.106863,0.000000,-0.011901,0
0.0550,0.015876,0.111122,0.099221,0.5762,0.8852,0.4540,0.107622,0.000000,-0.012341,0
0.0560,0.016463,0.112024,0.099684,0.5869,0.9023,0.4632,0.108395,0.000000,-0.012788,0
0.0570,0.017060,0.112944,0.100156,0.5975,0.9194,0.4724,0.109183,0.000000,-0.013243,0
0.0580,0.017668,0.113880,0.100638,0.6082,0.9365,0.4816,0.109985,0.000000,-0.013705,0
0.0590,0.018287,0.114834,0.101129,0.6188,0.9537,0.4909,0.110803,0.000000,-0.014176,0
0.0600,0.018917,0.115805,0.101629,0.6295,0.9709,0.5001,0.111635,0.000000,-0.014655,0
0.0610,0.019557,0.116793,0.102138,0.6402,0.9881,0.5094,0.112483,0.000000,-0.015141,0
0.0620,0.020208,0.117798,0.102657,0.6509,1.0054,0.5187,0.113345,0.000000,-0.015636,0
0.0630,0.020869,0.118821,0.103185,0.6615,1.0227,0.5281,0.114222,0.000000,-0.016139,0
0.0640,0.021541,0.119861,0.103722,0.6722,1.0401,0.5374,0.115114,0.000000,-0.016649,0
0.0650,0.022224,0.120919,0.104269,0.6829,1.0575,0.5468,0.116022,0.000000,-0.017168,0
0.0660,0.022918,0.121994,0.104825,0.6936,1.0749,0.5562,0.116944,0.000000,-0.017695,0
0.0670,0.023622,0.123086,0.105391,0.7043,1.0924,0.5656,0.117882,0.000000,-0.018230,0
0.0680,0.024337,0.124196,0.105966,0.7150,1.1099,0.5751,0.118834,0.000000,-0.018773,0
0.0690,0.025063,0.125323,0.106551,0.7257,1.1275,0.5845,0.119802,0.000000,-0.019324,0
0.0700,0.025799,0.126468,0.107145,0.7364,1.1451,0.5940,0.120785,0.000000,-0.019883,0
0.0710,0.026546,0.127631,0.107748,0.7471,1.1628,0.6035,0.121783,0.000000,-0.020451,0
0.0720,0.027304,0.128812,0.108361,0.7578,1.1805,0.6130,0.122797,0.000000,-0.021026,0
0.0730,0.028073,0.130010,0.108984,0.7686,1.1982,0.6226,0.123826,0.000000,-0.021610,0
0.0740,0.028852,0.131226,0.109616,0.7793,1.2160,0.6322,0.124870,0.000000,-0.022202,0
0.0750,0.029642,0.132460,0.110258,0.7900,1.2339,0.6418,0.125930,0.000000,-0.022803,0
0.0760,0.030443,0.133712,0.110909,0.8008,1.2518,0.6514,0.127005,0.000000,-0.023411,0
0.0770,0.031254,0.134981,0.111570,0.8115,1.2698,0.6610,0.128096,0.000000,-0.024029,0
0.0780,0.032077,0.136269,0.112241,0.8223,1.2878,0.6707,0.129202,0.000000,-0.024654,0
0.0790,0.032910,0.137575,0.112921,0.8330,1.3059,0.6804,0.130324,0.000000,-0.025288,0
0.0800,0.033754,0.138899,0.113611,0.8438,1.3240,0.6901,0.131461,0.000000,-0.025930,0
0.0810,0.034608,0.140241,0.114311,0.8546,1.3422,0.6998,0.132615,0.000000,-0.026581,0
0.0820,0.035473,0.141602,0.115020,0.8653,1.3604,0.7095,0.133784,0.000000,-0.027241,0
0.0830,0.036350,0.142980,0.115740,0.8761,1.3787,0.7193,0.134968,0.000000,-0.027908,0
0.0840,0.037236,0.144377,0.116469,0.8869,1.3970,0.7291,0.136169,0.000000,-0.028585,0
0.0850,0.038134,0.145793,0.117208,0.8977,1.4155,0.7389,0.137385,0.000000,-0.029270,0
0.0860,0.039043,0.147227,0.117957,0.9085,1.4339,0.7488,0.138618,0.000000,-0.029964,0
0.0870,0.039962,0.148679,0.118715,0.9193,1.4525,0.7586,0.139866,0.000000,-0.030667,0
0.0880,0.040892,0.150150,0.119484,0.9301,1.4711,0.7685,0.141131,0.000000,-0.031378,0
0.0890,0.041833,0.151640,0.120262,0.9410,1.4897,0.7784,0.142411,0.000000,-0.032098,0
0.0900,0.042785,0.153148,0.121050,0.9518,1.5085,0.7883,0.143708,0.000000,-0.032827,0
0.0910,0.043748,0.154676,0.121849,0.9626,1.5272,0.7983,0.145021,0.000000,-0.033565,0
0.0920,0.044721,0.156222,0.122657,0.9735,1.5461,0.8083,0.146350,0.000000,-0.034312,0
0.0930,0.045705,0.157787,0.123475,0.9843,1.5650,0.8183,0.147695,0.000000,-0.035067,0
0.0940,0.046701,0.159371,0.124304,0.9952,1.5840,0.8283,0.149057,0.000000,-0.035832,0
0.0950,0.047707,0.160974,0.125142,1.0061,1.6031,0.8384,0.150435,0.000000,-0.036606,0
0.0960,0.048724,0.162596,0.125990,1.0169,1.6222,0.8484,0.151830,0.000000,-0.037389,0
0.0970,0.049751,0.164238,0.126849,1.0278,1.6414,0.8585,0.153241,0.000000,-0.038181,0
0.0980,0.050790,0.165898,0.127718,1.0387,1.6607,0.8687,0.154669,0.000000,-0.038982,0
0.0990,0.051840,0.167578,0.128596,1.0496,1.6800,0.8788,0.156113,0.000000,-0.039792,0
0.1000,0.052900,0.169278,0.129485,1.0605,1.6994,0.8890,0.157574,0.000000,-0.040612,0
0.1010,0.053972,0.170997,0.130385,1.0714,1.7189,0.8992,0.159052,0.000000,-0.041441,0
0.1020,0.055054,0.172735,0.131294,1.0823,1.7385,0.9094,0.160547,0.000000,-0.042280,0
0.1030,0.056147,0.174493,0.132214,1.0933,1.7581,0.9197,0.162058,0.000000,-0.043127,0
0.1040,0.057251,0.176271,0.133144,1.1042,1.7778,0.9300,0.163587,0.000000,-0.043985,0
0.1050,0.058367,0.178069,0.134084,1.1151,1.7976,0.9403,0.165132,0.000000,-0.044852,0
0.1060,0.059493,0.179886,0.135034,1.1261,1.8175,0.9506,0.166694,0.000000,-0.045728,0
0.1070,0.060630,0.181724,0.135995,1.1371,1.8374,0.9610,0.168274,0.000000,-0.046614,0
0.1080,0.061778,0.183581,0.136967,1.1480,1.8575,0.9713,0.169871,0.000000,-0.047510,0
0.1090,0.062937,0.185459,0.137949,1.1590,1.8776,0.9818,0.171485,0.000000,-0.048416,0
0.1100,0.064107,0.187356,0.138941,1.1700,1.8978,0.9922,0.173117,0.000000,-0.049331,0
0.1110,0.065288,0.189274,0.139943,1.1809,1.9180,1.0027,0.174765,0.000000,-0.050256,0
0.1120,0.066480,0.191213,0.140957,1.1919,1.9384,1.0132,0.176432,0.000000,-0.051191,0
0.1130,0.067683,0.193172,0.141980,1.2029,1.9588,1.0237,0.178115,0.000000,-0.052136,0
0.1140,0.068896,0.195151,0.143014,1.2139,1.9793,1.0342,0.179817,0.000000,-0.053092,0
0.1150,0.070121,0.197151,0.144059,1.2250,1.9999,1.0448,0.181536,0.000000,-0.054057,0
0.1160,0.071357,0.199171,0.145115,1.2360,2.0206,1.0554,0.183272,0.000000,-0.055032,0
0.1170,0.072604,0.201213,0.146181,1.2470,2.0414,1.0661,0.185027,0.000000,-0.056018,0
0.1180,0.073862,0.203275,0.147257,1.2580,2.0622,1.0767,0.186799,0.000000,-0.057013,0
0.1190,0.075131,0.205358,0.148345,1.2691,2.0832,1.0874,0.188590,0.000000,-0.058019,0
0.1200,0.076412,0.207462,0.149443,1.2801,2.1042,1.0981,0.190398,0.000000,-0.059036,0
0.1210,0.077703,0.209588,0.150552,1.2912,2.1253,1.1089,0.192224,0.000000,-0.060063,0
0.1220,0.079005,0.211734,0.151672,1.3022,2.1465,1.1197,0.194069,0.000000,-0.061100,0
0.1230,0.080318,0.213902,0.152802,1.3133,2.1678,1.1305,0.195931,0.000000,-0.062148,0
0.1240,0.081643,0.216091,0.153943,1.3243,2.1892,1.1414,0.197812,0.000000,-0.063206,0
0.1250,0.082978,0.218302,0.155096,1.3354,2.2106,1.1522,0.199712,0.000000,-0.064275,0
0.1260,0.084324,0.220534,0.156259,1.3465,2.2322,1.1632,0.201630,0.000000,-0.065355,0
0.1270,0.085682,0.222788,0.157433,1.3576,2.2538,1.1741,0.203566,0.000000,-0.066445,0
0.1280,0.087051,0.225063,0.158618,1.3686,2.2756,1.1851,0.205521,0.000000,-0.067547,0
0.1290,0.088430,0.227361,0.159814,1.3797,2.2974,1.1961,0.207494,0.000000,-0.068659,0
0.1300,0.089821,0.229680,0.161021,1.3908,2.3193,1.2071,0.209486,0.000000,-0.069782,0
0.1310,0.091223,0.232022,0.162240,1.4019,2.3414,1.2182,0.211497,0.000000,-0.070916,0
0.1320,0.092636,0.234385,0.163469,1.4130,2.3635,1.2293,0.213527,0.000000,-0.072061,0
0.1330,0.094060,0.236771,0.164709,1.4241,2.3857,1.2405,0.215576,0.000000,-0.073218,0
0.1340,0.095495,0.239179,0.165961,1.4352,2.4080,1.2517,0.217644,0.000000,-0.074385,0
0.1350,0.096942,0.241609,0.167224,1.4463,2.4304,1.2629,0.219731,0.000000,-0.075564,0
0.1360,0.098399,0.244062,0.168498,1.4574,2.4529,1.2741,0.221837,0.000000,-0.076754,0
0.1370,0.099868,0.246537,0.169783,1.4685,2.4754,1.2854,0.223963,0.000000,-0.077955,0
0.1380,0.101347,0.249035,0.171080,1.4796,2.4981,1.2967,0.226107,0.000000,-0.079168,0
0.1390,0.102838,0.251556,0.172388,1.4907,2.5209,1.3081,0.228272,0.000000,-0.080392,0
0.1400,0.104340,0.254100,0.173708,1.5018,2.5437,1.3195,0.230455,0.000000,-0.081628,0
0.1410,0.105853,0.256667,0.175039,1.5129,2.5667,1.3309,0.232658,0.000000,-0.082876,0
0.1420,0.107377,0.259257,0.176381,1.5240,2.5898,1.3424,0.234881,0.000000,-0.084135,0
0.1430,0.108912,0.261869,0.177735,1.5351,2.6129,1.3539,0.237124,0.000000,-0.085405,0
0.1440,0.110458,0.264506,0.179100,1.5462,2.6362,1.3654,0.239386,0.000000,-0.086688,0
0.1450,0.112016,0.267165,0.180477,1.5573,2.6595,1.3770,0.241669,0.000000,-0.087982,0
0.1460,0.113584,0.269848,0.181866,1.5684,2.6829,1.3886,0.243971,0.000000,-0.089288,0
0.1470,0.115164,0.272555,0.183266,1.5795,2.7065,1.4003,0.246293,0.000000,-0.090606,0
0.1480,0.116754,0.275285,0.184678,1.5906,2.7301,1.4120,0.248636,0.000000,-0.091936,0
0.1490,0.118356,0.278038,0.186102,1.6017,2.7538,1.4238,0.250998,0.000000,-0.093278,0
0.1500,0.119969,0.280816,0.187538,1.6127,2.7776,1.4355,0.253381,0.000000,-0.094633,0
0.1510,0.121592,0.283618,0.188985,1.6238,2.8016,1.4474,0.255785,0.000000,-0.095999,0
0.1520,0.123227,0.286443,0.190444,1.6349,2.8256,1.4592,0.258208,0.000000,-0.097378,0
0.1530,0.124873,0.289293,0.191915,1.6459,2.8497,1.4712,0.260652,0.000000,-0.098768,0
0.1540,0.126530,0.292167,0.193399,1.6569,2.8739,1.4831,0.263117,0.000000,-0.100171,0
0.1550,0.128198,0.295065,0.194894,1.6680,2.8982,1.4951,0.265603,0.000000,-0.101587,0
0.1560,0.129877,0.297988,0.196401,1.6790,2.9226,1.5072,0.268109,0.000000,-0.103015,0
0.1570,0.131567,0.300935,0.197920,1.6900,2.9471,1.5192,0.270636,0.000000,-0.104455,0
0.1580,0.133268,0.303906,0.199451,1.7010,2.9716,1.5314,0.273184,0.000000,-0.105908,0
0.1590,0.134980,0.306903,0.200995,1.7120,2.9963,1.5435,0.275753,0.000000,-0.107373,0
0.1600,0.136703,0.309924,0.202551,1.7229,3.0211,1.5558,0.278343,0.000000,-0.108851,0
0.1610,0.138437,0.312970,0.204119,1.7339,3.0459,1.5680,0.280955,0.000000,-0.110341,0
0.1620,0.140182,0.316040,0.205699,1.7448,3.0709,1.5803,0.283587,0.000000,-0.111845,0
0.1630,0.141937,0.319136,0.207292,1.7557,3.0959,1.5927,0.286241,0.000000,-0.113361,0
0.1640,0.143704,0.322257,0.208897,1.7666,3.1211,1.6051,0.288916,0.000000,-0.114889,0
0.1650,0.145481,0.325404,0.210514,1.7775,3.1463,1.6176,0.291613,0.000000,-0.116431,0
0.1660,0.147270,0.328575,0.212145,1.7883,3.1716,1.6301,0.294331,0.000000,-0.117985,0
0.1670,0.149069,0.331772,0.213787,1.7991,3.1970,1.6426,0.297071,0.000000,-0.119552,0
0.1680,0.150879,0.334995,0.215442,1.8099,3.2225,1.6552,0.299832,0.000000,-0.121132,0
0.1690,0.152700,0.338243,0.217110,1.8207,3.2480,1.6679,0.302616,0.000000,-0.122726,0
0.1700,0.154531,0.341516,0.218791,1.8315,3.2737,1.6806,0.305421,0.000000,-0.124332,0
0.1710,0.156373,0.344816,0.220484,1.8422,3.2994,1.6934,0.308248,0.000000,-0.125951,0
0.1720,0.158226,0.348141,0.222190,1.8529,3.3253,1.7062,0.311097,0.000000,-0.127583,0
0.1730,0.160090,0.351492,0.223910,1.8636,3.3512,1.7190,0.313968,0.000000,-0.129228,0
0.1740,0.161964,0.354870,0.225641,1.8742,3.3772,1.7320,0.316861,0.000000,-0.130886,0
0.1750,0.163849,0.358273,0.227386,1.8848,3.4033,1.7449,0.319777,0.000000,-0.132558,0
0.1760,0.165744,0.361702,0.229144,1.8954,3.4294,1.7580,0.322715,0.000000,-0.134242,0
0.1770,0.167650,0.365158,0.230915,1.9059,3.4556,1.7710,0.325675,0.000000,-0.135940,0
0.1780,0.169566,0.368640,0.232700,1.9164,3.4820,1.7842,0.328657,0.000000,-0.137651,0
0.1790,0.171493,0.372148,0.234497,1.9268,3.5083,1.7974,0.331663,0.000000,-0.139375,0
0.1800,0.173430,0.375683,0.236308,1.9373,3.5348,1.8106,0.334690,0.000000,-0.141113,0
0.1810,0.175378,0.379244,0.238131,1.9476,3.5613,1.8239,0.337741,0.000000,-0.142864,0
0.1820,0.177336,0.382832,0.239969,1.9579,3.5879,1.8373,0.340814,0.000000,-0.144627,0
0.1830,0.179304,0.386447,0.241819,1.9682,3.6146,1.8507,0.343909,0.000000,-0.146405,0
0.1840,0.181283,0.390088,0.243684,1.9785,3.6414,1.8642,0.347028,0.000000,-0.148195,0
0.1850,0.183271,0.393756,0.245561,1.9886,3.6682,1.8777,0.350170,0.000000,-0.149999,0
0.1860,0.185270,0.397451,0.247453,1.9988,3.6950,1.8913,0.353334,0.000000,-0.151816,0
0.1870,0.187279,0.401173,0.249358,2.0088,3.7220,1.9050,0.356522,0.000000,-0.153646,0
0.1880,0.189298,0.404922,0.251276,2.0189,3.7490,1.9187,0.359732,0.000000,-0.155490,0
0.1890,0.191327,0.408698,0.253209,2.0288,3.7760,1.9325,0.362966,0.000000,-0.157346,0
0.1900,0.193365,0.412502,0.255155,2.0387,3.8031,1.9463,0.366223,0.000000,-0.159217,0
0.1910,0.195414,0.416332,0.257115,2.0486,3.8303,1.9602,0.369503,0.000000,-0.161100,0
0.1920,0.197472,0.420189,0.259089,2.0583,3.8575,1.9742,0.372807,0.000000,-0.162996,0
0.1930,0.199540,0.424074,0.261078,2.0680,3.8848,1.9882,0.376134,0.000000,-0.164906,0
0.1940,0.201618,0.427986,0.263080,2.0777,3.9121,2.0024,0.379485,0.000000,-0.166829,0
0.1950,0.203705,0.431926,0.265097,2.0873,3.9395,2.0165,0.382858,0.000000,-0.168765,0
0.1960,0.205802,0.435893,0.267127,2.0967,3.9669,2.0308,0.386256,0.000000,-0.170715,0
0.1970,0.207908,0.439887,0.269172,2.1062,3.9944,2.0451,0.389677,0.000000,-0.172677,0
0.1980,0.210024,0.443909,0.271232,2.1155,4.0219,2.0594,0.393122,0.000000,-0.174653,0
0.1990,0.212148,0.447959,0.273306,2.1248,4.0494,2.0739,0.396590,0.000000,-0.176641,0
0.2000,0.214282,0.452036,0.275394,2.1340,4.0770,2.0884,0.400082,0.000000,-0.178643,0
0.2010,0.216425,0.456140,0.277497,2.1431,4.1046,2.1029,0.403598,0.000000,-0.180658,0
0.2020,0.218578,0.460272,0.279615,2.1521,4.1323,2.1176,0.407138,0.000000,-0.182685,0
0.2030,0.220739,0.464432,0.281747,2.1610,4.1599,2.1323,0.410701,0.000000,-0.184726,0
0.2040,0.222908,0.468620,0.283894,2.1698,4.1876,2.1471,0.414289,0.000000,-0.186779,0
0.2050,0.225087,0.472835,0.286056,2.1786,4.2153,2.1620,0.417900,0.000000,-0.188845,0
0.2060,0.227274,0.477078,0.288233,2.1872,4.2430,2.1769,0.421536,0.000000,-0.190924,0
0.2070,0.229470,0.481349,0.290425,2.1957,4.2708,2.1919,0.425195,0.000000,-0.193016,0
0.2080,0.231674,0.485648,0.292632,2.2042,4.2985,2.2070,0.428878,0.000000,-0.195120,0
0.2090,0.233887,0.489974,0.294854,2.2125,4.3263,2.2221,0.432586,0.000000,-0.197237,0
0.2100,0.236107,0.494328,0.297091,2.2207,4.3541,2.2373,0.436317,0.000000,-0.199366,0
0.2110,0.238336,0.498710,0.299344,2.2288,4.3818,2.2527,0.440073,0.000000,-0.201508,0
0.2120,0.240573,0.503119,0.301612,2.2368,4.4096,2.2680,0.443852,0.000000,-0.203661,0
0.2130,0.242818,0.507557,0.303895,2.2447,4.4374,2.2835,0.447656,0.000000,-0.205828,0
0.2140,0.245070,0.512022,0.306194,2.2525,4.4652,2.2990,0.451484,0.000000,-0.208006,0
0.2150,0.247330,0.516515,0.308509,2.2601,4.4929,2.3146,0.455337,0.000000,-0.210196,0
0.2160,0.249598,0.521036,0.310839,2.2676,4.5207,2.3303,0.459213,0.000000,-0.212399,0
0.2170,0.251873,0.525584,0.313185,2.2750,4.5484,2.3461,0.463114,0.000000,-0.214613,0
0.2180,0.254155,0.530160,0.315547,2.2822,4.5761,2.3619,0.467039,0.000000,-0.216839,0
0.2190,0.256444,0.534764,0.317925,2.2894,4.6038,2.3778,0.470988,0.000000,-0.219076,0
0.2200,0.258741,0.539395,0.320319,2.2963,4.6314,2.3938,0.474961,0.000000,-0.221325,0
0.2210,0.261044,0.544054,0.322729,2.3032,4.6591,2.4099,0.478959,0.000000,-0.223586,0
0.2220,0.263354,0.548741,0.325155,2.3099,4.6867,2.4261,0.482980,0.000000,-0.225858,0
0.2230,0.265670,0.553455,0.327597,2.3164,4.7142,2.4423,0.487026,0.000000,-0.228141,0
0.2240,0.267993,0.558197,0.330056,2.3228,4.7417,2.4586,0.491097,0.000000,-0.230435,0
0.2250,0.270322,0.562966,0.332531,2.3290,4.7692,2.4751,0.495191,0.000000,-0.232740,0
0.2260,0.272657,0.567763,0.335023,2.3351,4.7966,2.4915,0.499310,0.000000,-0.235056,0
0.2270,0.274998,0.572587,0.337531,2.3410,4.8240,2.5081,0.503453,0.000000,-0.237383,0
0.2280,0.277345,0.577438,0.340055,2.3468,4.8513,2.5248,0.507620,0.000000,-0.239720,0
0.2290,0.279697,0.582317,0.342597,2.3524,4.8786,2.5415,0.511811,0.000000,-0.242067,0
0.2300,0.282055,0.587222,0.345155,2.3578,4.9057,2.5583,0.516026,0.000000,-0.244425,0
0.2310,0.284418,0.592155,0.347731,2.3630,4.9329,2.5752,0.520266,0.000000,-0.246792,0
0.2320,0.286786,0.597115,0.350323,2.3681,4.9599,2.5922,0.524529,0.000000,-0.249170,0
0.2330,0.289159,0.602102,0.352932,2.3730,4.9869,2.6093,0.528817,0.000000,-0.251557,0
0.2340,0.291537,0.607116,0.355559,2.3777,5.0138,2.6265,0.533128,0.000000,-0.253954,0
0.2350,0.293919,0.612156,0.358202,2.3822,5.0406,2.6437,0.537464,0.000000,-0.256360,0
0.2360,0.296306,0.617224,0.360863,2.3865,5.0673,2.6610,0.541824,0.000000,-0.258776,0
0.2370,0.298696,0.622318,0.363542,2.3907,5.0939,2.6785,0.546207,0.000000,-0.261200,0
0.2380,0.301091,0.627438,0.366238,2.3946,5.1204,2.6960,0.550614,0.000000,-0.263634,0
0.2390,0.303489,0.632585,0.368951,2.3983,5.1469,2.7135,0.555046,0.000000,-0.266076,0
0.2400,0.305891,0.637758,0.371682,2.4019,5.1732,2.7312,0.559501,0.000000,-0.268526,0
0.2410,0.308296,0.642957,0.374431,2.4052,5.1994,2.7490,0.563979,0.000000,-0.270985,0
0.2420,0.310705,0.648183,0.377198,2.4083,5.2255,2.7668,0.568482,0.000000,-0.273451,0
0.2430,0.313116,0.653434,0.379983,2.4112,5.2515,2.7848,0.573008,0.000000,-0.275926,0
0.2440,0.315530,0.658712,0.382786,2.4139,5.2774,2.8028,0.577557,0.000000,-0.278408,0
0.2450,0.317946,0.664015,0.385607,2.4164,5.3031,2.8209,0.582130,0.000000,-0.280898,0
0.2460,0.320365,0.669344,0.388446,2.4186,5.3287,2.8391,0.586727,0.000000,-0.283395,0
0.2470,0.322785,0.674698,0.391303,2.4206,5.3542,2.8573,0.591346,0.000000,-0.285899,0
0.2480,0.325208,0.680077,0.394179,2.4224,5.3796,2.8757,0.595990,0.000000,-0.288409,0
0.2490,0.327632,0.685482,0.397073,2.4240,5.4048,2.8942,0.600656,0.000000,-0.290926,0
0.2500,0.330057,0.690912,0.399986,2.4253,5.4298,2.9127,0.605345,0.000000,-0.293450,0
0.2510,0.332483,0.696367,0.402917,2.4264,5.4547,2.9313,0.610058,0.000000,-0.295979,0
0.2520,0.334911,0.701846,0.405867,2.4272,5.4795,2.9500,0.614793,0.000000,-0.298515,0
0.2530,0.337338,0.707350,0.408836,2.4278,5.5041,2.9688,0.619552,0.000000,-0.301055,0
0.2540,0.339767,0.712879,0.411823,2.4281,5.5285,2.9877,0.624333,0.000000,-0.303602,0
0.2550,0.342195,0.718432,0.414830,2.4282,5.5528,3.0066,0.629137,0.000000,-0.306153,0
0.2560,0.344623,0.724009,0.417856,2.4281,5.5769,3.0257,0.633964,0.000000,-0.308709,0
0.2570,0.347051,0.729609,0.420900,2.4276,5.6009,3.0448,0.638813,0.000000,-0.311270,0
0.2580,0.349477,0.735234,0.423964,2.4270,5.6246,3.0640,0.643684,0.000000,-0.313835,0
0.2590,0.351904,0.740882,0.427048,2.4260,5.6482,3.0833,0.648578,0.000000,-0.316404,0
0.2600,0.354328,0.746554,0.430150,2.4248,5.6716,3.1027,0.653494,0.000000,-0.318976,0
0.2610,0.356752,0.752249,0.433272,2.4233,5.6949,3.1221,0.658432,0.000000,-0.321553,0
0.2620,0.359173,0.757967,0.436414,2.4216,5.7179,3.1416,0.663392,0.000000,-0.324132,0
0.2630,0.361593,0.763707,0.439575,2.4195,5.7407,3.1613,0.668375,0.000000,-0.326715,0
