t,phi,alpha,theta,phi_dot,alpha_dot,theta_dot,beta,delta_cmd,delta_actual,phase
0.0660,-4.883224,0.532860,-0.377517,-170.1409,-875.4489,1168.5027,0.265102,0.936743,70.855430,2
0.0670,-4.214920,-0.874441,0.865950,668.3032,-1407.2941,1243.4570,-0.362561,0.936743,72.714595,3
0.0680,-4.963359,-2.582329,1.017228,-748.4389,-1707.6679,151.3522,-1.523636,0.932059,74.424319,3
0.0690,-6.014028,2.925970,1.952066,-1050.6684,-774.9502,934.5230,2.639528,0.918008,76.291160,3
0.0700,-7.817288,2.565308,-2.824941,-1803.2605,-360.8830,1505.4528,0.979941,0.894590,75.702389,3
0.0710,-9.374109,-1.628724,-1.324559,-1556.8206,2088.4970,1499.8373,-1.539264,0.861804,75.316075,3
0.0720,-4.659694,0.529154,0.447006,4714.4148,2021.4888,1649.1673,0.504993,0.819650,77.686063,3
0.0730,-8.668768,2.779446,-1.215900,-4009.0737,143.9779,1386.1163,1.604344,0.768129,48.738692,3
0.0010,12.602235,2.554347,1.027556,21271.0027,4631.4653,15711.3938,2.105291,0.707241,1193.439575,3
0.0020,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.636985,0.000000,3
0.0030,-0.012589,-0.000000,-0.000000,-12.5885,0.0000,0.0000,-0.000000,0.557362,0.083501,3
0.0040,-0.035987,-0.039836,0.043665,-23.3980,-39.8358,43.6655,-0.015277,0.468372,0.238777,3
0.0050,-0.067362,-0.113888,0.124889,-31.3759,-74.0519,81.2235,-0.043659,0.379381,0.448189,3
0.0060,-0.102691,-0.213465,0.234725,-35.3289,-99.5769,109.8356,-0.081644,0.299758,0.687897,3
0.0070,-0.138095,-0.326539,0.361359,-35.4038,-113.0740,126.6342,-0.124216,0.229502,0.935941,3
0.0080,-0.171150,-0.441805,0.494136,-33.0551,-115.2665,132.7769,-0.166529,0.168614,1.179174,3
0.0090,-0.200912,-0.552294,0.626880,-29.7615,-110.4886,132.7439,-0.205478,0.117093,1.412532,3
0.0100,-0.227331,-0.655103,0.757429,-26.4189,-102.8087,130.5497,-0.239652,0.074939,1.635261,3
0.0110,-0.250820,-0.749551,0.885710,-23.4897,-94.4481,128.2808,-0.268592,0.042153,1.848361,3
0.0120,-0.272046,-0.835936,1.012425,-21.2253,-86.3852,126.7145,-0.292301,0.018735,2.053444,3
0.0130,-0.291821,-0.915013,1.138431,-19.7757,-79.0768,126.0057,-0.311059,0.004684,2.252293,3
0.0140,-0.311039,-0.987834,1.264459,-19.2176,-72.8211,126.0284,-0.325395,0.000000,2.446709,4
0.0150,-0.330584,-1.055723,1.390986,-19.5447,-67.8886,126.5273,-0.336102,0.000000,2.638464,4
0.0160,-0.351229,-1.120252,1.518212,-20.6450,-64.5297,127.2252,-0.344234,0.000000,2.829102,4
0.0170,-0.373507,-1.183179,1.645922,-22.2786,-62.9272,127.7107,-0.351091,0.000000,3.019762,4
0.0180,-0.397592,-1.246332,1.773430,-24.0843,-63.1527,127.5073,-0.358167,0.000000,3.211237,4
0.0190,-0.423252,-1.311380,1.899857,-25.6602,-65.0474,126.4278,-0.366898,0.000000,3.404075,4
0.0200,-0.449929,-1.379573,2.024502,-26.6776,-68.1936,124.6444,-0.378375,0.000000,3.598707,4
0.0210,-0.476875,-1.451627,2.147080,-26.9454,-72.0537,122.5779,-0.393184,0.000000,3.795555,4
0.0220,-0.503270,-1.527790,2.267765,-26.3954,-76.1631,120.6855,-0.411450,0.000000,3.995095,4
0.0230,-0.528296,-1.608028,2.387067,-25.0256,-80.2382,119.3015,-0.433000,0.000000,4.197862,4
0.0240,-0.551143,-1.692200,2.505662,-22.8475,-84.1717,118.5955,-0.457535,0.000000,4.404438,4
0.0250,-0.570998,-1.780172,2.624266,-19.8545,-87.9722,118.6036,-0.484749,0.000000,4.615415,4
0.0260,-0.587007,-1.871877,2.743538,-16.0096,-91.7051,119.2720,-0.514402,0.000000,4.831351,4
0.0270,-0.598253,-1.967330,2.864021,-11.2452,-95.4533,120.4830,-0.546345,0.000000,5.052707,4
0.0280,-0.603725,-2.066627,2.986079,-5.4722,-99.2967,122.0588,-0.580537,0.000000,5.279757,4
0.0290,-0.602322,-2.169931,3.109827,1.4032,-103.3037,123.7471,-0.617061,0.000000,5.512486,4
0.0300,-0.592868,-2.277463,-3.048162,9.4537,-107.5316,125.1965,-2.504139,0.000000,5.750453,4
0.0310,-0.574167,-2.389500,-2.922232,18.7010,-112.0374,125.9304,-2.546186,0.000000,5.992684,4
0.0320,-0.545073,-2.506402,-2.796903,29.0939,-116.9023,125.3284,-2.591844,0.000000,6.237577,4
0.0330,-0.504562,-2.628676,-2.674284,40.5111,-122.2735,122.6189,-2.642090,0.000000,6.482844,4
0.0340,-0.451778,-2.757085,-2.557426,52.7843,-128.4089,116.8586,-2.698362,0.000000,6.725376,4
0.0350,-0.386101,-2.892770,-2.450579,65.6764,-135.6854,106.8465,-2.762714,0.000000,6.960765,4
0.0360,-0.307483,-3.037236,-2.359657,78.6183,-144.4662,90.9225,-2.837948,0.000000,7.182120,4
0.0370,-0.217604,3.091375,-2.292875,89.8794,-154.5736,66.7818,1.507772,0.000000,7.378211,4
0.0380,-0.121994,2.927465,-2.260695,95.6098,-163.9099,32.1807,1.401536,0.000000,7.533803,4
0.0390,-0.029501,2.760612,-2.271956,92.4924,-166.8529,-11.2614,1.280445,0.000000,7.638647,4
0.0400,0.053944,2.602571,-2.325152,83.4458,-158.0403,-53.1963,1.153241,0.000000,7.697069,0
0.0410,0.127764,2.461543,-2.407759,73.8199,-141.0285,-82.6060,1.029395,0.000000,7.721102,1
0.0420,0.193579,2.338289,-2.506979,65.8144,-123.2533,-99.2203,0.913210,0.055249,7.721132,1
0.0430,0.252504,2.230395,-2.614844,58.9248,-107.8939,-107.8644,0.805325,0.220996,7.707904,1
0.0440,0.303748,2.134862,-2.723605,51.2449,-95.5330,-108.7608,0.705901,0.497242,7.698713,1
0.0450,0.344336,2.047668,-2.819989,40.5872,-87.1933,-96.3844,0.616004,0.883986,7.720096,1
0.0460,0.368841,1.962251,-2.884024,24.5051,-85.4172,-64.0344,0.536876,1.381228,7.808320,1
0.0470,0.368834,1.868929,-2.889121,-0.0071,-93.3221,-5.0976,0.469503,1.988968,8.005970,1
0.0480,0.333188,1.757369,-2.803031,-35.6460,-111.5596,86.0904,0.416075,2.707206,8.353127,1
0.0490,0.255493,1.624731,-2.588513,-77.6943,-132.6386,214.5173,0.385541,3.535943,8.874453,1
0.0500,0.167583,1.493843,-2.198074,-87.9108,-130.8875,390.4382,0.407985,4.475178,9.548952,1
0.0510,0.162032,1.435070,-1.582349,-5.5509,-58.7735,615.7237,0.547594,5.524911,10.355200,1
0.0520,0.246332,1.454412,-0.756758,84.3003,19.3419,825.5874,0.804068,6.574644,11.411627,1
0.0530,0.259785,1.290817,0.136073,13.4528,-163.5949,892.8278,0.951186,7.513879,12.960431,1
0.0540,-0.201706,0.764434,1.158494,-461.4913,-526.3817,1022.4200,0.880334,8.342616,14.881247,1
0.0550,-0.850272,-0.228717,2.086159,-648.5653,-993.1434,927.6536,0.452129,9.060854,16.585985,1
0.0560,-1.081972,-1.435491,2.584123,-231.7005,-1206.7246,497.9305,-0.253252,9.668594,18.803154,1
0.0570,-0.525650,-2.287262,-2.333664,556.3227,-851.7773,1365.3544,-2.300910,10.165836,21.158611,1
0.0580,0.171826,-2.953769,-0.644714,697.4759,-666.4466,1688.9141,-2.274635,10.552580,23.443995,1
0.0590,0.491829,3.119098,1.430353,320.0029,-210.3277,2075.0322,2.622408,10.828826,27.096908,1
0.0600,0.514169,1.938218,-2.380800,22.3396,-1180.7763,2471.7924,0.667919,10.994573,29.092567,1
0.0610,0.763052,2.981445,0.658086,248.8836,1043.0435,3038.3952,2.298104,11.049822,32.506240,2
0.0620,0.147988,0.727912,1.818226,-615.0644,-2253.4542,1160.1960,1.048592,11.049822,30.839605,2
0.0630,6.446381,-1.870805,-2.447127,6298.3929,-2593.3064,-4255.0382,-2.040312,11.049822,36.320648,2
0.0640,-8.768973,1.056237,-0.322226,-15215.3543,-9637.9212,-4157.2168,0.650807,11.049822,60.972509,2
0.0010,407.729348,1.153933,-0.705411,416498.3210,-39770.3791,-62981.8816,0.607067,11.049822,1140.750660,2
0.0020,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,11.049822,0.000000,2
0.0030,-0.062055,-0.000000,-0.000000,-62.0547,0.0000,0.0000,-0.000000,11.049822,0.411617,2
0.0040,-0.170249,-0.196369,0.215248,-108.1938,-196.3694,215.2475,-0.075306,11.049822,1.146735,2
0.0050,-0.263355,-0.542681,0.604054,-93.1061,-346.3104,388.8061,-0.205406,11.049822,1.913857,2
0.0060,-0.327688,-0.873320,1.040537,-64.3329,-330.6344,436.4789,-0.310421,11.049822,2.702258,2
0.0070,-0.415762,-1.136764,1.565495,-88.0746,-263.4374,524.9501,-0.341982,11.049822,3.625542,2
0.0080,-0.611479,-1.356398,2.269144,-195.7164,-219.6320,703.6375,-0.290062,11.049822,4.839299,2
0.0090,-0.764461,-1.764634,3.074665,-152.9820,-408.2356,805.5116,-0.341310,11.049822,6.555268,2
0.0100,-0.445546,-2.466891,-2.194809,318.9147,-702.2571,1013.7049,-2.386867,11.049822,8.433172,2
0.0110,0.127469,3.060001,-1.073197,573.0149,-756.2934,1121.6088,1.844355,11.049822,10.171976,2
0.0120,0.450862,2.237163,-0.157231,323.3933,-822.8219,915.9598,1.532930,11.049822,12.051616,2
0.0130,0.304271,1.912087,1.397333,-146.5908,-325.0561,1554.4495,1.760689,11.049822,14.672555,2
0.0140,0.047451,1.106549,-3.070451,-256.8202,-805.5000,1815.3674,-0.121980,11.049822,16.788667,2
0.0150,0.145222,1.322127,-0.738763,97.7705,215.5622,2331.5778,0.715983,11.049822,19.833644,2
0.0160,1.059889,-0.178091,0.805997,914.6674,-1500.1903,1544.7344,0.111347,11.049822,19.309803,2
0.0170,1.688627,0.288472,0.748718,628.7375,466.5845,-56.7898,0.423838,11.049822,19.782533,2
0.0180,2.600441,-0.348946,0.584031,911.8139,-635.6012,-163.3620,-0.074541,11.049822,20.488267,2
0.0190,2.749708,-1.415476,0.223235,149.2670,-1063.2550,-358.5114,-0.933503,11.049822,18.928364,2
0.0200,2.312984,-1.262660,-1.183852,-436.7235,159.1379,-1369.7395,-1.239481,11.049822,17.413741,2
0.0210,1.987803,-0.400876,-1.836692,-325.1815,847.9367,-653.9210,-0.823175,11.049822,17.339645,2
0.0220,1.730124,-0.023890,-1.533801,-257.6786,369.8287,296.3930,-0.467982,11.049822,17.724337,2
0.0230,1.489007,0.112538,-1.012682,-241.1169,130.6107,511.2014,-0.218409,11.049822,18.600139,2
0.0240,1.303161,-0.109765,-0.359182,-185.8460,-224.4463,647.1363,-0.183123,11.049822,19.924359,2
0.0250,1.310406,-0.595859,0.478943,7.2446,-485.6810,837.9257,-0.279741,11.049822,21.309064,2
0.0260,1.309517,-0.952356,1.507153,-0.8890,-356.3393,1027.9004,-0.228971,11.049822,22.769821,2
0.0270,1.012037,-0.962497,2.957768,-297.4792,-10.0875,1450.4866,0.190522,11.049822,24.385979,2
0.0280,0.985887,-1.396153,-2.142916,-26.1505,-433.6380,1182.4535,-1.615789,11.049822,27.054165,2
0.0290,0.806331,-2.604395,-0.682971,-179.5563,-1208.1776,1459.8388,-2.039270,11.049822,28.098909,2
0.0300,0.523814,3.133721,-0.183297,-282.5167,-545.0827,499.3342,2.158127,11.049822,29.106167,2
0.0310,0.242216,2.774852,0.465092,-281.5980,-358.8038,648.1943,2.095511,11.049822,30.357785,2
0.0320,-0.173628,2.433924,1.375782,-415.8443,-340.8348,910.6530,2.122705,11.049822,32.107941,2
0.0330,-1.041348,1.928522,2.620536,-867.7192,-505.3673,1244.7178,2.132055,11.049822,33.449789,2
0.0340,-1.610704,2.140384,-2.108938,-569.3567,211.8057,1553.5496,0.890584,11.049822,33.969027,2
0.0350,-2.064261,2.520644,-1.209441,-453.5565,379.7712,898.7704,1.423560,11.049822,34.872004,2
0.0360,-2.687861,2.549854,-0.277254,-623.6005,29.0076,931.7635,1.718352,11.049822,36.250610,2
0.0370,-3.302991,2.109353,0.660850,-615.1300,-440.4760,937.9450,1.683323,11.049822,38.496001,2
0.0380,-2.905407,0.837779,1.634669,397.5842,-1271.0179,972.9882,1.072158,11.049822,40.427577,2
0.0390,-4.271905,-1.021041,1.707424,-1366.4982,-1858.5446,72.6756,-0.218551,11.049822,41.040927,2
0.0400,-6.489945,-2.478856,0.862959,-2218.0399,-1456.5433,-844.7778,-1.495969,11.049822,39.821771,2
0.0410,-8.122363,-1.064866,1.057793,-1632.4179,1184.1331,46.3057,-0.440555,11.049822,47.754192,2
0.0010,-134.211041,0.307509,-2.203782,-126088.6782,-4232.7802,1923.0721,-0.431106,11.049822,-307.431388,2
0.0020,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,11.049822,0.000000,2
0.0030,-0.062055,-0.000000,-0.000000,-62.0547,0.0000,0.0000,-0.000000,11.049822,0.411617,2
0.0040,-0.170249,-0.196369,0.215248,-108.1938,-196.3694,215.2475,-0.075306,11.049822,1.146735,2
0.0050,-0.263355,-0.542681,0.604054,-93.1061,-346.3104,388.8061,-0.205406,11.049822,1.913857,2
0.0060,-0.327688,-0.873320,1.040537,-64.3329,-330.6344,436.4789,-0.310421,11.049822,2.702258,2
0.0070,-0.415762,-1.136764,1.565495,-88.0746,-263.4374,524.9501,-0.341982,11.049822,3.625542,2
0.0080,-0.611479,-1.356398,2.269144,-195.7164,-219.6320,703.6375,-0.290062,11.049822,4.839299,2
0.0090,-0.764461,-1.764634,3.074665,-152.9820,-408.2356,805.5116,-0.341310,11.049822,6.555268,2
0.0100,-0.445546,-2.466891,-2.194809,318.9147,-702.2571,1013.7049,-2.386867,11.049822,8.433172,2
0.0110,0.127469,3.060001,-1.073197,573.0149,-756.2934,1121.6088,1.844355,11.049822,10.171976,2
0.0120,0.450862,2.237163,-0.157231,323.3933,-822.8219,915.9598,1.532930,11.049822,12.051616,2
0.0130,0.304271,1.912087,1.397333,-146.5908,-325.0561,1554.4495,1.760689,11.049822,14.672555,2
0.0140,0.047451,1.106549,-3.070451,-256.8202,-805.5000,1815.3674,-0.121980,11.049822,16.788667,2
0.0150,0.145222,1.322127,-0.738763,97.7705,215.5622,2331.5778,0.715983,11.049822,19.833644,2
0.0160,1.059889,-0.178091,0.805997,914.6674,-1500.1903,1544.7344,0.111347,11.049822,19.309803,2
0.0170,1.688627,0.288472,0.748718,628.7375,466.5845,-56.7898,0.423838,11.049822,19.782533,2
0.0180,2.600441,-0.348946,0.584031,911.8139,-635.6012,-163.3620,-0.074541,11.049822,20.488267,2
0.0190,2.749708,-1.415476,0.223235,149.2670,-1063.2550,-358.5114,-0.933503,11.049822,18.928364,2
0.0200,2.312984,-1.262660,-1.183852,-436.7235,159.1379,-1369.7395,-1.239481,11.049822,17.413741,2
0.0210,1.987803,-0.400876,-1.836692,-325.1815,847.9367,-653.9210,-0.823175,11.049822,17.339645,2
0.0220,1.730124,-0.023890,-1.533801,-257.6786,369.8287,296.3930,-0.467982,11.049822,17.724337,2
0.0230,1.489007,0.112538,-1.012682,-241.1169,130.6107,511.2014,-0.218409,11.049822,18.600139,2
0.0240,1.303161,-0.109765,-0.359182,-185.8460,-224.4463,647.1363,-0.183123,11.049822,19.924359,2
0.0250,1.310406,-0.595859,0.478943,7.2446,-485.6810,837.9257,-0.279741,11.049822,21.309064,2
0.0260,1.309517,-0.952356,1.507153,-0.8890,-356.3393,1027.9004,-0.228971,11.049822,22.769821,2
0.0270,1.012037,-0.962497,2.957768,-297.4792,-10.0875,1450.4866,0.190522,11.049822,24.385979,2
0.0280,0.985887,-1.396153,-2.142916,-26.1505,-433.6380,1182.4535,-1.615789,11.049822,27.054165,2
0.0290,0.806331,-2.604395,-0.682971,-179.5563,-1208.1776,1459.8388,-2.039270,11.049822,28.098909,2
0.0300,0.523814,3.133721,-0.183297,-282.5167,-545.0827,499.3342,2.158127,11.049822,29.106167,2
0.0310,0.242216,2.774852,0.465092,-281.5980,-358.8038,648.1943,2.095511,11.049822,30.357785,2
0.0320,-0.173628,2.433924,1.375782,-415.8443,-340.8348,910.6530,2.122705,11.049822,32.107941,2
0.0330,-1.041348,1.928522,2.620536,-867.7192,-505.3673,1244.7178,2.132055,11.049822,33.449789,2
0.0340,-1.610704,2.140384,-2.108938,-569.3567,211.8057,1553.5496,0.890584,11.049822,33.969027,2
0.0350,-2.064261,2.520644,-1.209441,-453.5565,379.7712,898.7704,1.423560,11.049822,34.872004,2
0.0360,-2.687861,2.549854,-0.277254,-623.6005,29.0076,931.7635,1.718352,11.049822,36.250610,2
0.0370,-3.302991,2.109353,0.660850,-615.1300,-440.4760,937.9450,1.683323,11.049822,38.496001,2
0.0380,-2.905407,0.837779,1.634669,397.5842,-1271.0179,972.9882,1.072158,11.049822,40.427577,2
0.0390,-4.271905,-1.021041,1.707424,-1366.4982,-1858.5446,72.6756,-0.218551,11.049822,41.040927,2
0.0400,-6.489945,-2.478856,0.862959,-2218.0399,-1456.5433,-844.7778,-1.495969,11.049822,39.821771,2
0.0410,-8.122363,-1.064866,1.057793,-1632.4179,1184.1331,46.3057,-0.440555,11.049822,47.754192,2
0.0010,-134.211041,0.307509,-2.203782,-126088.6782,-4232.7802,1923.0721,-0.431106,11.049822,-307.431388,2
0.0020,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,11.049822,0.000000,2
0.0030,-0.062055,-0.000000,-0.000000,-62.0547,0.0000,0.0000,-0.000000,11.049822,0.411617,2
0.0040,-0.170249,-0.196369,0.215248,-108.1938,-196.3694,215.2475,-0.075306,11.049822,1.146735,2
0.0050,-0.263355,-0.542681,0.604054,-93.1061,-346.3104,388.8061,-0.205406,11.049822,1.913857,2
0.0060,-0.327688,-0.873320,1.040537,-64.3329,-330.6344,436.4789,-0.310421,11.049822,2.702258,2
0.0070,-0.415762,-1.136764,1.565495,-88.0746,-263.4374,524.9501,-0.341982,11.049822,3.625542,2
0.0080,-0.611479,-1.356398,2.269144,-195.7164,-219.6320,703.6375,-0.290062,11.049822,4.839299,2
0.0090,-0.764461,-1.764634,3.074665,-152.9820,-408.2356,805.5116,-0.341310,11.049822,6.555268,2
0.0100,-0.445546,-2.466891,-2.194809,318.9147,-702.2571,1013.7049,-2.386867,11.049822,8.433172,2
0.0110,0.127469,3.060001,-1.073197,573.0149,-756.2934,1121.6088,1.844355,11.049822,10.171976,2
0.0120,0.450862,2.237163,-0.157231,323.3933,-822.8219,915.9598,1.532930,11.049822,12.051616,2
0.0130,0.304271,1.912087,1.397333,-146.5908,-325.0561,1554.4495,1.760689,11.049822,14.672555,2
0.0140,0.047451,1.106549,-3.070451,-256.8202,-805.5000,1815.3674,-0.121980,11.049822,16.788667,2
0.0150,0.145222,1.322127,-0.738763,97.7705,215.5622,2331.5778,0.715983,11.049822,19.833644,2
0.0160,1.059889,-0.178091,0.805997,914.6674,-1500.1903,1544.7344,0.111347,11.049822,19.309803,2
0.0170,1.688627,0.288472,0.748718,628.7375,466.5845,-56.7898,0.423838,11.049822,19.782533,2
0.0180,2.600441,-0.348946,0.584031,911.8139,-635.6012,-163.3620,-0.074541,11.049822,20.488267,2
0.0190,2.749708,-1.415476,0.223235,149.2670,-1063.2550,-358.5114,-0.933503,11.049822,18.928364,2
0.0200,2.312984,-1.262660,-1.183852,-436.7235,159.1379,-1369.7395,-1.239481,11.049822,17.413741,2
0.0210,1.987803,-0.400876,-1.836692,-325.1815,847.9367,-653.9210,-0.823175,11.049822,17.339645,2
0.0220,1.730124,-0.023890,-1.533801,-257.6786,369.8287,296.3930,-0.467982,11.049822,17.724337,2
0.0230,1.489007,0.112538,-1.012682,-241.1169,130.6107,511.2014,-0.218409,11.049822,18.600139,2
0.0240,1.303161,-0.109765,-0.359182,-185.8460,-224.4463,647.1363,-0.183123,11.049822,19.924359,2
0.0250,1.310406,-0.595859,0.478943,7.2446,-485.6810,837.9257,-0.279741,11.049822,21.309064,2
0.0260,1.309517,-0.952356,1.507153,-0.8890,-356.3393,1027.9004,-0.228971,11.049822,22.769821,2
0.0270,1.012037,-0.962497,2.957768,-297.4792,-10.0875,1450.4866,0.190522,11.049822,24.385979,2
0.0280,0.985887,-1.396153,-2.142916,-26.1505,-433.6380,1182.4535,-1.615789,11.049822,27.054165,2
0.0290,0.806331,-2.604395,-0.682971,-179.5563,-1208.1776,1459.8388,-2.039270,11.049822,28.098909,2
0.0300,0.523814,3.133721,-0.183297,-282.5167,-545.0827,499.3342,2.158127,11.049822,29.106167,2
0.0310,0.242216,2.774852,0.465092,-281.5980,-358.8038,648.1943,2.095511,11.049822,30.357785,2
0.0320,-0.173628,2.433924,1.375782,-415.8443,-340.8348,910.6530,2.122705,11.049822,32.107941,2
0.0330,-1.041348,1.928522,2.620536,-867.7192,-505.3673,1244.7178,2.132055,11.049822,33.449789,2
0.0340,-1.610704,2.140384,-2.108938,-569.3567,211.8057,1553.5496,0.890584,11.049822,33.969027,2
0.0350,-2.064261,2.520644,-1.209441,-453.5565,379.7712,898.7704,1.423560,11.049822,34.872004,2
0.0360,-2.687861,2.549854,-0.277254,-623.6005,29.0076,931.7635,1.718352,11.049822,36.250610,2
0.0370,-3.302991,2.109353,0.660850,-615.1300,-440.4760,937.9450,1.683323,11.049822,38.496001,2
0.0380,-2.905407,0.837779,1.634669,397.5842,-1271.0179,972.9882,1.072158,11.049822,40.427577,2
0.0390,-4.271905,-1.021041,1.707424,-1366.4982,-1858.5446,72.6756,-0.218551,11.049822,41.040927,2
0.0400,-6.489945,-2.478856,0.862959,-2218.0399,-1456.5433,-844.7778,-1.495969,11.049822,39.821771,2
0.0410,-8.122363,-1.064866,1.057793,-1632.4179,1184.1331,46.3057,-0.440555,11.049822,47.754192,2
0.0010,-134.211041,0.307509,-2.203782,-126088.6782,-4232.7802,1923.0721,-0.431106,11.049822,-307.431388,2
0.0020,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,11.049822,0.000000,2
0.0030,-0.062055,-0.000000,-0.000000,-62.0547,0.0000,0.0000,-0.000000,11.049822,0.411617,2
0.0040,-0.170249,-0.196369,0.215248,-108.1938,-196.3694,215.2475,-0.075306,11.049822,1.146735,2
0.0050,-0.263355,-0.542681,0.604054,-93.1061,-346.3104,388.8061,-0.205406,11.049822,1.913857,2
0.0060,-0.327688,-0.873320,1.040537,-64.3329,-330.6344,436.4789,-0.310421,11.049822,2.702258,2
0.0070,-0.415762,-1.136764,1.565495,-88.0746,-263.4374,524.9501,-0.341982,11.049822,3.625542,2
0.0080,-0.611479,-1.356398,2.269144,-195.7164,-219.6320,703.6375,-0.290062,11.049822,4.839299,2
0.0090,-0.764461,-1.764634,3.074665,-152.9820,-408.2356,805.5116,-0.341310,11.049822,6.555268,2
0.0100,-0.445546,-2.466891,-2.194809,318.9147,-702.2571,1013.7049,-2.386867,11.049822,8.433172,2
0.0110,0.127469,3.060001,-1.073197,573.0149,-756.2934,1121.6088,1.844355,11.049822,10.171976,2
0.0120,0.450862,2.237163,-0.157231,323.3933,-822.8219,915.9598,1.532930,11.049822,12.051616,2
0.0130,0.304271,1.912087,1.397333,-146.5908,-325.0561,1554.4495,1.760689,11.049822,14.672555,2
0.0140,0.047451,1.106549,-3.070451,-256.8202,-805.5000,1815.3674,-0.121980,11.049822,16.788667,2
0.0150,0.145222,1.322127,-0.738763,97.7705,215.5622,2331.5778,0.715983,11.049822,19.833644,2
0.0160,1.059889,-0.178091,0.805997,914.6674,-1500.1903,1544.7344,0.111347,11.049822,19.309803,2
0.0170,1.688627,0.288472,0.748718,628.7375,466.5845,-56.7898,0.423838,11.049822,19.782533,2
0.0180,2.600441,-0.348946,0.584031,911.8139,-635.6012,-163.3620,-0.074541,11.049822,20.488267,2
0.0190,2.749708,-1.415476,0.223235,149.2670,-1063.2550,-358.5114,-0.933503,11.049822,18.928364,2
0.0200,2.312984,-1.262660,-1.183852,-436.7235,159.1379,-1369.7395,-1.239481,11.049822,17.413741,2
0.0210,1.987803,-0.400876,-1.836692,-325.1815,847.9367,-653.9210,-0.823175,11.049822,17.339645,2
0.0220,1.730124,-0.023890,-1.533801,-257.6786,369.8287,296.3930,-0.467982,11.049822,17.724337,2
0.0230,1.489007,0.112538,-1.012682,-241.1169,130.6107,511.2014,-0.218409,11.049822,18.600139,2
0.0240,1.303161,-0.109765,-0.359182,-185.8460,-224.4463,647.1363,-0.183123,11.049822,19.924359,2
0.0250,1.310406,-0.595859,0.478943,7.2446,-485.6810,837.9257,-0.279741,11.049822,21.309064,2
0.0260,1.309517,-0.952356,1.507153,-0.8890,-356.3393,1027.9004,-0.228971,11.049822,22.769821,2
0.0270,1.012037,-0.962497,2.957768,-297.4792,-10.0875,1450.4866,0.190522,11.049822,24.385979,2
0.0280,0.985887,-1.396153,-2.142916,-26.1505,-433.6380,1182.4535,-1.615789,11.049822,27.054165,2
0.0290,0.806331,-2.604395,-0.682971,-179.5563,-1208.1776,1459.8388,-2.039270,11.049822,28.098909,2
0.0300,0.523814,3.133721,-0.183297,-282.5167,-545.0827,499.3342,2.158127,11.049822,29.106167,2
0.0310,0.242216,2.774852,0.465092,-281.5980,-358.8038,648.1943,2.095511,11.049822,30.357785,2
0.0320,-0.173628,2.433924,1.375782,-415.8443,-340.8348,910.6530,2.122705,11.049822,32.107941,2
0.0330,-1.041348,1.928522,2.620536,-867.7192,-505.3673,1244.7178,2.132055,11.049822,33.449789,2
0.0340,-1.610704,2.140384,-2.108938,-569.3567,211.8057,1553.5496,0.890584,11.049822,33.969027,2
0.0350,-2.064261,2.520644,-1.209441,-453.5565,379.7712,898.7704,1.423560,11.049822,34.872004,2
0.0360,-2.687861,2.549854,-0.277254,-623.6005,29.0076,931.7635,1.718352,11.049822,36.250610,2
0.0370,-3.302991,2.109353,0.660850,-615.1300,-440.4760,937.9450,1.683323,11.049822,38.496001,2
0.0380,-2.905407,0.837779,1.634669,397.5842,-1271.0179,972.9882,1.072158,11.049822,40.427577,2
0.0390,-4.271905,-1.021041,1.707424,-1366.4982,-1858.5446,72.6756,-0.218551,11.049822,41.040927,2
0.0400,-6.489945,-2.478856,0.862959,-2218.0399,-1456.5433,-844.7778,-1.495969,11.049822,39.821771,2
0.0410,-8.122363,-1.064866,1.057793,-1632.4179,1184.1331,46.3057,-0.440555,11.049822,47.754192,2
0.0010,-134.211041,0.307509,-2.203782,-126088.6782,-4232.7802,1923.0721,-0.431106,11.049822,-307.431388,2
0.0020,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,11.049822,0.000000,2
0.0030,-0.062055,-0.000000,-0.000000,-62.0547,0.0000,0.0000,-0.000000,11.049822,0.411617,2
0.0040,-0.170249,-0.196369,0.215248,-108.1938,-196.3694,215.2475,-0.075306,11.049822,1.146735,2
0.0050,-0.263355,-0.542681,0.604054,-93.1061,-346.3104,388.8061,-0.205406,11.049822,1.913857,2
0.0060,-0.327688,-0.873320,1.040537,-64.3329,-330.6344,436.4789,-0.310421,11.049822,2.702258,2
0.0070,-0.415762,-1.136764,1.565495,-88.0746,-263.4374,524.9501,-0.341982,11.049822,3.625542,2
0.0080,-0.611479,-1.356398,2.269144,-195.7164,-219.6320,703.6375,-0.290062,11.049822,4.839299,2
0.0090,-0.764461,-1.764634,3.074665,-152.9820,-408.2356,805.5116,-0.341310,11.049822,6.555268,2
0.0100,-0.445546,-2.466891,-2.194809,318.9147,-702.2571,1013.7049,-2.386867,11.049822,8.433172,2
0.0110,0.127469,3.060001,-1.073197,573.0149,-756.2934,1121.6088,1.844355,11.049822,10.171976,2
