t,phi,alpha,theta,phi_dot,alpha_dot,theta_dot,tau
5.3000,0.088352,-0.410666,-0.989237,-0.5861,-4.2421,-4.6114,0.00
5.3100,0.081999,-0.391387,-0.950271,-0.6839,-4.4164,-4.8464,0.00
5.3200,0.074614,-0.368070,-0.907175,-0.7922,-4.5518,-5.0542,0.00
5.3300,0.066095,-0.340852,-0.860298,-0.9103,-4.6703,-5.2571,0.00
5.3400,0.056347,-0.309654,-0.809819,-1.0376,-4.7806,-5.4626,0.00
5.3500,0.045282,-0.274412,-0.755942,-1.1734,-4.8661,-5.6596,0.00
5.3600,0.032821,-0.235436,-0.699095,-1.3163,-4.8947,-5.8333,0.00
5.3700,0.018903,-0.193593,-0.639923,-1.4645,-4.8399,-5.9824,0.00
5.3800,0.003488,-0.150185,-0.579102,-1.6146,-4.6943,-6.1206,0.00
5.3900,-0.013403,-0.106646,-0.517155,-1.7577,-4.4694,-6.2597,0.00
5.4000,-0.031612,-0.064265,-0.454496,-1.8746,-4.1881,-6.3864,0.00
5.4100,-0.050727,-0.024085,-0.391723,-1.9345,-3.8800,-6.4486,0.00
5.4200,-0.070012,0.013109,-0.329957,-1.9071,-3.5795,-6.3766,0.00
5.4300,-0.088534,0.046788,-0.270820,-1.7860,-3.3184,-6.1374,0.00
5.4400,-0.105464,0.076714,-0.215913,-1.5963,-3.1136,-5.7643,0.00
5.4500,-0.120300,0.102922,-0.166298,-1.3738,-2.9603,-5.3234,0.00
5.4600,-0.132862,0.125525,-0.122462,-1.1446,-2.8315,-4.8665,0.00
5.4700,-0.143153,0.144401,-0.084598,-0.9204,-2.6898,-4.4196,0.00
5.4800,-0.151243,0.159105,-0.052791,-0.7044,-2.5127,-3.9943,0.00
5.4900,-0.157221,0.169148,-0.026984,-0.4982,-2.3088,-3.5999,0.00
5.5000,-0.161198,0.174432,-0.006859,-0.3045,-2.1086,-3.2454,0.00
5.5100,-0.163315,0.175391,0.008142,-0.1261,-1.9366,-2.9351,0.00
5.5200,-0.163727,0.172715,0.018649,0.0373,-1.7932,-2.6660,0.00
5.5300,-0.162569,0.166932,0.025191,0.1889,-1.6620,-2.4305,0.00
5.5400,-0.159940,0.158251,0.028165,0.3323,-1.5294,-2.2230,0.00
5.5500,-0.155911,0.146735,0.027925,0.4689,-1.3971,-2.0436,0.00
5.5600,-0.150555,0.132587,0.024883,0.5975,-1.2787,-1.8953,0.00
5.5700,-0.143962,0.116284,0.019540,0.7163,-1.1871,-1.7808,0.00
5.5800,-0.136234,0.098475,0.012439,0.8251,-1.1268,-1.6996,0.00
5.5900,-0.127463,0.079808,0.004115,0.9254,-1.0947,-1.6506,0.00
5.6000,-0.117721,0.060823,-0.004907,1.0199,-1.0863,-1.6339,0.00
5.6100,-0.107054,0.042001,-0.014072,1.1107,-1.1014,-1.6523,0.00
5.6200,-0.095490,0.023880,-0.022742,1.1997,-1.1445,-1.7097,0.00
5.6300,-0.083039,0.007162,-0.030160,1.2883,-1.2227,-1.8090,0.00
5.6400,-0.069698,-0.007244,-0.035445,1.3781,-1.3437,-1.9521,0.00
5.6500,-0.055443,-0.018241,-0.037593,1.4712,-1.5139,-2.1400,0.00
5.6600,-0.040233,-0.024588,-0.035489,1.5693,-1.7382,-2.3740,0.00
5.6700,-0.024017,-0.024981,-0.027927,1.6717,-2.0174,-2.6562,0.00
5.6800,-0.006780,-0.018205,-0.013681,1.7716,-2.3415,-2.9889,0.00
5.6900,0.011365,-0.003505,0.008324,1.8493,-2.6727,-3.3746,0.00
5.7000,0.030016,0.018756,0.038676,1.8663,-2.9266,-3.8107,0.00
5.7100,0.048318,0.046368,0.077006,1.7754,-2.9895,-4.2665,0.00
5.7200,0.065064,0.075446,0.121575,1.5602,-2.8100,-4.6323,0.00
5.7300,0.079178,0.102198,0.169293,1.2617,-2.4632,-4.7136,0.00
5.7400,0.090162,0.124894,0.216326,0.9445,-2.0563,-4.3473,0.00
5.7500,0.098085,0.144122,0.259132,0.6544,-1.6264,-3.5509,0.00
5.7600,0.103357,0.161449,0.295555,0.4160,-1.1827,-2.5575,0.00
5.7700,0.106580,0.177973,0.325563,0.2451,-0.7926,-1.7149,0.00
5.7800,0.108483,0.193984,0.351387,0.1508,-0.5822,-1.3303,0.00
5.7900,0.109827,0.209606,0.376982,0.1297,-0.6620,-1.5561,0.00
5.8000,0.111260,0.225216,0.406877,0.1627,-1.0585,-2.3493,0.00
5.8100,0.113173,0.240983,0.444581,0.2200,-1.6897,-3.4774,0.00
5.8200,0.115653,0.256107,0.490922,0.2715,-2.3704,-4.5406,0.00
5.8300,0.118516,0.268962,0.543019,0.2942,-2.8354,-5.0573,0.00
5.8400,0.121384,0.278752,0.594961,0.2715,-2.8152,-4.6790,0.00
5.8500,0.123755,0.287277,0.640413,0.1961,-2.1869,-3.4239,0.00
5.8600,0.125151,0.298147,0.675357,0.0823,-1.1008,-1.6797,0.00
5.8700,0.125367,0.313580,0.699011,-0.0331,0.0686,0.0183,0.00
5.8800,0.124577,0.332461,0.713307,-0.1157,0.9253,1.1974,0.00
5.8900,0.123180,0.351687,0.722214,-0.1563,1.2438,1.5840,0.00
5.9000,0.121544,0.368784,0.730867,-0.1674,1.0324,1.1900,0.00
5.9100,0.119869,0.383058,0.744016,-0.1669,0.4763,0.2927,0.00
5.9200,0.118204,0.394953,0.764253,-0.1668,-0.1610,-0.6952,0.00
5.9300,0.116514,0.405105,0.791083,-0.1720,-0.6238,-1.3810,0.00
5.9400,0.114742,0.414123,0.821271,-0.1831,-0.7293,-1.5125,0.00
5.9500,0.112835,0.422826,0.850122,-0.1981,-0.4146,-1.0375,0.00
5.9600,0.110778,0.432167,0.872976,-0.2123,0.2506,-0.0837,0.00
5.9700,0.108611,0.442626,0.886306,-0.2193,1.1014,1.1194,0.00
5.9800,0.106430,0.453630,0.888289,-0.2153,1.9470,2.3256,0.00
5.9900,0.104332,0.463606,0.879009,-0.2041,2.6382,3.3302,0.00
6.0000,0.102337,0.470672,0.860300,-0.1966,3.1058,4.0081,0.00
6.0100,0.100345,0.473412,0.835131,-0.2050,3.3629,4.3342,0.00
6.0200,0.098155,0.471214,0.806606,-0.2362,3.4788,4.3772,0.00
6.0300,0.095541,0.464100,0.777015,-0.2882,3.5399,4.2613,0.00
6.0400,0.092339,0.452327,0.747343,-0.3512,3.6143,4.1155,0.00
6.0500,0.088513,0.436130,0.717321,-0.4106,3.7306,4.0338,0.00
6.0600,0.084183,0.415714,0.685894,-0.4499,3.8745,4.0575,0.00
6.0700,0.079626,0.391416,0.651828,-0.4547,4.0005,4.1803,0.00
6.0800,0.075236,0.363883,0.614245,-0.4171,4.0561,4.3657,0.00
6.0900,0.071432,0.334080,0.572900,-0.3400,4.0091,4.5687,0.00
6.1000,0.068539,0.303104,0.528176,-0.2388,3.8647,4.7503,0.00
6.1100,0.066683,0.271878,0.480880,-0.1369,3.6633,4.8833,0.00
6.1200,0.065749,0.240910,0.431985,-0.0573,3.4619,4.9541,0.00
6.1300,0.065432,0.210227,0.382399,-0.0135,3.3102,4.9651,0.00
6.1400,0.065367,0.179495,0.332790,-0.0049,3.2356,4.9356,0.00
6.1500,0.065259,0.148219,0.283467,-0.0186,3.2401,4.8975,0.00
6.1600,0.064978,0.115933,0.234353,-0.0365,3.3065,4.8833,0.00
6.1700,0.064565,0.082344,0.185081,-0.0430,3.4075,4.9126,0.00
6.1800,0.064178,0.047396,0.135198,-0.0319,3.5140,4.9815,0.00
6.1900,0.063969,0.011289,0.084442,-0.0100,3.6014,5.0583,0.00
6.2000,0.063953,-0.025537,0.033021,0.0029,3.6530,5.0868,0.00
6.2100,0.063906,-0.062460,-0.018169,-0.0199,3.6592,5.0020,0.00
6.2200,0.063351,-0.098737,-0.067538,-0.0997,3.6150,4.7576,0.00
6.2300,0.061682,-0.133598,-0.113114,-0.2396,3.5191,4.3545,0.00
6.2400,0.058386,-0.166367,-0.153145,-0.4186,3.3760,3.8505,0.00
6.2500,0.053264,-0.196588,-0.186738,-0.5979,3.2005,3.3406,0.00
6.2600,0.046522,-0.224114,-0.214218,-0.7374,3.0179,2.9213,0.00
6.2700,0.038714,-0.249115,-0.237006,-0.8102,2.8577,2.6583,0.00
6.2800,0.030553,-0.271998,-0.257125,-0.8105,2.7430,2.5709,0.00
6.2900,0.022709,-0.293245,-0.276564,-0.7521,2.6812,2.6312,0.00
6.3000,0.015636,-0.313230,-0.296742,-0.6619,2.6605,2.7767,0.00
6.3100,0.009493,-0.332068,-0.318178,-0.5716,2.6521,2.9249,0.00
6.3200,0.004125,-0.349534,-0.340383,-0.5103,2.6172,2.9919,0.00
6.3300,-0.000871,-0.365111,-0.361961,-0.4986,2.5164,2.9108,0.00
6.3400,-0.006041,-0.378133,-0.380942,-0.5433,2.3237,2.6505,0.00
6.3500,-0.011913,-0.388011,-0.395320,-0.6351,2.0373,2.2273,0.00
6.3600,-0.018854,-0.394431,-0.403648,-0.7521,1.6843,1.7011,0.00
6.3700,-0.026976,-0.397448,-0.405479,-0.8667,1.3141,1.1579,0.00
6.3800,-0.036125,-0.397467,-0.401471,-0.9550,0.9817,0.6852,0.00
6.3900,-0.045961,-0.395121,-0.393124,-1.0041,0.7288,0.3464,0.00
6.4000,-0.056080,-0.391120,-0.382289,-1.0135,0.5710,0.1644,0.00
6.4100,-0.066130,-0.386097,-0.370648,-0.9930,0.4955,0.1182,0.00
6.4200,-0.075880,-0.380484,-0.359335,-0.9563,0.4685,0.1539,0.00
6.4300,-0.085232,-0.374445,-0.348796,-0.9153,0.4464,0.2038,0.00
6.4400,-0.094184,-0.367875,-0.338836,-0.8768,0.3869,0.2045,0.00
6.4500,-0.102768,-0.360462,-0.328820,-0.8411,0.2579,0.1115,0.00
6.4600,-0.110989,-0.351783,-0.317936,-0.8030,0.0433,-0.0925,0.00
6.4700,-0.118782,-0.341396,-0.305446,-0.7541,-0.2556,-0.3957,0.00
6.4800,-0.125988,-0.328895,-0.290894,-0.6847,-0.6225,-0.7608,0.00
6.4900,-0.132360,-0.313917,-0.274197,-0.5868,-1.0340,-1.1348,0.00
6.5000,-0.137585,-0.296129,-0.255643,-0.4558,-1.4666,-1.4629,0.00
6.5100,-0.141329,-0.275227,-0.235801,-0.2920,-1.9023,-1.7014,0.00
6.5200,-0.143289,-0.250972,-0.215388,-0.1007,-2.3276,-1.8270,0.00
6.5300,-0.143235,-0.223266,-0.195157,0.1081,-2.7297,-1.8384,0.00
6.5400,-0.141060,-0.192260,-0.175828,0.3212,-3.0906,-1.7522,0.00
6.5500,-0.136797,-0.158455,-0.158084,0.5234,-3.3855,-1.5932,0.00
6.5600,-0.130629,-0.122764,-0.142623,0.7003,-3.5863,-1.3858,0.00
6.5700,-0.122873,-0.086492,-0.130214,0.8406,-3.6697,-1.1474,0.00
6.5800,-0.113926,-0.051195,-0.121699,0.9396,-3.6280,-0.8871,0.00
6.5900,-0.104188,-0.018406,-0.117907,1.0008,-3.4759,-0.6109,0.00
6.6000,-0.093992,0.010669,-0.119452,1.0340,-3.2483,-0.3304,0.00
6.6100,-0.083559,0.035386,-0.126506,1.0503,-2.9886,-0.0687,0.00
6.6200,-0.073014,0.055699,-0.138621,1.0572,-2.7346,0.1417,0.00
6.6300,-0.062440,0.072016,-0.154738,1.0561,-2.5089,0.2715,0.00
6.6400,-0.051928,0.084940,-0.173398,1.0445,-2.3161,0.3082,0.00
6.6500,-0.041598,0.095036,-0.193094,1.0198,-2.1494,0.2610,0.00
6.6600,-0.031582,0.102714,-0.212583,0.9822,-1.9992,0.1533,0.00
6.6700,-0.021997,0.108226,-0.231017,0.9345,-1.8595,0.0091,0.00
6.6800,-0.012930,0.111750,-0.247852,0.8792,-1.7285,-0.1587,0.00
6.6900,-0.004454,0.113486,-0.262617,0.8160,-1.6074,-0.3527,0.00
6.7000,0.003332,0.113722,-0.274690,0.7405,-1.4965,-0.5874,0.00
6.7100,0.010273,0.112871,-0.283169,0.6461,-1.3932,-0.8796,0.00
6.7200,0.016140,0.111429,-0.286933,0.5257,-1.2905,-1.2387,0.00
6.7300,0.020655,0.109875,-0.284865,0.3761,-1.1784,-1.6593,0.00
6.7400,0.023531,0.108566,-0.276141,0.1997,-1.0497,-2.1215,0.00
6.7500,0.024544,0.107685,-0.260445,0.0057,-0.9086,-2.5988,0.00
6.7600,0.023579,0.107322,-0.237979,-0.1933,-0.7745,-3.0672,0.00
6.7700,0.020649,0.107638,-0.209256,-0.3862,-0.6764,-3.5149,0.00
6.7800,0.015847,0.109010,-0.174776,-0.5677,-0.6376,-3.9460,0.00
6.7900,0.009284,0.111993,-0.134756,-0.7393,-0.6583,-4.3752,0.00
6.8000,0.001049,0.117075,-0.089104,-0.9016,-0.7086,-4.8085,0.00
6.8100,-0.008710,0.124305,-0.037780,-1.0405,-0.7377,-5.2080,0.00
6.8200,-0.019593,0.133013,0.018482,-1.1210,-0.6983,-5.4733,0.00
6.8300,-0.030826,0.141909,0.077636,-1.1091,-0.5772,-5.4944,0.00
6.8400,-0.041460,0.149710,0.136801,-1.0081,-0.4206,-5.2599,0.00
6.8500,-0.050794,0.156106,0.193640,-0.8584,-0.3304,-4.8835,0.00
6.8600,-0.058571,0.162301,0.247394,-0.7024,-0.4034,-4.5128,0.00
6.8700,-0.064857,0.170450,0.298710,-0.5611,-0.6553,-4.2332,0.00
6.8800,-0.069810,0.182378,0.348663,-0.4344,-1.0016,-4.0382,0.00
6.8900,-0.073533,0.198407,0.397717,-0.3136,-1.2956,-3.8559,0.00
6.9000,-0.076060,0.216940,0.445246,-0.1954,-1.3991,-3.6052,0.00
6.9100,-0.077438,0.235138,0.489862,-0.0847,-1.2674,-3.2531,0.00
6.9200,-0.077776,0.250547,0.530321,0.0120,-0.9952,-2.8453,0.00
6.9300,-0.077227,0.262636,0.566391,0.0934,-0.7603,-2.4794,0.00
6.9400,-0.075930,0.273021,0.599018,0.1628,-0.6961,-2.2318,0.00
6.9500,-0.073977,0.284206,0.629674,0.2257,-0.8065,-2.1031,0.00
6.9600,-0.071409,0.297882,0.659367,0.2861,-0.9787,-2.0210,0.00
6.9700,-0.068248,0.313882,0.688020,0.3439,-1.0629,-1.8914,0.00
6.9800,-0.064541,0.330324,0.714580,0.3947,-0.9660,-1.6600,0.00
6.9900,-0.060379,0.344854,0.737806,0.4352,-0.7154,-1.3486,0.00
7.0000,-0.055852,0.356243,0.757134,0.4688,-0.4420,-1.0367,0.00
7.0100,-0.050989,0.365203,0.773017,0.5038,-0.2832,-0.7992,0.00
7.0200,-0.045743,0.373760,0.786504,0.5456,-0.2816,-0.6512,0.00
7.0300,-0.040048,0.383707,0.798440,0.5924,-0.3643,-0.5439,0.00
7.0400,-0.033897,0.395329,0.808885,0.6351,-0.4038,-0.4082,0.00
7.0500,-0.027386,0.407231,0.817204,0.6632,-0.3105,-0.2092,0.00
7.0600,-0.020687,0.417374,0.822676,0.6740,-0.0981,0.0309,0.00
7.0700,-0.013927,0.424628,0.825101,0.6781,0.1265,0.2588,0.00
7.0800,-0.007090,0.429617,0.824891,0.6916,0.2515,0.4394,0.00
7.0900,-0.000033,0.434092,0.822674,0.7213,0.2517,0.5801,0.00
7.1000,0.007366,0.439403,0.818806,0.7570,0.2015,0.7136,0.00
7.1100,0.015066,0.445388,0.813247,0.7786,0.2075,0.8594,0.00
7.1200,0.022846,0.450557,0.805853,0.7727,0.3192,1.0057,0.00
7.1300,0.030450,0.453425,0.796704,0.7471,0.4876,1.1294,0.00
7.1400,0.037794,0.453818,0.786106,0.7248,0.6114,1.2267,0.00
7.1500,0.045006,0.452922,0.774354,0.7209,0.6330,1.3123,0.00
7.1600,0.052251,0.452078,0.761591,0.7278,0.5874,1.3955,0.00
7.1700,0.059522,0.451570,0.747926,0.7226,0.5617,1.4640,0.00
7.1800,0.066606,0.450519,0.733600,0.6905,0.6115,1.4984,0.00
7.1900,0.073256,0.447866,0.718974,0.6393,0.7134,1.4975,0.00
7.2000,0.079385,0.443409,0.704322,0.5895,0.7940,1.4819,0.00
7.2100,0.085084,0.437905,0.689724,0.5537,0.8058,1.4708,0.00
7.2200,0.090479,0.432268,0.675159,0.5262,0.7687,1.4635,0.00
7.2300,0.095579,0.426773,0.660684,0.4923,0.7421,1.4433,0.00
7.2400,0.100262,0.420967,0.646505,0.4432,0.7654,1.3981,0.00
7.2500,0.104394,0.414252,0.632861,0.3837,0.8260,1.3329,0.00
7.2600,0.107924,0.406480,0.619885,0.3248,0.8787,1.2637,0.00
7.2700,0.110904,0.398041,0.607561,0.2740,0.8919,1.2028,0.00
7.2800,0.113413,0.389463,0.595807,0.2293,0.8733,1.1501,0.00
7.2900,0.115475,0.380963,0.584593,0.1834,0.8559,1.0954,0.00
7.3000,0.117044,0.372359,0.573997,0.1304,0.8648,1.0295,0.00
7.3100,0.118046,0.363325,0.564145,0.0708,0.8974,0.9530,0.00
7.3200,0.118440,0.353718,0.555111,0.0098,0.9303,0.8749,0.00
7.3300,0.118240,0.343683,0.546857,-0.0475,0.9437,0.8054,0.00
7.3400,0.117492,0.333492,0.539272,-0.1001,0.9369,0.7474,0.00
7.3500,0.116228,0.323310,0.532258,-0.1515,0.9252,0.6951,0.00
7.3600,0.114437,0.313086,0.525797,-0.2062,0.9240,0.6405,0.00
7.3700,0.112073,0.302645,0.519932,-0.2658,0.9361,0.5814,0.00
7.3800,0.109098,0.291853,0.514675,-0.3276,0.9524,0.5243,0.00
7.3900,0.105513,0.280711,0.509941,-0.3872,0.9618,0.4793,0.00
7.4000,0.101357,0.269325,0.505549,-0.4417,0.9608,0.4528,0.00
7.4100,0.096682,0.257796,0.501292,-0.4915,0.9541,0.4438,0.00
7.4200,0.091523,0.246133,0.496996,-0.5391,0.9494,0.4471,0.00
7.4300,0.085890,0.234260,0.492529,-0.5862,0.9505,0.4609,0.00
7.4400,0.079795,0.222082,0.487741,-0.6312,0.9556,0.4891,0.00
7.4500,0.073275,0.209556,0.482415,-0.6706,0.9596,0.5386,0.00
7.4600,0.066403,0.196716,0.476269,-0.7012,0.9590,0.6145,0.00
7.4700,0.059278,0.183638,0.468999,-0.7217,0.9530,0.7168,0.00
7.4800,0.051998,0.170393,0.460321,-0.7325,0.9433,0.8422,0.00
7.4900,0.044655,0.157024,0.449990,-0.7347,0.9319,0.9874,0.00
7.5000,0.037331,0.143547,0.437782,-0.7288,0.9195,1.1507,0.00
7.5100,0.030110,0.129979,0.423488,-0.7143,0.9049,1.3312,0.00
7.5200,0.023080,0.116365,0.406917,-0.6908,0.8863,1.5272,0.00
7.5300,0.016332,0.102783,0.387911,-0.6582,0.8621,1.7361,0.00
7.5400,0.009953,0.089333,0.366365,-0.6172,0.8314,1.9541,0.00
7.5500,0.004026,0.076123,0.342224,-0.5683,0.7942,2.1776,0.00
7.5600,-0.001377,0.063260,0.315478,-0.5124,0.7505,2.4037,0.00
7.5700,-0.006185,0.050840,0.286154,-0.4497,0.7005,2.6305,0.00
7.5800,-0.010333,0.038963,0.254309,-0.3805,0.6433,2.8554,0.00
7.5900,-0.013755,0.027741,0.220042,-0.3048,0.5778,3.0752,0.00
7.6000,-0.016391,0.017315,0.183512,-0.2234,0.5023,3.2852,0.00
7.6100,-0.018188,0.007859,0.144953,-0.1374,0.4155,3.4787,0.00
7.6200,-0.019109,-0.000421,0.104698,-0.0489,0.3169,3.6471,0.00
7.6300,-0.019147,-0.007297,0.063192,0.0388,0.2074,3.7798,0.00
7.6400,-0.018331,-0.012544,0.021011,0.1210,0.0908,3.8639,0.00
7.6500,-0.016746,-0.015968,-0.021130,0.1915,-0.0264,3.8856,0.00
7.6600,-0.014547,-0.017455,-0.062385,0.2432,-0.1345,3.8316,0.00
7.6700,-0.011957,-0.017002,-0.101819,0.2696,-0.2223,3.6939,0.00
7.6800,-0.009247,-0.014750,-0.138486,0.2674,-0.2803,3.4737,0.00
7.6900,-0.006704,-0.010959,-0.171548,0.2377,-0.3032,3.1832,0.00
7.7000,-0.004578,-0.005979,-0.200365,0.1858,-0.2913,2.8432,0.00
7.7100,-0.003050,-0.000193,-0.224569,0.1197,-0.2494,2.4783,0.00
7.7200,-0.002222,0.006013,-0.244066,0.0472,-0.1840,2.1117,0.00
7.7300,-0.002123,0.012277,-0.259013,-0.0250,-0.1015,1.7620,0.00
7.7400,-0.002725,0.018264,-0.269758,-0.0925,-0.0067,1.4417,0.00
7.7500,-0.003966,0.023673,-0.276772,-0.1529,0.0970,1.1576,0.00
7.7600,-0.005770,0.028238,-0.280586,-0.2053,0.2076,0.9114,0.00
7.7700,-0.008058,0.031722,-0.281734,-0.2499,0.3241,0.7015,0.00
7.7800,-0.010755,0.033917,-0.280728,-0.2874,0.4463,0.5248,0.00
7.7900,-0.013792,0.034636,-0.278040,-0.3182,0.5747,0.3779,0.00
7.8000,-0.017106,0.033705,-0.274108,-0.3429,0.7096,0.2587,0.00
7.8100,-0.020635,0.030961,-0.269349,-0.3614,0.8513,0.1658,0.00
7.8200,-0.024317,0.026255,-0.264168,-0.3737,0.9994,0.0994,0.00
7.8300,-0.028091,0.019460,-0.258968,-0.3797,1.1521,0.0597,0.00
7.8400,-0.031889,0.010489,-0.254139,-0.3789,1.3062,0.0469,0.00
7.8500,-0.035644,-0.000691,-0.250048,-0.3710,1.4570,0.0599,0.00
7.8600,-0.039281,-0.014040,-0.247014,-0.3555,1.5983,0.0959,0.00
7.8700,-0.042722,-0.029431,-0.245285,-0.3319,1.7233,0.1505,0.00
7.8800,-0.045885,-0.046651,-0.245017,-0.3001,1.8251,0.2176,0.00
7.8900,-0.048686,-0.065404,-0.246264,-0.2598,1.8980,0.2900,0.00
7.9000,-0.051044,-0.085337,-0.248976,-0.2118,1.9379,0.3600,0.00
7.9100,-0.052886,-0.106061,-0.253011,-0.1570,1.9433,0.4203,0.00
7.9200,-0.054153,-0.127184,-0.258151,-0.0971,1.9148,0.4644,0.00
7.9300,-0.054802,-0.148333,-0.264126,-0.0340,1.8550,0.4875,0.00
7.9400,-0.054815,-0.169175,-0.270639,0.0299,1.7674,0.4865,0.00
7.9500,-0.054193,-0.189423,-0.277388,0.0926,1.6564,0.4602,0.00
7.9600,-0.052959,-0.208841,-0.284079,0.1521,1.5264,0.4092,0.00
7.9700,-0.051153,-0.227239,-0.290445,0.2069,1.3818,0.3359,0.00
7.9800,-0.048828,-0.244472,-0.296257,0.2558,1.2268,0.2439,0.00
7.9900,-0.046047,-0.260432,-0.301328,0.2983,1.0651,0.1375,0.00
8.0000,-0.042874,-0.275040,-0.305518,0.3343,0.9003,0.0218,0.00
8.0100,-0.039374,-0.288246,-0.308734,0.3639,0.7354,-0.0989,0.00
8.0200,-0.035608,-0.300016,-0.310923,0.3878,0.5727,-0.2204,0.00
8.0300,-0.031629,-0.310335,-0.312063,0.4067,0.4139,-0.3401,0.00
8.0400,-0.027484,-0.319194,-0.312153,0.4211,0.2599,-0.4564,0.00
8.0500,-0.023216,-0.326589,-0.311199,0.4318,0.1108,-0.5690,0.00
8.0600,-0.018858,-0.332515,-0.309205,0.4390,-0.0340,-0.6787,0.00
8.0700,-0.014445,-0.336961,-0.306164,0.4429,-0.1754,-0.7867,0.00
8.0800,-0.010009,-0.339912,-0.302054,0.4437,-0.3142,-0.8945,0.00
8.0900,-0.005582,-0.341343,-0.296838,0.4413,-0.4514,-1.0034,0.00
8.1000,-0.001194,-0.341227,-0.290468,0.4358,-0.5875,-1.1141,0.00
8.1100,0.003124,-0.339533,-0.282892,0.4275,-0.7226,-1.2265,0.00
8.1200,0.007346,-0.336238,-0.274064,0.4168,-0.8564,-1.3397,0.00
8.1300,0.011451,-0.331324,-0.263951,0.4045,-0.9880,-1.4523,0.00
8.1400,0.015429,-0.324786,-0.252536,0.3913,-1.1168,-1.5628,0.00
8.1500,0.019275,-0.316633,-0.239823,0.3784,-1.2419,-1.6695,0.00
8.1600,0.022996,-0.306887,-0.225833,0.3663,-1.3626,-1.7713,0.00
8.1700,0.026603,-0.295583,-0.210601,0.3556,-1.4787,-1.8676,0.00
8.1800,0.030111,-0.282763,-0.194166,0.3466,-1.5902,-1.9586,0.00
8.1900,0.033537,-0.268476,-0.176565,0.3391,-1.6976,-2.0451,0.00
8.2000,0.036895,-0.252768,-0.157827,0.3328,-1.8016,-2.1284,0.00
8.2100,0.040194,-0.235685,-0.137970,0.3271,-1.9030,-2.2100,0.00
8.2200,0.043437,-0.217268,-0.117001,0.3217,-2.0024,-2.2911,0.00
8.2300,0.046625,-0.197556,-0.094916,0.3161,-2.1006,-2.3727,0.00
0.0010,0.000000,-0.000000,0.150000,0.0000,0.0000,0.0000,284.26
0.0020,-0.000024,-0.000082,0.150080,-0.0389,-0.1312,0.1282,266.48
0.0030,-0.000086,-0.000290,0.150283,-0.0752,-0.2538,0.2481,249.62
0.0040,-0.000182,-0.000615,0.150601,-0.1091,-0.3683,0.3601,233.65
0.0050,-0.000311,-0.001050,0.151027,-0.1407,-0.4751,0.4646,218.52
0.0060,-0.000470,-0.001588,0.151552,-0.1702,-0.5747,0.5621,204.19
0.0070,-0.000658,-0.002220,0.152171,-0.1976,-0.6674,0.6528,190.63
0.0080,-0.000871,-0.002942,0.152877,-0.2230,-0.7537,0.7373,177.79
0.0090,-0.001109,-0.003745,0.153663,-0.2466,-0.8338,0.8158,165.65
0.0100,-0.001369,-0.004625,0.154524,-0.2685,-0.9081,0.8887,154.16
0.0110,-0.001650,-0.005577,0.155455,-0.2888,-0.9769,0.9563,143.29
0.0120,-0.001951,-0.006593,0.156451,-0.3075,-1.0406,1.0189,133.02
0.0130,-0.002269,-0.007671,0.157506,-0.3247,-1.0994,1.0768,123.30
0.0140,-0.002604,-0.008804,0.158616,-0.3406,-1.1536,1.1302,114.12
0.0150,-0.002954,-0.009989,0.159777,-0.3552,-1.2036,1.1795,105.45
0.0160,-0.003317,-0.011221,0.160985,-0.3686,-1.2495,1.2250,97.25
0.0170,-0.003693,-0.012497,0.162236,-0.3809,-1.2916,1.2667,89.50
0.0180,-0.004081,-0.013813,0.163526,-0.3920,-1.3301,1.3050,82.19
0.0190,-0.004480,-0.015165,0.164853,-0.4022,-1.3653,1.3402,75.28
0.0200,-0.004888,-0.016550,0.166214,-0.4115,-1.3974,1.3723,68.75
0.0210,-0.005304,-0.017966,0.167604,-0.4198,-1.4266,1.4016,62.58
0.0220,-0.005729,-0.019409,0.169022,-0.4274,-1.4530,1.4283,56.76
0.0230,-0.006161,-0.020877,0.170466,-0.4342,-1.4769,1.4526,51.26
0.0240,-0.006599,-0.022367,0.171932,-0.4403,-1.4984,1.4746,46.06
0.0250,-0.007042,-0.023878,0.173419,-0.4457,-1.5176,1.4945,41.16
0.0260,-0.007491,-0.025406,0.174925,-0.4505,-1.5349,1.5125,36.52
0.0270,-0.007944,-0.026950,0.176447,-0.4547,-1.5502,1.5287,32.14
0.0280,-0.008401,-0.028509,0.177985,-0.4584,-1.5637,1.5432,28.00
0.0290,-0.008861,-0.030080,0.179536,-0.4616,-1.5756,1.5561,24.08
0.0300,-0.009325,-0.031662,0.181099,-0.4643,-1.5860,1.5677,20.38
0.0310,-0.009790,-0.033254,0.182673,-0.4667,-1.5950,1.5779,16.88
0.0320,-0.010258,-0.034854,0.184257,-0.4686,-1.6027,1.5869,13.56
0.0330,-0.010728,-0.036461,0.185848,-0.4702,-1.6093,1.5949,10.42
0.0340,-0.011199,-0.038074,0.187448,-0.4715,-1.6147,1.6018,7.45
0.0350,-0.011671,-0.039691,0.189053,-0.4725,-1.6192,1.6079,4.63
0.0360,-0.012144,-0.041313,0.190664,-0.4733,-1.6228,1.6131,1.96
0.0370,-0.012618,-0.042937,0.192280,-0.4738,-1.6256,1.6176,-0.58
0.0380,-0.013092,-0.044564,0.193900,-0.4740,-1.6276,1.6214,-3.00
