t,phi,alpha,theta,phi_dot,alpha_dot,theta_dot,tau
4.1800,0.783675,0.022535,0.234345,-5.7358,22.2240,31.6493,1500.00
4.1900,0.734651,-0.229337,-0.125922,-3.8310,29.2581,39.7827,1500.00
4.2000,0.704966,-0.548606,-0.599256,-3.0952,29.6141,38.2310,1500.00
4.2100,0.655452,-0.721572,-0.706351,-6.8408,14.9380,19.5179,1500.00
4.2200,0.569253,-0.855094,-0.492180,-10.1254,12.1825,16.3103,1500.00
4.2300,0.458980,-0.986671,-0.200099,-11.3910,9.3351,13.2115,1500.00
4.2400,0.353898,-1.039016,0.068156,-9.0910,6.8648,8.4709,1500.00
4.2500,0.285303,-0.955015,0.277830,-4.6477,5.8413,5.5603,1500.00
4.2600,0.259543,-0.808846,0.435730,-0.8490,4.0570,5.0322,1500.00
4.2700,0.262359,-0.680397,0.549307,0.9212,1.0099,3.4188,-1500.00
4.2800,0.274651,-0.581876,0.592818,1.4716,-2.8752,-0.4772,-1500.00
4.2900,0.291522,-0.519342,0.564255,1.9204,-8.6584,-5.5711,-1500.00
4.3000,0.315490,-0.487625,0.463096,3.0706,-16.0638,-12.4421,-1500.00
4.3100,0.360673,-0.462875,0.286894,6.0675,-19.7604,-18.6689,-1500.00
4.3200,0.434055,-0.415421,0.093020,8.4099,-12.1818,-16.6497,-1500.00
4.3300,0.527026,-0.391424,-0.081176,10.0797,-5.9646,-13.3615,-1500.00
4.3400,0.637186,-0.418902,-0.242519,12.1370,-3.2922,-12.5238,-1500.00
4.3500,0.779111,-0.538359,-0.475955,15.7452,-9.0252,-21.0046,-1500.00
4.3600,0.912743,-0.466540,-0.466028,13.4701,24.1982,24.4029,1500.00
4.3700,1.063097,-0.279774,-0.176268,16.1510,15.6425,21.3322,-887.69
4.3800,1.232821,-0.228354,0.067661,17.7280,9.4770,17.4357,-1500.00
4.3900,1.418784,-0.267880,0.274169,19.4832,4.7566,13.4357,-1500.00
4.4000,1.623894,-0.364288,0.453026,21.4938,1.1570,10.0700,-1500.00
4.4100,1.847720,-0.494973,0.615950,23.0760,-1.4885,7.6858,-1500.00
4.4200,2.080947,-0.646776,0.775108,23.2771,-3.1487,6.3181,-1500.00
4.4300,2.307496,-0.807400,0.939720,21.8393,-3.6606,5.6221,-1500.00
4.4400,2.515922,-0.946977,1.101690,20.3849,-2.0579,4.2199,0.00
4.4500,2.719932,-0.977324,1.179808,20.2806,2.6836,0.6355,0.00
4.4600,2.916269,-0.856638,1.111050,18.6865,7.8868,-1.8214,0.00
4.4700,3.086573,-0.667813,1.011584,15.1914,11.8352,-0.5956,-1500.00
4.4800,3.219978,-0.476561,0.972097,11.7338,14.6411,3.9617,-1500.00
4.4900,3.322831,-0.300436,1.011476,8.7033,15.3200,8.8618,-1500.00
4.5000,3.392945,-0.151265,1.064114,5.6444,10.3182,8.4791,0.00
4.5100,3.438731,-0.008973,1.072144,3.7210,6.2843,5.2931,0.00
4.5200,3.470445,0.160661,1.016872,2.8991,3.2022,1.7002,-1500.00
4.5300,3.501620,0.388837,0.922246,3.5933,2.0452,1.0115,-1500.00
4.5400,3.549809,0.696064,0.854214,6.3967,3.6852,6.8807,-1500.00
4.5500,3.638352,1.097852,0.909694,11.4083,13.8143,25.1133,0.00
4.5600,3.768973,1.435860,1.103773,12.5765,52.3704,63.3099,0.00
4.5700,3.852419,0.576448,0.661306,4.0365,80.2951,70.5478,1500.00
4.5800,3.851897,-0.226510,0.155502,-2.9263,61.8306,28.6849,1500.00
4.5900,3.820748,-0.725034,0.158475,-2.4468,38.4251,0.9296,1500.00
4.6000,3.809753,-1.091038,0.450774,0.3269,28.1983,-3.5715,0.00
4.6100,3.830239,-1.421825,0.812165,3.5982,22.0726,5.0815,0.00
4.6200,3.878931,-1.086114,0.995892,5.8184,13.3353,9.0941,0.00
4.6300,3.941019,-0.657979,0.953379,6.1577,2.1612,2.2907,-1500.00
4.6400,3.992146,-0.319968,0.897648,3.6949,-4.4151,-6.4674,-1500.00
4.6500,4.008749,-0.089595,0.890176,-0.3285,-5.2673,-11.8833,-1500.00
4.6600,3.987034,0.023911,0.913126,-3.6969,-3.1552,-14.6365,-1500.00
4.6700,3.938777,0.039748,0.934433,-5.7517,1.1717,-14.9797,-1500.00
4.6800,3.871101,0.022676,0.900609,-7.9077,10.0944,-13.0617,-1500.00
4.6900,3.786079,0.034555,0.727948,-7.5252,14.2805,-14.6231,-1500.00
4.7000,3.762563,0.111618,0.352026,3.4853,-4.1239,-15.9278,-1500.00
4.7100,3.823408,0.431672,0.020461,6.3826,-11.6978,-24.7174,-1500.00
4.7200,3.880459,0.746244,-0.341577,5.1832,-13.0355,-30.5577,-1500.00
4.7300,3.929200,1.003398,-0.765478,4.6985,-22.1478,-41.3441,-1500.00
4.7400,3.980669,1.123983,-1.177685,6.0295,-44.3885,-61.0507,0.00
4.7500,4.057208,0.673095,-0.880111,8.8614,-67.7075,-72.4515,-1500.00
4.7600,4.139011,0.011899,-0.346093,6.9358,-62.1487,-58.3019,-1500.00
4.7700,4.192938,-0.467629,-0.129227,4.0659,-51.4688,-45.5501,-1500.00
4.7800,4.223561,-0.678528,-0.230244,2.2965,-41.6156,-39.1010,-1500.00
4.7900,4.245339,-0.661260,-0.464866,2.1177,-38.8198,-43.1630,-1500.00
4.8000,4.263094,-0.472273,-0.601520,1.1928,-42.1617,-50.3402,-1500.00
4.8100,4.261269,-0.117091,-0.463178,-1.8303,-51.4622,-57.6281,-1500.00
4.8200,4.234289,0.394355,-0.101987,-1.8305,-58.3871,-58.5646,-1500.00
4.8300,4.267658,0.922008,0.158853,9.6116,-53.2679,-52.7785,-1500.00
4.8400,4.452829,1.270798,0.160513,28.3542,-48.3620,-49.4054,0.00
4.8500,4.847255,1.088737,0.019036,48.1485,-47.5482,-48.7098,0.00
4.8600,5.314062,0.665525,-0.100273,40.2544,-50.1769,-50.3679,-1500.00
4.8700,5.620139,0.149174,-0.005614,22.3794,-59.1019,-57.4275,-1500.00
4.8800,5.785900,-0.522409,0.429202,12.3449,-76.3904,-73.7567,-1500.00
4.8900,5.913491,-1.342378,0.898740,17.4442,-81.8661,-84.1178,0.00
4.9000,6.214227,-1.060891,0.627828,41.7096,-55.7513,-62.4671,0.00
4.9100,6.649146,-0.573097,0.285731,39.1898,-36.4942,-40.6611,-1500.00
4.9200,6.940592,-0.163824,0.193960,19.7111,-30.8946,-26.0594,-1500.00
4.9300,7.057096,0.291339,0.375786,4.7859,-36.4990,-14.8243,-1500.00
4.9400,7.044235,0.990386,0.957967,-5.9183,-37.6980,-12.7604,-1500.00
4.9500,6.977573,1.167692,1.097287,-6.4677,2.2004,-18.1218,0.00
4.9600,6.909698,0.463386,0.419313,-7.4473,13.1147,-8.2122,-1500.00
4.9700,6.828761,0.067195,0.054953,-8.4964,10.1862,6.2691,-1500.00
4.9800,6.743271,-0.146733,-0.013894,-8.4793,12.8348,18.7116,-1500.00
4.9900,6.663963,-0.375584,0.173122,-6.8795,29.9588,36.7207,1500.00
5.0000,6.609750,-0.833100,0.627690,-4.1601,60.3212,61.1510,1500.00
5.0100,6.568871,-1.438251,1.009535,-4.8670,66.7604,67.1185,0.00
5.0200,6.501404,-1.024111,0.713913,-8.4905,38.6429,50.6288,1500.00
5.0300,6.413111,-0.729727,0.390020,-7.9618,-1.6163,23.3335,-1500.00
5.0400,6.361459,-0.504566,0.271936,-1.4948,-23.3534,3.8566,-1500.00
5.0500,6.419204,0.027816,0.425695,12.5697,-41.2117,-41.9252,-1500.00
5.0600,6.524985,0.527618,0.536171,6.3367,-26.6268,-58.1368,-1500.00
5.0700,6.548399,0.618832,0.083179,1.6969,-5.5543,-64.9668,-1500.00
5.0800,6.602749,0.498033,-0.505452,8.7511,-18.7055,-51.8947,-1500.00
5.0900,6.713975,0.273758,-0.974188,12.6418,-33.7158,-42.6183,-1500.00
5.1000,6.830538,0.117225,-1.152994,9.4702,-29.6849,-33.9101,0.00
5.1100,6.896620,0.146940,-0.956461,4.4622,-17.9365,-20.7023,-1500.00
5.1200,6.932567,0.198098,-0.762570,3.2224,-11.7044,-11.0518,-1500.00
5.1300,6.966205,0.198622,-0.630311,3.6042,-7.3510,-5.4789,-1500.00
5.1400,7.004816,0.143249,-0.537401,4.0121,-2.5639,-1.0714,-1500.00
5.1500,7.041699,0.012158,-0.458136,2.9521,3.5439,3.5800,-1500.00
5.1600,7.046448,-0.236325,-0.337430,-3.1784,10.0645,7.3907,-1500.00
5.1700,6.944846,-0.585956,-0.101875,-17.4912,16.0474,6.7843,-1500.00
5.1800,6.724782,-0.941266,0.069084,-23.9493,24.1137,13.0999,1500.00
5.1900,6.502816,-1.158078,0.058904,-19.1875,30.2053,21.2611,0.00
5.2000,6.355160,-1.083393,-0.144861,-10.9984,27.3435,29.0763,0.00
5.2100,6.262037,-0.952422,-0.499674,-8.8997,12.0774,35.5577,-1500.00
5.2200,6.169257,-0.967851,-0.902115,-9.8016,-1.5167,39.0652,-1500.00
5.2300,6.066470,-1.099235,-1.271460,-10.5119,-8.3633,50.5897,0.00
5.2400,5.983400,-0.946604,-0.956625,-5.0029,8.0629,58.6996,1500.00
5.2500,5.978595,-0.471928,-0.260992,3.8644,20.0940,47.7153,1500.00
5.2600,6.040584,-0.303254,0.225030,7.3428,21.1526,30.4087,-1500.00
5.2700,6.114174,-0.373157,0.515897,7.0844,21.1550,25.0863,-1500.00
5.2800,6.179275,-0.507610,0.713327,6.1249,21.1071,23.4500,-1500.00
5.2900,6.247799,-0.612626,0.844513,7.9173,24.7334,24.3389,-1500.00
5.3000,6.340208,-0.636195,0.840962,10.5461,26.0398,21.9416,-1500.00
5.3100,6.459429,-0.596650,0.640927,13.1584,22.5692,17.4413,-1500.00
5.3200,6.599402,-0.576724,0.274864,14.3807,13.1956,13.7087,-1500.00
5.3300,6.732910,-0.650303,-0.227882,11.3814,-3.1596,11.8566,-1500.00
5.3400,6.793981,-0.763482,-0.853742,-1.0683,-28.6301,11.5960,-1500.00
5.3500,6.705586,-0.637465,-1.366295,-12.6812,-29.7785,24.6260,0.00
5.3600,6.575929,-0.514640,-1.030919,-13.2053,-10.1273,28.7936,-1500.00
5.3700,6.403093,-0.562062,-0.534573,-22.5165,7.9603,31.8808,1500.00
5.3800,5.875914,-0.841349,-0.028436,-99.8706,42.8519,48.3521,1500.00
5.3900,6.246762,-1.170635,0.141560,50.4500,36.7369,37.7276,0.00
5.4000,6.614772,-1.311175,0.434384,27.1491,34.4618,32.4322,0.00
5.4100,6.824620,-1.209237,0.749796,16.0565,36.0957,28.9401,0.00
5.4200,6.956072,-0.996847,0.983225,10.7783,23.8306,22.4769,-1500.00
5.4300,7.045683,-0.896076,1.136719,7.3908,12.0929,16.5775,0.00
5.4400,7.110068,-0.930474,1.240356,5.8488,4.3008,10.3755,0.00
5.4500,7.167611,-1.077765,1.295837,5.8424,-0.7307,4.1628,0.00
5.4600,7.229545,-1.318002,1.351712,6.6979,-11.5188,-9.0262,0.00
5.4700,7.311476,-1.320199,1.470466,10.0166,-13.8386,-11.1203,0.00
5.4800,7.408178,-0.780807,1.424789,7.1379,19.3871,32.3617,0.00
5.4900,7.383288,-0.487595,0.855121,-14.9642,47.4575,80.2346,1500.00
5.5000,7.153284,-1.136746,0.075126,-24.2786,36.7103,73.1352,0.00
5.5100,6.942246,-0.797738,-0.258605,-19.5167,-10.7233,42.6546,-1500.00
5.5200,6.744323,0.382278,0.310175,-16.5993,-13.1770,-30.3629,-1500.00
5.5300,6.704196,0.934821,0.481653,3.5579,-12.8743,-22.4064,-1500.00
5.5400,6.752674,1.098724,0.614546,5.1036,-8.9381,-11.8951,0.00
5.5500,6.791707,1.042945,0.902441,1.4540,28.2838,-9.6255,-1500.00
5.5600,6.742838,0.682072,0.904830,-11.3597,36.1037,-24.1333,1500.00
5.5700,6.574844,0.353750,0.731954,-21.4408,32.6027,-21.6598,1500.00
5.5800,6.321722,-0.012345,0.690905,-28.1073,43.3312,3.9465,1500.00
5.5900,6.033516,-0.451838,0.949399,-29.4000,51.4374,41.5762,1500.00
5.6000,5.727420,-0.651856,1.163867,-31.3161,45.8805,45.3282,0.00
5.6100,5.433937,-0.510653,1.002774,-25.9642,34.2480,20.7492,1500.00
5.6200,5.222709,-0.293344,0.810154,-16.9118,21.5175,-1.0301,1500.00
5.6300,5.084630,-0.123144,0.675345,-11.5228,13.7803,-13.4215,-1500.00
5.6400,4.987534,0.002973,0.521902,-8.0786,6.8377,-24.8458,-1500.00
5.6500,4.922356,0.023640,0.218479,-5.2416,-10.4317,-43.1819,-1500.00
5.6600,4.871280,-0.167607,-0.276604,-5.3146,-20.0147,-47.5833,-1500.00
5.6700,4.823098,-0.294974,-0.492130,-4.1155,-8.9727,-29.6271,-1500.00
5.6800,4.790304,-0.381757,-0.403560,-2.4264,-11.0114,-20.6928,-1500.00
5.6900,4.782711,-0.476168,-0.247695,1.8833,-28.0374,-8.0720,-1500.00
5.7000,4.819586,-0.167253,-0.018995,0.2982,-42.9418,-23.7097,-1500.00
5.7100,4.757908,0.778129,0.636072,-10.6951,-27.1315,-60.1716,-1500.00
5.7200,4.642567,1.394093,0.691200,-11.3178,-15.8753,-53.5190,0.00
5.7300,4.541242,1.169508,0.403555,-8.8696,-20.5684,-49.8338,0.00
5.7400,4.468875,0.791090,0.072411,-5.3922,-30.6991,-51.0443,-1500.00
5.7500,4.443643,0.522815,-0.267737,0.2853,-44.1929,-50.4787,-1500.00
5.7600,4.445566,0.344110,-0.540392,-0.8069,-37.4866,-32.6523,-1500.00
5.7700,4.422224,0.107023,-0.771650,-3.9321,-30.7544,-30.5662,-1500.00
5.7800,4.361468,-0.108685,-1.051666,-8.3933,-25.0427,-32.1728,0.00
5.7900,4.244368,-0.223473,-1.325650,-15.4138,-15.2559,-28.6667,0.00
5.8000,4.021600,-0.281331,-1.284940,-31.6926,-2.0278,-33.0607,0.00
5.8100,3.583175,0.137872,-0.323923,-39.8277,-40.5189,-52.6123,-1500.00
5.8200,3.286216,1.299269,0.685154,-24.4954,-74.4049,-72.5304,0.00
5.8300,3.072645,0.641177,0.309023,-18.4394,-72.6392,-89.1081,-1500.00
5.8400,2.929441,-0.239266,-0.433783,-9.6758,-68.9165,-69.0029,-1500.00
5.8500,2.904654,-0.832754,-0.644707,6.4879,-65.1342,-64.5749,-1500.00
5.8600,2.974833,-1.200998,-0.700812,-2.2910,-64.2609,-52.6593,0.00
5.8700,2.864036,-0.678570,-0.478552,-17.8054,-80.1606,-66.3777,-1500.00
5.8800,2.646956,0.284877,0.401664,-23.4319,-89.1111,-88.9233,-1500.00
5.8900,2.408958,0.977316,1.304518,-24.1572,-69.2819,-50.0051,0.00
5.9000,2.163526,0.709065,0.927889,-25.4243,-35.1989,-18.8524,-1500.00
5.9100,1.850198,0.161053,0.200631,-40.9881,4.0874,0.2118,1500.00
5.9200,1.518154,-0.453958,-0.618102,-22.7228,-0.0712,11.4014,1500.00
5.9300,1.357287,-0.839721,-1.258188,-11.3977,-10.2327,4.5188,0.00
5.9400,1.270430,-0.720457,-1.141787,-6.7549,-8.7885,-7.4700,0.00
5.9500,1.215891,-0.064529,-0.408239,-4.3486,-10.9843,-12.3009,-1500.00
5.9600,1.187825,0.746223,0.221938,-0.8092,-29.7595,-8.7853,-1500.00
5.9700,1.216486,1.441981,0.439513,6.5722,-58.9938,-7.6922,0.00
5.9800,1.285756,0.862075,0.605536,5.6621,-49.7892,-39.8447,-1500.00
5.9900,1.329579,0.455262,1.010622,3.6134,-28.0264,-54.6223,-1500.00
6.0000,1.357841,0.380021,1.231704,1.6288,-4.4537,-61.6399,0.00
6.0100,1.338265,0.684540,0.725991,-6.9552,21.9316,-60.2824,-1500.00
6.0200,1.208181,1.174551,0.312552,-16.5476,36.5786,-24.8089,0.00
6.0300,1.063875,1.251658,0.270493,-11.9523,15.9006,-0.4349,0.00
6.0400,0.960890,1.039175,0.378060,-9.2115,4.2566,6.2487,1500.00
6.0500,0.872319,0.866340,0.507202,-8.7509,-2.3471,10.2102,1500.00
6.0600,0.782848,0.748799,0.616198,-9.2021,-7.7749,12.3285,1500.00
6.0700,0.689212,0.673991,0.667061,-9.2791,-12.8400,14.8155,1500.00
6.0800,0.612089,0.630606,0.630453,-4.7615,-18.8913,18.5990,-1500.00
6.0900,0.623824,0.501325,0.453273,7.2164,-26.4270,3.7121,-1500.00
6.1000,0.732312,0.251765,0.327698,11.5333,-27.3622,-16.2146,-1500.00
6.1100,0.823912,0.001998,0.333718,7.1323,-22.2612,-22.5685,-1500.00
6.1200,0.885545,-0.199559,0.325739,5.7640,-15.1457,-24.2924,-1500.00
6.1300,0.948182,-0.329311,0.210877,7.0625,-5.3715,-28.3283,-1500.00
6.1400,1.014313,-0.353536,-0.099337,1.6735,3.0745,-47.1342,-1500.00
6.1500,0.430896,-0.197419,-0.438057,-99.8775,61.5199,31.8863,1500.00
6.1600,0.797622,0.054956,0.070228,90.9361,46.8733,43.8530,-1500.00
6.1700,1.456273,0.313380,0.067122,37.6971,39.4150,25.7110,455.21
6.1800,1.718442,0.741984,0.289984,18.9168,44.1403,46.4768,1500.00
6.1900,1.868183,1.034682,0.490028,12.5312,50.2586,52.9494,1500.00
6.2000,1.996193,0.747691,0.195745,14.0346,43.8678,46.7651,1500.00
6.2100,2.163184,0.517652,-0.382617,19.9187,-3.1357,35.7065,-1500.00
6.2200,2.390703,0.756934,-0.546420,22.0217,-34.3993,-22.7569,-1500.00
6.2300,2.549038,0.868151,-0.154893,10.9847,-2.3634,-45.9106,-1500.00
6.2400,2.614568,0.604766,0.263605,0.5676,47.8059,-23.4686,1500.00
6.2500,2.575975,-0.185515,0.022092,-0.6508,49.7172,35.2121,1500.00
6.2600,2.592881,-0.423519,0.081186,2.9375,29.6647,29.8046,1500.00
6.2700,2.625212,-0.262794,0.220098,3.3517,23.3520,15.4538,1500.00
6.2800,2.672081,0.158297,0.226738,7.8441,9.0124,-20.7901,-1500.00
6.2900,2.798958,0.214740,0.101699,17.5034,-32.8730,-28.9642,-1500.00
6.3000,3.052526,-0.372905,-0.233791,28.2782,-66.6907,-42.1250,-1500.00
6.3100,3.285386,-0.821132,-0.592833,21.1588,-30.5261,-31.7878,-1500.00
6.3200,3.502699,-1.045271,-0.892522,23.1150,-22.5225,-29.7448,-1500.00
6.3300,3.762083,-0.957575,-1.192019,27.8569,-2.7632,-6.0241,0.00
6.3400,4.035117,-0.878927,-1.262067,26.5210,14.8401,12.9776,0.00
6.3500,4.248804,-1.157826,-1.180742,12.3151,25.9591,-11.2904,0.00
6.3600,4.407393,-1.191291,-1.165186,25.1013,32.6999,8.1148,0.00
6.3700,4.692614,-0.858419,-1.160329,29.5282,30.9224,26.8557,0.00
6.3800,4.977989,-0.554337,-0.939086,27.5692,30.7455,43.2093,-1500.00
6.3900,5.246163,-0.159356,-0.366348,25.2322,28.2603,57.9252,-1500.00
6.4000,5.416164,0.185232,0.322417,9.5138,27.6990,33.7991,1500.00
6.4100,5.485052,0.215200,0.670628,5.8935,18.5791,18.0794,-1500.00
6.4200,5.545407,0.230401,0.721989,6.3904,8.8383,8.2676,-1500.00
6.4300,5.614566,0.311073,0.491067,7.3971,5.5860,0.6209,-1500.00
6.4400,5.694574,0.289315,0.188612,8.6289,2.8303,-0.4530,-1500.00
6.4500,5.789224,0.093787,-0.095240,10.3758,-1.7603,-0.9767,-1500.00
6.4600,5.896525,-0.316389,-0.293830,10.0920,0.2743,2.9760,-1500.00
6.4700,5.990650,-0.670103,-0.617461,8.8672,17.3156,14.3585,-1500.00
6.4800,6.067488,-0.785176,-1.014741,6.0499,36.7778,23.5404,-171.67
6.4900,6.112127,-0.565870,-1.012545,4.2664,39.0990,25.9278,1500.00
6.5000,6.182134,-0.357599,-0.806350,10.0498,17.2234,12.1989,-1500.00
6.5100,6.324880,-0.291957,-0.735679,18.9277,0.4968,2.1721,-1500.00
6.5200,6.576525,-0.368210,-0.747167,31.1349,-10.8490,1.3046,-1500.00
6.5300,6.907783,-0.494800,-0.582960,31.8562,11.7669,33.1074,-1500.00
6.5400,7.217850,-0.276365,-0.149044,31.4491,33.0065,41.3298,-1500.00
6.5500,7.531543,0.094235,0.205102,29.7419,41.3072,33.4834,-1500.00
6.5600,7.761502,0.477387,0.462147,16.4839,41.1962,23.3865,-1500.00
6.5700,7.914626,0.578666,0.625625,15.3168,27.7652,23.5840,-1500.00
6.5800,8.068092,0.540088,0.697350,15.2340,18.5052,21.8755,-1500.00
6.5900,8.220767,0.531459,0.558346,15.6040,4.3116,7.5937,-1500.00
6.6000,8.378680,0.549723,0.271667,15.0532,-0.2673,-3.3599,-1500.00
6.6100,8.519842,0.534380,0.244221,13.4725,1.1704,4.3057,-1500.00
6.6200,8.651456,0.438093,0.418124,12.8267,6.1059,12.3153,-1500.00
6.6300,8.760442,0.252855,0.766187,8.9440,17.7059,9.4071,-1500.00
6.6400,8.845500,0.150120,0.931030,8.4115,9.6960,4.0135,-1500.00
6.6500,8.931714,0.189408,1.013790,8.9285,0.3920,8.7845,-1500.00
6.6600,9.025768,0.380418,1.012115,9.7156,-10.0436,28.4988,-1500.00
6.6700,9.112368,0.390598,0.595590,7.2352,-1.8842,27.6007,-1500.00
6.6800,9.171788,0.192849,0.100025,4.6284,6.3162,9.7362,-1500.00
6.6900,9.207198,0.327722,-0.038754,3.6872,14.0455,7.2883,-1500.00
6.7000,9.272400,0.515071,0.217059,9.9115,5.2550,21.2318,-1500.00
6.7100,9.419095,0.550296,0.724391,18.7776,4.3416,31.0149,-1500.00
6.7200,9.621747,0.692349,1.176077,20.8126,17.1141,23.6860,0.00
6.7300,9.830443,1.034338,1.366905,21.4466,23.8636,18.9507,0.00
6.7400,10.082204,1.388202,1.412691,30.1498,9.3825,3.7925,0.00
6.7500,10.452689,1.442212,1.383815,44.2143,-12.1028,-13.5034,0.00
6.7600,10.946953,1.210108,1.188511,49.2461,-26.3093,-27.2032,0.00
6.7700,11.350394,0.995703,1.001715,31.9798,-4.5701,-16.8230,-1500.00
6.7800,11.601406,0.886572,0.966751,19.5600,13.9855,5.0410,-1500.00
6.7900,11.758204,0.814753,1.031860,12.6732,15.7694,19.1927,-1500.00
6.8000,11.862668,0.791266,0.971038,8.5230,13.0749,32.2702,-1500.00
6.8100,11.925427,0.791971,0.612071,3.9480,14.4596,35.8076,-1500.00
6.8200,11.945177,0.600266,0.201460,0.7796,21.8045,24.0586,-1500.00
6.8300,11.962268,0.268540,-0.081161,3.4046,18.1139,14.9184,-1500.00
6.8400,12.016844,-0.009262,-0.286701,7.2340,13.0304,12.8557,-1500.00
6.8500,12.105549,-0.192227,-0.436432,10.4448,10.1410,11.0351,-1500.00
6.8600,12.229082,-0.317613,-0.502349,14.3056,5.1682,10.3660,-1500.00
6.8700,12.385733,-0.373422,-0.463526,15.8022,10.7321,14.4528,-1500.00
6.8800,12.524458,-0.148109,-0.297516,11.9201,35.2802,16.9604,-1500.00
6.8900,12.632694,0.342348,-0.052506,10.6883,39.7901,21.1012,-1500.00
6.9000,12.750991,0.753658,0.069929,12.9579,26.0185,20.8627,-1500.00
6.9100,12.894048,0.985420,0.096217,15.8784,20.1810,19.6335,-1500.00
6.9200,13.082905,1.045437,0.190747,22.9258,16.6140,22.7501,-1500.00
6.9300,13.359616,0.952534,0.498613,30.7402,26.7464,38.0962,-1500.00
6.9400,13.648451,0.774856,0.700326,25.3704,47.9382,50.9761,-1500.00
6.9500,13.855784,0.405674,0.388883,17.3807,66.0206,66.0655,674.02
6.9600,14.046963,-0.287609,-0.288260,21.1008,80.5509,80.9334,1500.00
6.9700,14.254250,-1.052844,-1.012697,20.1962,87.0852,80.1078,0.00
6.9800,14.463626,-0.896393,-0.923603,21.3009,81.9727,79.2970,1500.00
6.9900,14.671058,-0.097801,-0.108056,19.9391,72.3331,78.0371,1500.00
7.0000,14.842387,0.522835,0.631651,13.7862,54.1915,52.2864,-1500.00
7.0100,14.957484,0.639440,0.852865,10.1732,42.4811,36.2554,-1500.00
7.0200,15.066853,0.295089,0.499814,12.7144,30.8266,31.0464,-1500.00
7.0300,15.211911,-0.155287,-0.058890,14.8282,19.2657,24.8023,-1500.00
7.0400,15.340812,-0.403362,-0.503120,10.7214,19.0869,9.9061,-1500.00
7.0500,15.426720,-0.364561,-0.708870,6.8283,19.0520,5.4206,-1500.00
7.0600,15.484185,-0.175595,-0.650874,5.1551,16.1825,16.3175,-1500.00
7.0700,15.537284,0.008305,-0.312166,5.5708,11.4669,35.5925,-1500.00
7.0800,15.584146,0.204064,0.318586,2.9449,29.9414,51.3254,-1500.00
7.0900,15.607841,0.455387,0.903474,3.5916,42.8435,45.1846,-1500.00
7.1000,15.679653,0.595955,1.047257,10.8383,31.6621,31.6629,0.00
7.1100,15.830082,0.629571,0.937534,19.3902,16.0867,16.0997,-1500.00
7.1200,16.089344,0.661508,0.903416,33.7454,-4.0716,-3.9252,-1500.00
7.1300,16.523580,0.889386,1.037892,49.0411,-31.9652,-30.7666,-1500.00
7.1400,16.971729,1.317936,1.079534,40.9001,-32.8266,-35.6693,0.00
7.1500,17.358407,1.376248,0.915457,36.4988,-19.1661,-26.0623,0.00
7.1600,17.690660,1.159055,0.865797,29.5465,-1.5783,-4.4531,0.00
7.1700,17.942411,1.004444,1.038345,21.3330,6.3610,19.0963,-1500.00
7.1800,18.111951,0.979233,1.148417,12.4562,13.7654,44.8526,0.00
7.1900,18.186048,0.988292,0.711627,2.9940,23.0459,48.0024,-1500.00
7.2000,18.186383,0.676788,0.216352,-1.0640,26.1207,25.5296,-1500.00
7.2100,18.199256,0.324520,-0.106080,3.8355,16.4762,16.4067,-1500.00
7.2200,18.259081,0.168503,-0.289732,7.8149,10.7382,10.0895,-1500.00
7.2300,18.354995,0.070213,-0.359109,11.3625,2.7912,7.4083,-1500.00
7.2400,18.493713,-0.091735,-0.343744,16.8682,-11.7628,9.9857,-1500.00
7.2500,18.695107,-0.353160,-0.262558,20.0786,-15.1703,7.7917,-1500.00
7.2600,18.849443,-0.270262,-0.231567,11.6583,25.8916,-1.5478,-1500.00
7.2700,18.941923,0.214507,-0.194363,7.4816,41.4628,3.9183,-1500.00
7.2800,19.016765,0.740552,-0.204767,7.8436,28.8213,20.0744,-1500.00
7.2900,19.100693,1.046185,-0.251289,9.1579,27.3597,25.5524,-1500.00
0.0010,0.000000,-0.000000,0.150000,0.0000,0.0000,0.0000,284.26
0.0020,-0.000024,-0.000082,0.150080,-0.0389,-0.1312,0.1282,266.48
0.0030,-0.000086,-0.000290,0.150283,-0.0752,-0.2538,0.2481,249.62
0.0040,-0.000182,-0.000615,0.150601,-0.1091,-0.3683,0.3601,233.65
0.0050,-0.000311,-0.001050,0.151027,-0.1407,-0.4751,0.4646,218.52
0.0060,-0.000470,-0.001588,0.151552,-0.1702,-0.5747,0.5621,204.19
0.0070,-0.000658,-0.002220,0.152171,-0.1976,-0.6674,0.6528,190.63
0.0080,-0.000871,-0.002942,0.152877,-0.2230,-0.7537,0.7373,177.79
0.0090,-0.001109,-0.003745,0.153663,-0.2466,-0.8338,0.8158,165.65
0.0100,-0.001369,-0.004625,0.154524,-0.2685,-0.9081,0.8887,154.16
0.0110,-0.001650,-0.005577,0.155455,-0.2888,-0.9769,0.9563,143.29
0.0120,-0.001951,-0.006593,0.156451,-0.3075,-1.0406,1.0189,133.02
0.0130,-0.002269,-0.007671,0.157506,-0.3247,-1.0994,1.0768,123.30
0.0140,-0.002604,-0.008804,0.158616,-0.3406,-1.1536,1.1302,114.12
0.0150,-0.002954,-0.009989,0.159777,-0.3552,-1.2036,1.1795,105.45
0.0160,-0.003317,-0.011221,0.160985,-0.3686,-1.2495,1.2250,97.25
