t,phi,alpha,theta,phi_dot,alpha_dot,theta_dot,tau
0.8960,0.062106,0.040704,0.094958,-0.0505,0.0025,-0.2096,-6.82
0.8970,0.062055,0.040706,0.094749,-0.0513,0.0016,-0.2094,-6.78
0.8980,0.062003,0.040707,0.094539,-0.0520,0.0007,-0.2091,-6.75
0.8990,0.061951,0.040707,0.094331,-0.0527,-0.0002,-0.2088,-6.71
0.9000,0.061897,0.040707,0.094122,-0.0534,-0.0010,-0.2085,-6.68
0.9010,0.061843,0.040705,0.093914,-0.0542,-0.0019,-0.2083,-6.64
0.9020,0.061789,0.040702,0.093705,-0.0549,-0.0028,-0.2080,-6.61
0.9030,0.061733,0.040699,0.093498,-0.0556,-0.0037,-0.2077,-6.57
0.9040,0.061677,0.040695,0.093290,-0.0564,-0.0046,-0.2074,-6.54
0.9050,0.061621,0.040690,0.093083,-0.0571,-0.0055,-0.2071,-6.50
0.9060,0.061563,0.040684,0.092876,-0.0578,-0.0064,-0.2068,-6.47
0.9070,0.061505,0.040677,0.092669,-0.0586,-0.0073,-0.2065,-6.44
0.9080,0.061446,0.040669,0.092463,-0.0593,-0.0082,-0.2062,-6.40
0.9090,0.061386,0.040660,0.092257,-0.0600,-0.0091,-0.2059,-6.37
0.9100,0.061325,0.040650,0.092051,-0.0608,-0.0100,-0.2056,-6.34
0.9110,0.061264,0.040640,0.091846,-0.0615,-0.0109,-0.2053,-6.31
0.9120,0.061202,0.040628,0.091641,-0.0622,-0.0119,-0.2050,-6.27
0.9130,0.061140,0.040616,0.091436,-0.0630,-0.0128,-0.2047,-6.24
0.9140,0.061076,0.040602,0.091231,-0.0637,-0.0137,-0.2044,-6.21
0.9150,0.061012,0.040588,0.091027,-0.0644,-0.0146,-0.2041,-6.18
0.9160,0.060947,0.040573,0.090823,-0.0652,-0.0155,-0.2038,-6.15
0.9170,0.060881,0.040557,0.090620,-0.0659,-0.0165,-0.2035,-6.12
0.9180,0.060815,0.040540,0.090416,-0.0667,-0.0174,-0.2031,-6.09
0.9190,0.060748,0.040522,0.090213,-0.0674,-0.0183,-0.2028,-6.06
0.9200,0.060680,0.040503,0.090011,-0.0681,-0.0193,-0.2025,-6.03
0.9210,0.060612,0.040483,0.089808,-0.0689,-0.0202,-0.2022,-6.01
0.9220,0.060542,0.040462,0.089607,-0.0696,-0.0211,-0.2018,-5.98
0.9230,0.060472,0.040441,0.089405,-0.0703,-0.0221,-0.2015,-5.95
0.9240,0.060401,0.040418,0.089204,-0.0711,-0.0230,-0.2012,-5.92
0.9250,0.060330,0.040394,0.089003,-0.0718,-0.0240,-0.2008,-5.90
0.9260,0.060257,0.040370,0.088802,-0.0726,-0.0249,-0.2005,-5.87
0.9270,0.060184,0.040344,0.088602,-0.0733,-0.0259,-0.2001,-5.84
0.9280,0.060111,0.040318,0.088402,-0.0741,-0.0268,-0.1998,-5.82
0.9290,0.060036,0.040291,0.088202,-0.0748,-0.0278,-0.1994,-5.79
0.9300,0.059961,0.040262,0.088003,-0.0755,-0.0287,-0.1991,-5.77
0.9310,0.059885,0.040233,0.087804,-0.0763,-0.0297,-0.1987,-5.75
0.9320,0.059808,0.040203,0.087606,-0.0770,-0.0306,-0.1984,-5.72
0.9330,0.059731,0.040172,0.087408,-0.0778,-0.0316,-0.1980,-5.70
0.9340,0.059652,0.040139,0.087210,-0.0785,-0.0326,-0.1977,-5.68
0.9350,0.059573,0.040106,0.087012,-0.0793,-0.0335,-0.1973,-5.65
0.9360,0.059494,0.040072,0.086815,-0.0800,-0.0345,-0.1970,-5.63
0.9370,0.059413,0.040037,0.086619,-0.0808,-0.0355,-0.1966,-5.61
0.9380,0.059332,0.040001,0.086422,-0.0815,-0.0364,-0.1962,-5.59
0.9390,0.059250,0.039964,0.086226,-0.0823,-0.0374,-0.1959,-5.57
0.9400,0.059167,0.039926,0.086031,-0.0830,-0.0384,-0.1955,-5.55
0.9410,0.059084,0.039887,0.085835,-0.0838,-0.0393,-0.1951,-5.53
0.9420,0.058999,0.039847,0.085640,-0.0845,-0.0403,-0.1948,-5.51
0.9430,0.058914,0.039806,0.085446,-0.0853,-0.0413,-0.1944,-5.49
0.9440,0.058829,0.039764,0.085252,-0.0860,-0.0423,-0.1940,-5.47
0.9450,0.058742,0.039721,0.085058,-0.0867,-0.0432,-0.1937,-5.45
0.9460,0.058655,0.039678,0.084865,-0.0875,-0.0442,-0.1933,-5.43
0.9470,0.058567,0.039633,0.084671,-0.0882,-0.0452,-0.1929,-5.41
0.9480,0.058478,0.039587,0.084479,-0.0890,-0.0462,-0.1925,-5.40
0.9490,0.058389,0.039540,0.084287,-0.0897,-0.0471,-0.1922,-5.38
0.9500,0.058299,0.039492,0.084095,-0.0905,-0.0481,-0.1918,-5.36
0.9510,0.058208,0.039444,0.083903,-0.0912,-0.0491,-0.1914,-5.34
0.9520,0.058116,0.039394,0.083712,-0.0920,-0.0501,-0.1910,-5.32
0.9530,0.058024,0.039343,0.083521,-0.0927,-0.0510,-0.1907,-5.31
0.9540,0.057930,0.039292,0.083331,-0.0935,-0.0520,-0.1903,-5.29
0.9550,0.057837,0.039239,0.083141,-0.0942,-0.0530,-0.1899,-5.27
0.9560,0.057742,0.039186,0.082951,-0.0950,-0.0540,-0.1895,-5.26
0.9570,0.057646,0.039131,0.082762,-0.0957,-0.0549,-0.1892,-5.24
0.9580,0.057550,0.039075,0.082573,-0.0965,-0.0559,-0.1888,-5.22
0.9590,0.057453,0.039019,0.082384,-0.0972,-0.0569,-0.1884,-5.21
0.9600,0.057356,0.038961,0.082196,-0.0979,-0.0579,-0.1880,-5.19
0.9610,0.057257,0.038903,0.082008,-0.0987,-0.0588,-0.1877,-5.17
0.9620,0.057158,0.038844,0.081821,-0.0994,-0.0598,-0.1873,-5.16
0.9630,0.057058,0.038783,0.081634,-0.1002,-0.0608,-0.1869,-5.14
0.9640,0.056958,0.038722,0.081447,-0.1009,-0.0617,-0.1866,-5.12
0.9650,0.056856,0.038659,0.081261,-0.1016,-0.0627,-0.1862,-5.11
0.9660,0.056754,0.038596,0.081075,-0.1024,-0.0637,-0.1858,-5.09
0.9670,0.056651,0.038532,0.080889,-0.1031,-0.0646,-0.1854,-5.07
0.9680,0.056548,0.038467,0.080704,-0.1039,-0.0656,-0.1851,-5.06
0.9690,0.056443,0.038400,0.080519,-0.1046,-0.0666,-0.1847,-5.04
0.9700,0.056338,0.038333,0.080335,-0.1053,-0.0675,-0.1843,-5.03
0.9710,0.056232,0.038265,0.080150,-0.1061,-0.0685,-0.1840,-5.01
0.9720,0.056126,0.038196,0.079967,-0.1068,-0.0694,-0.1836,-4.99
0.9730,0.056019,0.038126,0.079783,-0.1075,-0.0704,-0.1832,-4.98
0.9740,0.055911,0.038055,0.079600,-0.1083,-0.0714,-0.1829,-4.96
0.9750,0.055802,0.037983,0.079418,-0.1090,-0.0723,-0.1825,-4.94
0.9760,0.055692,0.037910,0.079235,-0.1097,-0.0733,-0.1821,-4.92
0.9770,0.055582,0.037836,0.079054,-0.1105,-0.0742,-0.1818,-4.91
0.9780,0.055471,0.037762,0.078872,-0.1112,-0.0752,-0.1814,-4.89
0.9790,0.055360,0.037686,0.078691,-0.1119,-0.0761,-0.1810,-4.87
0.9800,0.055247,0.037609,0.078510,-0.1127,-0.0771,-0.1807,-4.86
0.9810,0.055134,0.037532,0.078330,-0.1134,-0.0780,-0.1803,-4.84
0.9820,0.055020,0.037453,0.078150,-0.1141,-0.0789,-0.1799,-4.82
0.9830,0.054906,0.037373,0.077970,-0.1148,-0.0799,-0.1796,-4.80
0.9840,0.054790,0.037293,0.077790,-0.1156,-0.0808,-0.1792,-4.79
0.9850,0.054674,0.037212,0.077611,-0.1163,-0.0818,-0.1788,-4.77
0.9860,0.054558,0.037129,0.077433,-0.1170,-0.0827,-0.1785,-4.75
0.9870,0.054440,0.037046,0.077255,-0.1177,-0.0836,-0.1781,-4.73
0.9880,0.054322,0.036962,0.077077,-0.1185,-0.0846,-0.1778,-4.71
0.9890,0.054203,0.036877,0.076899,-0.1192,-0.0855,-0.1774,-4.69
0.9900,0.054084,0.036790,0.076722,-0.1199,-0.0864,-0.1770,-4.68
0.9910,0.053963,0.036703,0.076545,-0.1206,-0.0874,-0.1767,-4.66
0.9920,0.053842,0.036615,0.076369,-0.1213,-0.0883,-0.1763,-4.64
0.9930,0.053720,0.036527,0.076193,-0.1220,-0.0892,-0.1759,-4.62
0.9940,0.053598,0.036437,0.076017,-0.1228,-0.0901,-0.1756,-4.60
0.9950,0.053475,0.036346,0.075842,-0.1235,-0.0911,-0.1752,-4.58
0.9960,0.053351,0.036254,0.075667,-0.1242,-0.0920,-0.1749,-4.57
0.9970,0.053226,0.036162,0.075492,-0.1249,-0.0929,-0.1745,-4.55
0.9980,0.053101,0.036068,0.075318,-0.1256,-0.0938,-0.1741,-4.53
0.9990,0.052975,0.035974,0.075144,-0.1263,-0.0948,-0.1738,-4.51
1.0000,0.052848,0.035879,0.074970,-0.1270,-0.0957,-0.1734,-4.49
1.0100,0.051542,0.034875,0.073255,-0.1340,-0.1049,-0.1697,-4.31
1.0200,0.050166,0.033779,0.071578,-0.1410,-0.1140,-0.1659,-4.14
1.0300,0.048721,0.032593,0.069939,-0.1478,-0.1231,-0.1619,-4.00
1.0400,0.047208,0.031316,0.068340,-0.1546,-0.1321,-0.1579,-3.89
1.0500,0.045628,0.029948,0.066782,-0.1612,-0.1411,-0.1538,-3.83
1.0600,0.043983,0.028491,0.065265,-0.1677,-0.1500,-0.1496,-3.80
1.0700,0.042273,0.026946,0.063789,-0.1740,-0.1586,-0.1456,-3.81
1.0800,0.040501,0.025317,0.062353,-0.1802,-0.1670,-0.1417,-3.86
1.0900,0.038669,0.023605,0.060955,-0.1861,-0.1750,-0.1380,-3.92
1.1000,0.036779,0.021816,0.059592,-0.1917,-0.1825,-0.1347,-3.99
1.1100,0.034834,0.019954,0.058261,-0.1971,-0.1895,-0.1316,-4.07
1.1200,0.032837,0.018025,0.056958,-0.2021,-0.1959,-0.1289,-4.16
1.1300,0.030791,0.016035,0.055680,-0.2068,-0.2018,-0.1267,-4.27
1.1400,0.028701,0.013990,0.054424,-0.2111,-0.2070,-0.1248,-4.38
1.1500,0.026569,0.011896,0.053184,-0.2151,-0.2116,-0.1233,-4.52
1.1600,0.024399,0.009759,0.051957,-0.2187,-0.2156,-0.1222,-4.68
1.1700,0.022195,0.007584,0.050739,-0.2219,-0.2190,-0.1215,-4.87
1.1800,0.019961,0.005379,0.049525,-0.2248,-0.2218,-0.1212,-5.08
1.1900,0.017701,0.003150,0.048312,-0.2272,-0.2238,-0.1214,-5.31
1.2000,0.015418,0.000904,0.047094,-0.2292,-0.2252,-0.1222,-5.55
1.2100,0.013117,-0.001352,0.045866,-0.2308,-0.2258,-0.1234,-5.79
1.2200,0.010802,-0.003610,0.044623,-0.2320,-0.2256,-0.1252,-6.03
1.2300,0.008478,-0.005862,0.043359,-0.2327,-0.2246,-0.1276,-6.26
1.2400,0.006150,-0.008099,0.042068,-0.2329,-0.2228,-0.1306,-6.47
1.2500,0.003821,-0.010313,0.040743,-0.2326,-0.2201,-0.1342,-6.67
1.2600,0.001498,-0.012497,0.039380,-0.2319,-0.2166,-0.1384,-6.85
1.2700,-0.000815,-0.014641,0.037973,-0.2307,-0.2123,-0.1430,-7.03
1.2800,-0.003114,-0.016739,0.036518,-0.2291,-0.2074,-0.1480,-7.19
1.2900,-0.005395,-0.018785,0.035010,-0.2271,-0.2018,-0.1534,-7.34
1.3000,-0.007653,-0.020772,0.033447,-0.2246,-0.1957,-0.1591,-7.47
1.3100,-0.009886,-0.022695,0.031826,-0.2218,-0.1891,-0.1651,-7.59
1.3200,-0.012088,-0.024549,0.030144,-0.2187,-0.1819,-0.1712,-7.69
1.3300,-0.014257,-0.026330,0.028400,-0.2152,-0.1744,-0.1775,-7.76
1.3400,-0.016389,-0.028032,0.026592,-0.2113,-0.1663,-0.1839,-7.79
1.3500,-0.018481,-0.029652,0.024720,-0.2071,-0.1579,-0.1905,-7.79
1.3600,-0.020530,-0.031186,0.022782,-0.2026,-0.1491,-0.1971,-7.75
1.3700,-0.022532,-0.032630,0.020778,-0.1979,-0.1400,-0.2037,-7.67
1.3800,-0.024485,-0.033982,0.018707,-0.1928,-0.1306,-0.2103,-7.56
1.3900,-0.026386,-0.035239,0.016572,-0.1875,-0.1211,-0.2167,-7.42
1.4000,-0.028234,-0.036401,0.014374,-0.1821,-0.1115,-0.2229,-7.25
1.4100,-0.030026,-0.037466,0.012115,-0.1764,-0.1019,-0.2288,-7.04
1.4200,-0.031760,-0.038435,0.009799,-0.1706,-0.0924,-0.2342,-6.81
1.4300,-0.033437,-0.039310,0.007431,-0.1648,-0.0830,-0.2392,-6.55
1.4400,-0.035054,-0.040092,0.005016,-0.1588,-0.0738,-0.2437,-6.26
1.4500,-0.036611,-0.040783,0.002559,-0.1528,-0.0649,-0.2475,-5.94
1.4600,-0.038107,-0.041387,0.000067,-0.1467,-0.0562,-0.2508,-5.59
1.4700,-0.039543,-0.041905,-0.002455,-0.1406,-0.0478,-0.2534,-5.21
1.4800,-0.040917,-0.042342,-0.004999,-0.1344,-0.0398,-0.2554,-4.81
1.4900,-0.042230,-0.042700,-0.007561,-0.1283,-0.0321,-0.2568,-4.40
1.5000,-0.043482,-0.042982,-0.010132,-0.1222,-0.0247,-0.2575,-3.98
1.5100,-0.044673,-0.043193,-0.012708,-0.1161,-0.0177,-0.2575,-3.54
1.5200,-0.045802,-0.043336,-0.015281,-0.1100,-0.0111,-0.2569,-3.09
1.5300,-0.046871,-0.043415,-0.017844,-0.1040,-0.0049,-0.2556,-2.64
1.5400,-0.047880,-0.043434,-0.020390,-0.0980,0.0009,-0.2536,-2.18
1.5500,-0.048830,-0.043398,-0.022912,-0.0921,0.0062,-0.2508,-1.70
1.5600,-0.049721,-0.043310,-0.025403,-0.0862,0.0111,-0.2473,-1.22
1.5700,-0.050553,-0.043176,-0.027855,-0.0804,0.0156,-0.2431,-0.74
1.5800,-0.051328,-0.043000,-0.030262,-0.0747,0.0196,-0.2381,-0.27
1.5900,-0.052047,-0.042786,-0.032615,-0.0691,0.0232,-0.2325,0.20
1.6000,-0.052709,-0.042538,-0.034910,-0.0635,0.0264,-0.2264,0.64
1.6100,-0.053316,-0.042259,-0.037140,-0.0580,0.0293,-0.2197,1.07
1.6200,-0.053869,-0.041952,-0.039301,-0.0526,0.0320,-0.2125,1.47
1.6300,-0.054366,-0.041620,-0.041389,-0.0471,0.0345,-0.2050,1.84
1.6400,-0.054810,-0.041264,-0.043400,-0.0417,0.0368,-0.1973,2.20
1.6500,-0.055198,-0.040885,-0.045333,-0.0362,0.0391,-0.1893,2.55
1.6600,-0.055532,-0.040484,-0.047184,-0.0307,0.0413,-0.1811,2.88
1.6700,-0.055811,-0.040060,-0.048953,-0.0252,0.0435,-0.1727,3.19
1.6800,-0.056035,-0.039615,-0.050638,-0.0197,0.0457,-0.1642,3.50
1.6900,-0.056204,-0.039148,-0.052237,-0.0141,0.0479,-0.1556,3.79
1.7000,-0.056317,-0.038658,-0.053750,-0.0085,0.0501,-0.1470,4.06
1.7100,-0.056373,-0.038146,-0.055176,-0.0029,0.0525,-0.1384,4.30
1.7200,-0.056373,-0.037610,-0.056516,0.0028,0.0549,-0.1298,4.51
1.7300,-0.056315,-0.037049,-0.057772,0.0086,0.0575,-0.1214,4.69
1.7400,-0.056199,-0.036460,-0.058944,0.0145,0.0603,-0.1132,4.84
1.7500,-0.056024,-0.035842,-0.060036,0.0204,0.0635,-0.1054,4.97
1.7600,-0.055789,-0.035190,-0.061051,0.0265,0.0669,-0.0979,5.09
1.7700,-0.055492,-0.034503,-0.061994,0.0327,0.0707,-0.0908,5.19
1.7800,-0.055133,-0.033775,-0.062868,0.0390,0.0749,-0.0842,5.29
1.7900,-0.054711,-0.033003,-0.063677,0.0454,0.0795,-0.0780,5.39
1.8000,-0.054224,-0.032183,-0.064426,0.0519,0.0844,-0.0721,5.49
1.8100,-0.053670,-0.031312,-0.065119,0.0585,0.0897,-0.0667,5.59
1.8200,-0.053051,-0.030388,-0.065760,0.0652,0.0952,-0.0617,5.69
1.8300,-0.052364,-0.029406,-0.066351,0.0720,0.1010,-0.0570,5.78
1.8400,-0.051609,-0.028366,-0.066898,0.0788,0.1070,-0.0527,5.88
1.8500,-0.050786,-0.027264,-0.067403,0.0856,0.1132,-0.0487,5.97
1.8600,-0.049894,-0.026099,-0.067869,0.0925,0.1196,-0.0450,6.06
1.8700,-0.048934,-0.024869,-0.068301,0.0993,0.1262,-0.0417,6.15
1.8800,-0.047906,-0.023573,-0.068701,0.1062,0.1329,-0.0387,6.26
1.8900,-0.046809,-0.022209,-0.069072,0.1130,0.1397,-0.0360,6.38
1.9000,-0.045645,-0.020776,-0.069417,0.1197,0.1465,-0.0335,6.51
1.9100,-0.044413,-0.019275,-0.069737,0.1264,0.1534,-0.0311,6.68
1.9200,-0.043115,-0.017706,-0.070034,0.1330,0.1602,-0.0289,6.86
1.9300,-0.041752,-0.016069,-0.070309,0.1394,0.1668,-0.0267,7.07
1.9400,-0.040325,-0.014367,-0.070562,0.1457,0.1732,-0.0245,7.30
1.9500,-0.038837,-0.012602,-0.070792,0.1518,0.1794,-0.0221,7.54
1.9600,-0.037289,-0.010778,-0.070997,0.1576,0.1851,-0.0195,7.81
1.9700,-0.035684,-0.008898,-0.071175,0.1632,0.1904,-0.0168,8.08
1.9800,-0.034025,-0.006968,-0.071324,0.1685,0.1952,-0.0137,8.36
1.9900,-0.032314,-0.004993,-0.071440,0.1734,0.1995,-0.0103,8.66
2.0000,-0.030556,-0.002979,-0.071520,0.1781,0.2031,-0.0065,8.96
2.0100,-0.028753,-0.000931,-0.071559,0.1823,0.2062,-0.0023,9.28
2.0200,-0.026909,0.001144,-0.071555,0.1863,0.2086,0.0024,9.61
2.0300,-0.025028,0.003239,-0.071502,0.1898,0.2103,0.0075,9.95
2.0400,-0.023114,0.005348,-0.071395,0.1929,0.2113,0.0131,10.30
2.0500,-0.021171,0.007463,-0.071230,0.1956,0.2116,0.0192,10.66
2.0600,-0.019202,0.009577,-0.071000,0.1979,0.2111,0.0259,11.02
2.0700,-0.017214,0.011681,-0.070701,0.1997,0.2098,0.0331,11.37
2.0800,-0.015209,0.013768,-0.070326,0.2011,0.2077,0.0409,11.71
2.0900,-0.013192,0.015830,-0.069870,0.2021,0.2048,0.0494,12.03
2.1000,-0.011168,0.017858,-0.069327,0.2026,0.2010,0.0583,12.34
2.1100,-0.009142,0.019844,-0.068691,0.2026,0.1965,0.0679,12.62
2.1200,-0.007117,0.021780,-0.067958,0.2022,0.1912,0.0779,12.87
2.1300,-0.005099,0.023660,-0.067121,0.2014,0.1852,0.0883,13.10
2.1400,-0.003092,0.025477,-0.066179,0.2001,0.1786,0.0992,13.30
2.1500,-0.001099,0.027223,-0.065126,0.1985,0.1714,0.1103,13.47
2.1600,0.000876,0.028894,-0.063961,0.1965,0.1636,0.1217,13.60
2.1700,0.002828,0.030486,-0.062681,0.1941,0.1554,0.1332,13.71
2.1800,0.004756,0.031993,-0.061285,0.1915,0.1468,0.1448,13.77
2.1900,0.006656,0.033412,-0.059773,0.1885,0.1379,0.1565,13.79
2.2000,0.008524,0.034740,-0.058144,0.1853,0.1287,0.1681,13.76
2.2100,0.010359,0.035975,-0.056400,0.1818,0.1193,0.1795,13.69
2.2200,0.012158,0.037115,-0.054542,0.1781,0.1098,0.1908,13.57
2.2300,0.013919,0.038159,-0.052573,0.1741,0.1001,0.2017,13.40
2.2400,0.015639,0.039107,-0.050496,0.1701,0.0906,0.2123,13.18
2.2500,0.017319,0.039960,-0.048316,0.1659,0.0811,0.2224,12.92
2.2600,0.018956,0.040719,-0.046037,0.1616,0.0718,0.2319,12.62
2.2700,0.020550,0.041386,-0.043667,0.1572,0.0628,0.2407,12.27
2.2800,0.022100,0.041966,-0.041211,0.1529,0.0542,0.2488,11.89
2.2900,0.023606,0.042462,-0.038679,0.1485,0.0460,0.2561,11.47
2.3000,0.025068,0.042879,-0.036079,0.1441,0.0383,0.2624,11.02
2.3100,0.026487,0.043221,-0.033420,0.1398,0.0312,0.2678,10.54
2.3200,0.027864,0.043495,-0.030711,0.1356,0.0246,0.2722,10.03
2.3300,0.029198,0.043707,-0.027964,0.1314,0.0186,0.2756,9.50
2.3400,0.030491,0.043863,-0.025187,0.1273,0.0133,0.2779,8.95
2.3500,0.031744,0.043969,-0.022392,0.1233,0.0086,0.2792,8.38
2.3600,0.032957,0.044032,-0.019589,0.1195,0.0045,0.2795,7.81
2.3700,0.034132,0.044057,-0.016789,0.1157,0.0011,0.2787,7.23
2.3800,0.035271,0.044053,-0.014001,0.1121,-0.0016,0.2769,6.65
2.3900,0.036373,0.044024,-0.011237,0.1085,-0.0038,0.2740,6.08
2.4000,0.037441,0.043977,-0.008506,0.1051,-0.0053,0.2702,5.52
2.4100,0.038475,0.043918,-0.005817,0.1018,-0.0063,0.2655,4.96
2.4200,0.039476,0.043852,-0.003180,0.0985,-0.0068,0.2599,4.43
2.4300,0.040445,0.043784,-0.000603,0.0954,-0.0068,0.2534,3.91
2.4400,0.041383,0.043719,0.001906,0.0923,-0.0064,0.2463,3.42
2.4500,0.042290,0.043660,0.004340,0.0892,-0.0057,0.2385,2.96
2.4600,0.043166,0.043610,0.006693,0.0861,-0.0047,0.2301,2.53
2.4700,0.044011,0.043571,0.008960,0.0830,-0.0035,0.2213,2.13
2.4800,0.044825,0.043545,0.011138,0.0799,-0.0023,0.2123,1.77
2.4900,0.045608,0.043530,0.013224,0.0766,-0.0011,0.2030,1.45
2.5000,0.046357,0.043526,0.015216,0.0733,-0.0001,0.1936,1.17
2.5100,0.047072,0.043532,0.017115,0.0698,0.0007,0.1843,0.93
2.5200,0.047752,0.043544,0.018921,0.0661,0.0012,0.1752,0.73
2.5300,0.048393,0.043559,0.020637,0.0623,0.0013,0.1663,0.57
2.5400,0.048995,0.043572,0.022266,0.0582,0.0008,0.1579,0.44
2.5500,0.049555,0.043578,0.023812,0.0538,-0.0001,0.1499,0.35
2.5600,0.050069,0.043570,0.025281,0.0492,-0.0018,0.1424,0.29
2.5700,0.050536,0.043543,0.026677,0.0442,-0.0041,0.1357,0.25
2.5800,0.050951,0.043487,0.028009,0.0390,-0.0072,0.1296,0.25
2.5900,0.051313,0.043397,0.029284,0.0334,-0.0111,0.1244,0.26
2.6000,0.051616,0.043262,0.030511,0.0274,-0.0159,0.1200,0.29
2.6100,0.051859,0.043075,0.031697,0.0212,-0.0215,0.1166,0.34
2.6200,0.052037,0.042826,0.032853,0.0145,-0.0280,0.1141,0.39
2.6300,0.052147,0.042507,0.033987,0.0076,-0.0354,0.1125,0.44
2.6400,0.052185,0.042109,0.035109,0.0003,-0.0437,0.1119,0.48
2.6500,0.052149,0.041623,0.036229,-0.0074,-0.0528,0.1121,0.51
2.6600,0.052035,0.041042,0.037354,-0.0153,-0.0627,0.1132,0.52
2.6700,0.051841,0.040358,0.038493,-0.0234,-0.0732,0.1151,0.50
2.6800,0.051563,0.039566,0.039653,-0.0318,-0.0844,0.1176,0.45
2.6900,0.051201,0.038659,0.040840,-0.0404,-0.0960,0.1208,0.36
2.7000,0.050753,0.037633,0.042060,-0.0491,-0.1080,0.1243,0.22
2.7100,0.050217,0.036487,0.043314,-0.0579,-0.1202,0.1282,0.04
2.7200,0.049593,0.035217,0.044607,-0.0667,-0.1325,0.1322,-0.19
2.7300,0.048881,0.033826,0.045938,-0.0754,-0.1447,0.1361,-0.48
2.7400,0.048083,0.032313,0.047305,-0.0840,-0.1567,0.1399,-0.82
2.7500,0.047199,0.030684,0.048707,-0.0925,-0.1683,0.1433,-1.23
2.7600,0.046232,0.028942,0.050138,-0.1007,-0.1793,0.1461,-1.69
2.7700,0.045184,0.027095,0.051592,-0.1086,-0.1895,0.1482,-2.21
2.7800,0.044060,0.025151,0.053059,-0.1161,-0.1988,0.1493,-2.80
2.7900,0.042863,0.023122,0.054529,-0.1231,-0.2070,0.1493,-3.44
2.8000,0.041598,0.021018,0.055989,-0.1296,-0.2139,0.1479,-4.14
2.8100,0.040271,0.018855,0.057426,-0.1355,-0.2194,0.1451,-4.88
2.8200,0.038888,0.016647,0.058823,-0.1408,-0.2233,0.1406,-5.67
2.8300,0.037456,0.014411,0.060163,-0.1454,-0.2255,0.1343,-6.48
2.8400,0.035982,0.012164,0.061428,-0.1492,-0.2259,0.1261,-7.33
2.8500,0.034473,0.009925,0.062598,-0.1523,-0.2244,0.1160,-8.19
2.8600,0.032939,0.007713,0.063653,-0.1545,-0.2210,0.1039,-9.04
2.8700,0.031386,0.005548,0.064572,-0.1559,-0.2156,0.0898,-9.89
2.8800,0.029823,0.003449,0.065337,-0.1565,-0.2083,0.0736,-10.71
2.8900,0.028259,0.001436,0.065926,-0.1563,-0.1992,0.0556,-11.50
2.9000,0.026700,-0.000475,0.066322,-0.1553,-0.1882,0.0358,-12.23
2.9100,0.025155,-0.002265,0.066507,-0.1536,-0.1756,0.0144,-12.89
2.9200,0.023632,-0.003919,0.066466,-0.1512,-0.1616,-0.0085,-13.46
2.9300,0.022135,-0.005424,0.066186,-0.1482,-0.1463,-0.0325,-13.94
2.9400,0.020671,-0.006769,0.065657,-0.1446,-0.1300,-0.0573,-14.29
2.9500,0.019244,-0.007946,0.064873,-0.1407,-0.1130,-0.0826,-14.52
2.9600,0.017859,-0.008951,0.063831,-0.1365,-0.0956,-0.1080,-14.60
2.9700,0.016516,-0.009781,0.062532,-0.1322,-0.0783,-0.1331,-14.53
2.9800,0.015216,-0.010440,0.060982,-0.1278,-0.0615,-0.1573,-14.28
2.9900,0.013959,-0.010936,0.059192,-0.1237,-0.0455,-0.1802,-13.87
3.0000,0.012742,-0.011278,0.057179,-0.1199,-0.0308,-0.2012,-13.28
3.0100,0.011561,-0.011484,0.054963,-0.1166,-0.0179,-0.2199,-12.52
3.0200,0.010410,-0.011575,0.052572,-0.1140,-0.0073,-0.2357,-11.59
3.0300,0.009280,-0.011576,0.050036,-0.1122,0.0006,-0.2481,-10.51
3.0400,0.008162,-0.011516,0.047393,-0.1116,0.0054,-0.2567,-9.28
3.0500,0.007044,-0.011431,0.044683,-0.1121,0.0066,-0.2609,-7.92
3.0600,0.005915,-0.011356,0.041951,-0.1140,0.0039,-0.2605,-6.47
3.0700,0.004759,-0.011333,0.039247,-0.1173,-0.0030,-0.2552,-4.94
3.0800,0.003562,-0.011405,0.036618,-0.1222,-0.0141,-0.2449,-3.37
3.0900,0.002307,-0.011613,0.034118,-0.1287,-0.0297,-0.2294,-1.81
3.1000,0.000980,-0.012003,0.031795,-0.1368,-0.0496,-0.2089,-0.29
3.1100,-0.000436,-0.012616,0.029699,-0.1464,-0.0737,-0.1837,1.14
3.1200,-0.001955,-0.013490,0.027874,-0.1574,-0.1015,-0.1542,2.41
3.1300,-0.003591,-0.014659,0.026359,-0.1696,-0.1326,-0.1212,3.46
3.1400,-0.005353,-0.016151,0.025183,-0.1827,-0.1661,-0.0855,4.23
3.1500,-0.007250,-0.017983,0.024368,-0.1963,-0.2010,-0.0483,4.64
3.1600,-0.009283,-0.020160,0.023918,-0.2099,-0.2361,-0.0111,4.61
3.1700,-0.011450,-0.022675,0.023824,-0.2230,-0.2699,0.0244,4.07
3.1800,-0.013742,-0.025503,0.024057,-0.2348,-0.3005,0.0562,2.93
3.1900,-0.016141,-0.028598,0.024567,-0.2444,-0.3258,0.0820,1.13
3.2000,-0.018621,-0.031896,0.025279,-0.2509,-0.3435,0.0994,-1.42
3.2100,-0.021146,-0.035303,0.026093,-0.2532,-0.3512,0.1055,-4.76
